"New password","Nova senha"
"You are not allowed to delete terms in this taxonomy.","Não tem permissões para eliminar termos nesta taxonomia."
"Sorry, deleting the term failed.","A eliminação do termo falhou."
"You are not allowed to assign terms in this taxonomy.","Não tem permissões para atribuir termos nesta taxonomia."
"Sorry, you cannot edit users.","Não pode editar utilizadores."
"Invalid user ID","ID de utilizador inválida"
"Sorry, you cannot list users.","Não pode consultar os utilizadores."
"The role specified is not valid","A função especificada não é válida"
"Sorry, you cannot edit your profile.","Não pode editar o seu perfil."
"Sorry, the user cannot be updated.","Este utilizador não pode ser actualizado."
"Sorry, you cannot edit this page.","Não pode editar esta página."
"Sorry, no such page.","Página não encontrada."
"Sorry, you cannot edit pages.","Não pode editar páginas."
"Sorry, you do not have the right to delete this page.","Não tem permissões para eliminar esta página."
"Failed to delete the page.","Não foi possível eliminar a página."
"Sorry, you do not have the right to edit this page.","Não tem permissões para editar esta página."
"Sorry, you cannot edit posts on this site.","Não pode editar artigos neste site."
"Sorry, you must be able to edit posts on this site in order to view tags.","Tem de poder editar artigos neste site para conseguir ver as etiquetas."
"Sorry, you do not have the right to add a category.","Não tem permissões para adicionar uma categoria."
"Sorry, the new category failed.","A nova categoria falhou."
"Sorry, you do not have the right to delete a category.","Não tem permissões para eliminar categorias."
"Sorry, you must be able to edit posts to this site in order to view categories.","Tem de poder editar artigos neste site para conseguir ver categorias."
"You are not allowed to moderate comments on this site.","Não tem permissões para moderar comentários neste site."
"Invalid comment ID.","ID de comentário inválido."
"Sorry, you cannot edit comments.","Não pode editar comentários."
"Invalid comment status.","Estado de comentário inválido."
"Sorry, the comment could not be edited. Something wrong happened.","Não foi possível editar o comentário. Ocorreu um erro."
"You must be registered to comment","Tem que estar registado e ter a sessão iniciada para poder comentar"
"Comment author name and email are required","O autor do comentário tem de indicar o nome e email"
"A valid email address is required","Erro: introduza um email válido."
"You are not allowed access to details about this site.","Não tem permissões para aceder a informações sobre este site."
"You are not allowed access to details about comments.","Não tem permissões de acesso aos detalhes dos comentários."
"You are not allowed to update options.","Não tem permissões para actualizar as opções"
"You do not have permission to upload files.","Não tem permissões para enviar ficheiros."
"Sorry, you are not allowed to edit this post type.","Não tem permissões para editar este tipo de artigo."
"Invalid post ID","ID de artigo inválida"
"Sorry, you are not allowed to edit posts.","Não tem permissões para editar artigos."
"Sorry, revisions are disabled.","As revisões estão desactivadas."
"Sorry, you do not have access to user data on this site.","Não tem acesso aos dados de utilizador neste site."
"Either there are no posts, or something went wrong.","Não há nenhum artigo ou então ocorreu algum erro."
"Sorry, that file cannot be edited.","Esse ficheiro não pode ser editado."
"Sorry, no such post.","Artigo não encontrado."
"Sorry, you do not have the right to edit this post.","Não tem permissões para editar este artigo."
"Sorry, you do not have the right to publish this post.","Não tem permissões para publicar este artigo."
"For some strange yet very annoying reason, this post could not be edited.","Por algum motivo estranho e muito incomodativo, não foi possível editar este artigo."
"Sorry, you do not have the right to delete this post.","Não tem permissões para eliminar este artigo."
"For some strange yet very annoying reason, this post could not be deleted.","Por algum motivo estranho e muito incomodativo, não foi possível eliminar este artigo."
"Sorry, you are not allowed to publish pages on this site.","Não tem permissões para publicar páginas neste site."
"Sorry, you are not allowed to publish posts on this site.","Não tem permissões para publicar artigos neste site."
"Invalid post format","Formato de artigo inválido"
"You are not allowed to create pages as this user.","Não pode criar páginas com este nome de utilizador."
"You are not allowed to change the post author as this user.","Não tem permissões para mudar o autor da mensagem."
"You are not allowed to change the page author as this user.","Não tem permissões para mudar o autor da página."
"Sorry, you do not have the right to publish this page.","Não tem permissões para publicar esta página."
"Sorry, your entry could not be edited. Something wrong happened.","Não foi possível editar a entrada. Ocorreu um erro."
"Sorry, you must be able to edit posts on this site in order to view categories.","Tem de poder editar artigos neste site para conseguir ver categorias."
"Could not write file %s (%s)","Não foi possível escrever no ficheiro %s (%s)"
"Sorry, you can not edit this post.","Não tem permissões para editar este artigo."
"Sorry, you cannot publish this post.","Não pode publicar este artigo."
"Is there no link to us?","Não há nenhum link para nós?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","O URL especificado não pode ser usado. Ou não existe ou então não é um recurso que permita pingbacks."
"The source URL and the target URL cannot both point to the same resource.","O URL de origem e o URL de destino não podem apontar ambos para o mesmo recurso."
"The pingback has already been registered.","O pingback já tinha sido registado."
"The source URL does not exist.","O URL de origem não existe."
"We cannot find a title on that page.","Não é possível encontrar nenhum título nessa página."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","O URL de origem não contém um link para o URL de destino, pelo que não é possível utilizá-lo como origem."
"Pingback from %s to %s registered. Keep the web talking! :-)","Pingback de %s a %s registado. Mantenha a net a falar! :-)"
"The specified target URL does not exist.","O URL de destino especificado não existe."
"%s Comments","%s Comentários"
"No Comments","Sem Comentários"
"1 Comment","1 Comentário"
"Comment","Comentário"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Utilize antes <code>get_trackback_url()</code> se não quiser que o valor seja mostrado."
"Comments Off","Comentários Desligados"
"Enter your password to view comments.","Introduza a sua senha para ver os comentários."
"Comment on %s","Comentário em %s"
"Reply","Responder"
"Log in to Reply","Inicie a Sessão para Responder"
"Leave a Comment","Deixe um Comentário"
"Log in to leave a Comment","Faça login para deixar um Comentário"
"Click here to cancel reply.","Clique aqui para cancelar a resposta."
"Leave a Reply","Deixar uma resposta"
"Leave a Reply to %s","Responder a %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">diz:</span>"
"Your comment is awaiting moderation.","O seu comentário aguarda moderação."
"%s at %s","%s ás %s"
"(Edit)","(Editar)"
"Required fields are marked %s","Campos obrigatórios marcados com %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Tem de ter a <a href=\"%s\">sessão iniciada</a> para publicar um comentário."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Sessão iniciada como <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Sair da minha conta\">Sair?</a>"
"Your email address will not be published.","O seu endereço de email não será publicado."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Pode usar estas etiquetas <abbr title=\"HyperText Markup Language\">HTML</abbr> e atributos: %s"
"Cancel reply","Cancelar resposta"
"Post Comment","Publicar Comentário"
"Unapproved","Não aprovado"
"Approved","Aprovado"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Detectado comentário duplicado; parece que já disse isso!"
"You are posting comments too quickly. Slow down.","Está a publicar comentários com demasiada rapidez. Deixe passar mais tempo."
"Could not update comment status","Não foi possível actualizar o estado do comentário"
"This argument has changed to an array to match the behavior of the other cron functions.","Este argumento foi alterado para array para condizer com o comportamento de outras funções do cron."
"Once Hourly","Uma Vez Por Hora"
"Twice Daily","Duas Vezes por Dia"
"Once Daily","Uma Vez Por Dia"
"Your site&#8217;s WordPress Pages","As páginas do seu site WordPress"
"Sort by:","Ordenar Por:"
"Page title","Título da página"
"Page order","Ordem da página"
"Page ID","ID da Página"
"Exclude:","Excluir:"
"Page IDs, separated by commas.","IDs de página, separados por vírgulas."
"Your blogroll","A sua lista de links"
"Select Link Category:","Escolha a categoria da ligação:"
"All Links","Todos os links"
"Link title","Título da ligação"
"Link rating","Classificação da ligação"
"Link ID","ID da ligação"
"Random","Aleatório"
"Show Link Image","Mostrar Imagem do Link"
"Show Link Name","Mostrar Nome do Link"
"Show Link Description","Mostrar Descrição do Link"
"Show Link Rating","Mostrar Classificação do Link"
"Number of links to show:","Número de ligações a apresentar:"
"A search form for your site","Um formulário de pesquisa para o seu site."
"A monthly archive of your site&#8217;s posts","Um arquivo mensal dos artigos do seu site"
"Archives","Arquivo"
"Select Month","Seleccionar Mês"
"Display as dropdown","Mostrar como dropdown"
"Show post counts","Mostrar número de artigos"
"Log in/out, admin, feed and WordPress links","Terminar/iniciar sessão, feed e links WordPress"
"Syndicate this site using RSS 2.0","Sindicar este site utilizando RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","<abbr title=\"Really Simple Syndication\">RSS</abbr> dos artigos"
"The latest comments to all posts in RSS","Os mais recentes comentários a todos os artigos em RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Feed <abbr title=\"Really Simple Syndication\">RSS</abbr> dos comentários."
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Criado com WordPress, plataforma de publicação pessoal sem&acirc;ntica de vanguarda."
"A calendar of your site&#8217;s posts","Um calendário dos artigos do seu site"
"Calendar","Calendário"
"Arbitrary text or HTML","Texto arbitrário ou HTML"
"Automatically add paragraphs","Adicionar parágrafos automaticamente"
"A list or dropdown of categories","Uma lista ou dropdown de categorias"
"Select Category","Seleccionar categoria"
"Show hierarchy","Mostrar Hierarquia"
"The most recent posts on your site","As entradas mais recentes no seu site."
"Recent Posts","Artigos recentes"
"Number of posts to show:","Número de artigos a apresentar:"
"Display post date?","Mostrar a data do artigo?"
"The most recent comments","Os comentários mais recentes"
"Recent Comments","Comentários recentes"
"%s on %s","%s em %s"
"Number of comments to show:","Número de comentários a apresentar:"
"Entries from any RSS or Atom feed","Entradas de qualquer feed RSS ou Atom"
"Unknown Feed","Feed desconhecido"
"Syndicate this content","Sindicar este conteúdo"
"<strong>RSS Error</strong>: %s","<strong>Erro de RSS</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","Ocorreu um erro. A causa provável é o feed estar offline. Tente mais tarde. "
"Untitled","Sem Título"
"RSS Error: %s","Erro RSS: %s"
"Enter the RSS feed URL here:","Introduza o URL do feed RSS aqui:"
"Give the feed a title (optional):","Atribua um título ao feed (opcional):"
"How many items would you like to display?","Quantos itens pretende apresentar?"
"Display item content?","Mostrar conteúdo do item?"
"Display item author if available?","Mostrar autor do item, se disponível?"
"Display item date?","Mostrar data do item?"
"Your most used tags in cloud format","As etiquetas mais usadas em formato de nuvem"
"Tag Cloud","Nuvem de etiquetas"
"Taxonomy:","Taxonomia:"
"Use this widget to add one of your custom menus as a widget.","Use este widget para adicionar um dos seus menus de navegação como widget. "
"Custom Menu","Menu personalizado"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Nenhum menu foi criado ainda. <a href=\"%s\">Crie um</a>"
"Select Menu:","Seleccione menu:"
"new WordPress Loop","novo Loop de WordPress"
"None","Nenhum"
"Last updated","Última actualização"
"Missing Attachment","Anexo em Falta"
"First Post","Primeiro artigo"
"Last Post","Último artigo"
"Are you sure you want to do this?","Tem a certeza de que pretende efectuar esta acção?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Ficheiro &#8220;%s&#8221; inexistente?"
"The GD image library is not installed.","A biblioteca de imagens GD não está instalada."
"File &#8220;%s&#8221; is not an image.","O ficheiro &#8220;%s&#8221; não é uma imagem."
"Comments on %s","Comentários em %s"
"Comments for %s searching on %s","Comentários para %s pesquisando em %s"
"Comments for %s","Comentários para %s"
"Comment on %s by %s","Comentário em %s por %s"
"By: %s","Por: %s"
"Comments on: %s","Comentários em: %s"
"Protected Comments: Please enter your password to view comments.","Comentários protegidos: introduza a sua senha para ver os comentários."
"%s hour","%s hora"
"%s hours","%s horas"
"%s day","%s dia"
"%s days","%s dias"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","O endereço de email introduzido não aparenta ser válido. Por favor introduza um endereço de email válido."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","O endereço do WordPress que você introduziu não parece ser um URL válido. Por favor, introduza um URL válido."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","O endereço do site que você introduziu não parece ser um URL válido. Por favor, introduza um URL válido."
"The timezone you have entered is not valid. Please select a valid timezone.","O fuso horário que indicou não é válido. Por favor indique um fuso válido."
", and"," e "
"and"," e "
"ERROR: %s is not a valid feed template.","ERRO: %s não é um template de feed válido."
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","Uma ou mais tabelas da base de dados não estão disponíveis. A base de dados pode estar a precisar de ser <a href=\"%s\">reparada</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Não foi possível criar a directoria %s. A directoria do nível acima tem permissões de escrita?"
"Empty filename","Nome de ficheiro em falta"
"Invalid file type","Tipo de ficheiro inválido"
"Could not write file %s","Não foi possível guardar ficheiro %s"
"WordPress Failure Notice","Notificação de Falha do WordPress"
"You are attempting to log out of %s","Está a tentar terminar a sua sessão em %s"
"Do you really want to <a href='%s'>log out</a>?","Tem a certeza que quer <a href='%s'>terminar a sesão</a>?"
"Please try again.","Por favor tente de novo."
"&laquo; Back","&laquo; Voltar"
"WordPress &rsaquo; Error","WordPress &rsaquo; Erro"
"Database Error","Erro de base de dados"
"Error establishing a database connection","Erro ao estabelecer uma ligação com a base de dados"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s <strong>não é usado</strong> desde a versão %s! Use %s em substituição."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s <strong>não é usado</strong> desde a versão %s e não existem alternativas."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s foi chamado com um argumento <strong>obsoleto</strong> desde a versão%s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s foi chamado com um argumento <strong>obsoleto</strong> desde a versão%s com nenhuma outra alternativa disponível."
"(This message was added in version %s.)","(Esta mensagem foi adicionada na versão %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Por favor consulte <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging com WordPress</a> para mais informações."
"%s was called <strong>incorrectly</strong>. %s %s","%s foi chamado <strong>incorretamente</strong>. %s2s %s "
"Select a city","Escolha uma cidade"
"Manual Offsets","Offsets Manuais"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Scripts e estilos não devem ser registrados ou enfileirados até aos hooks %s,%s ou%s."
"Search for:","Buscar por:"
"Log in","Iniciar sessão"
"Log out","Sair"
"Username","Nome de utilizador"
"Password","Senha"
"Remember Me","Lembrar-me"
"Log In","Iniciar sessão"
"Register","Registar"
"Site Admin","Administração"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","A opção <code>%s</code>foi preterida para a família de funções <code>bloginfo()</code>."
"Use the <code>%s</code> option instead.","Use a opção <code>%s</code> em substituição."
"Search Results %s %s","Resultados da Pesquisa %s %s"
"Page not found","Página não encontrada"
"View posts for %s %s","Ver artigos para %s %s"
"%s %s Comments Feed","%s %s Feed de comentários"
"%s %s %s Comments Feed","Feed de comentários de %s %s %s"
"%s %s %s Category Feed","Feed de categorias %s %s %s"
"%s %s %s Tag Feed","Feed de etiquetas %s %s %s"
"%s %s Posts by %s Feed","Feed de artigos %s %s por %s"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Feed para os resultados da pesquisa por &#8220;%s&#8221;"
"%s %s %s Feed","Feed de %s %s %s"
"&laquo; Previous","&laquo; Anterior"
"Next &raquo;","Seguinte &raquo;"
"Blue","Azul"
"Gray","CInzento"
"Do you want to use the WYSIWYG mode for this textarea?","Quer usar o editor visual para esta área de texto?"
"Apply","Aplicar"
"Insert","Inserir"
"Close","Fechar"
"Browse","Procurar"
"Class","Classe"
"-- Not set --","--Não definido--"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Copiar/Cortar/Colar não está disponível em Mozilla ou Firefox."
"Currently not supported by your browser, use keyboard shortcuts instead.","Não suportado pelo seu browser neste momento, use os atalhos de teclado."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Reparámos que o seu bloqueador de janelas inibiu uma janela que fornece funcionalidade adicional. Terá que desactivar o bloqueador para este site para poder usar esta ferramenta plenamente."
"ERROR: Invalid values entered, these are marked in red.","ERRO: Inseriu valores inválidos, marcados a vermelho."
"{#field} must be a number","{#field} deve ser um número"
"{#field} must be a number greater than {#min}","{#field} deve ser um número maior que {#min}"
"{#field} must be a number or percentage","{#field} deve ser um número ou percentagem"
"More colors","Mais cores"
"Black","Preto"
"Burnt orange","Laranja queimado"
"Dark olive","Azeitona escuro"
"Dark green","Verde escuro"
"Dark azure","Azul escuro"
"Navy Blue","Azul marinho"
"Very dark gray","Cinzento muito escuro"
"Maroon","Castanho"
"Orange","Laranja"
"Olive","Azeitona"
"Green","Verde"
"Teal","Azul esverdeado"
"Grayish blue","Azul acinzentado"
"Red","Encarnado"
"Amber","Âmbar"
"Yellow green","Verde amarelo"
"Sea green","Verde mar"
"Turquoise","Turquesa"
"Royal blue","Azul real"
"Purple","Roxo"
"Medium gray","Cinzento médio"
"Gold","Ouro"
"Yellow","Amarelo"
"Lime","Lima"
"Sky blue","Azul céu"
"Brown","Castanho"
"Silver","Prateado"
"Pink","Rosa"
"Peach","Pêssego"
"Light yellow","Amarelo claro"
"Pale green","Verde pálido"
"Pale cyan","Cian pálido"
"Light sky blue","Azul céu"
"Plum","Ameixa"
"White","Branco"
"Alignment","Alinhamento"
"Full","Completo"
"Insert date","Inserir data"
"Insert time","Inserir hora"
"January","Janeiro"
"February","Fevereiro"
"March","Março"
"April","Abril"
"May","Maio"
"June","Junho"
"July","Julho"
"August","Agosto"
"September","Setembro"
"October","Outubro"
"November","Novembro"
"December","Dezembro"
"Jan_January_abbreviation","Jan"
"Feb_February_abbreviation","Fev"
"Mar_March_abbreviation","Mar"
"Apr_April_abbreviation","Abr"
"May_May_abbreviation","Mai"
"Jun_June_abbreviation","Jun"
"Jul_July_abbreviation","Jul"
"Aug_August_abbreviation","Ago"
"Sep_September_abbreviation","Set"
"Oct_October_abbreviation","Out"
"Nov_November_abbreviation","Nov"
"Dec_December_abbreviation","Dez"
"Sunday","Domingo"
"Monday","Segunda-feira"
"Tuesday","Terça-feira"
"Wednesday","Quarta-feira"
"Thursday","Quinta-feira"
"Friday","Sexta-feira"
"Saturday","Sábado"
"Sun","Dom"
"Mon","Seg"
"Tue","Ter"
"Wed","Qua"
"Thu","Qui"
"Fri","Sex"
"Sat","Sáb"
"Print","Imprimir"
"Preview","Pré-visualizar"
"Direction left to right","Direcção da esquerda para a direita"
"Direction right to left","Direcção da direita para a esquerda"
"Insert new layer","Inserir novo layer"
"Move forward","Para a frente"
"Move backward","Para trás"
"Toggle absolute positioning","Ligar/desligar posicionamento absoluto"
"New layer...","Novo layer..."
"Cancel all changes","Cancelar todas as alterações"
"Insert non-breaking space character","Inserir espaço sem quebra de linha"
"Run spell checking","Verificar ortografia"
"ieSpell not detected. Do you want to install it now?","ieSpell não foi detectado. Quer instalar agora?"
"Horizontal rule","Separador horizontal"
"Emotions","Emoções"
"Find","Procurar"
"Find/Replace","Procurar/Substituir"
"Insert/edit image","Inserir/editar imagem"
"Insert/edit link","Inserir/editar link"
"Citation","Citação"
"Abbreviation","Abreviatura"
"Acronym","Acrónimo"
"Deletion","Eliminação"
"Insertion","Inserção"
"Insert/Edit Attributes","Inserir/Editar Atributos"
"Edit CSS Style","Editar Estilo CSS"
"Paste as Plain Text","Colar como Texto"
"Paste from Word","Colar do Word"
"Select All","Seleccionar tudo"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Colar está em modo de texto simples. Clique novamente para voltar ao modo de colar regular. Depois de colar qualquer coisa voltará ao modo de colar regular."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Colar está em modo de texto simples. Clique novamente para voltar ao modo colar regular."
"Use CTRL+V on your keyboard to paste the text into the window.","Use CTRL+V no seu teclado para colar o texto nesta janela."
"Keep linebreaks","Manter quebras de linha"
"Inserts a new table","Insere uma nova tabela"
"Insert row before","Inserir linha antes"
"Insert row after","Inserir linha depois"
"Delete row","Eliminar linha"
"Insert column before","Inserir coluna antes"
"Insert column after","Inserir coluna depois"
"Remove column","Eliminar coluna"
"Split merged table cells","Dividir células fundidas"
"Merge table cells","Fundir células"
"Table row properties","Propriedades da linha da tabela"
"Table cell properties","Propriedades da célula da tabela"
"Table properties","Propriedades da tabela"
"Paste table row before","Colar linha da tabela antes"
"Paste table row after","Colar linha da tabela depois"
"Cut table row","Cortar linha"
"Copy table row","Copiar linha"
"Delete table","Eliminar tabela"
"Row","Linha"
"Column","Coluna"
"Cell","Célula"
"The changes you made will be lost if you navigate away from this page.","As modificações que fez serão ignoradas se navegar para fora desta página."
"Toggle fullscreen mode (Alt + Shift + G)","Alternar modo de écrã completo (Alt + Shift + G)"
"Insert / edit embedded media","Inserir/editar conteúdo incorporado"
"Edit embedded media","Editar conteúdo incorporado"
"Document properties","Propriedades do documento"
"Insert predefined template content","Inserir conteúdo prédefinido de um template"
"Visual control characters on/off.","Caracteres de controlo visual ligados/desligados"
"Toggle spellchecker (Alt + Shift + N)","Alternar uso do corrector ortográfico (Alt + Shift + N)"
"Spellchecker settings","Definições da verificação ortográfica"
"Ignore word","Ignorar palavra"
"Ignore all","Ignorar todas"
"Languages","Idiomas"
"Please wait...","Por favor aguarde..."
"Suggestions","Sugestões"
"No suggestions","Nenhuma sugestão"
"This is somewhat embarrassing, isn&rsquo;t it?","Isto é um pouco embaraçoso, não?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Parece que não foi possível encontrar o que procurava. Talvez uma pesquisa ajude."
"Daily Archives: %s","Arquivo diário: %s"
"Monthly Archives: %s","Arquivo mensal: %s"
"Yearly Archives: %s","Arquivo anual: %s"
"Author Archives: %s","Aquivo do autor: %s"
"About %s","Sobre %s"
"Category Archives: %s","Arquivo da categoria: %s"
"One thought on &ldquo;%s&rdquo;","1 comentário a &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s comentários a &ldquo;%s&rdquo;"
"Comment navigation","Navegação de comentários"
"&larr; Older Comments","&larr; Comentários Mais Antigos"
"Newer Comments &rarr;","Comentários mais recentes &rarr;"
"Permalink to %s","Ligação permanente para %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Continuar a ler <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Deixar uma resposta"
"1 Reply","1 resposta"
"%s Replies","%s respostas"
"Link","Ligação"
"Nothing Found","Não foi encontrado nada"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Não foram encontrados resultados. Talvez uma pesquisa ajude a encontrar um artigo relacionado."
"Featured post","Artigo em destaque"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Ver todos os artigos de %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Plataforma semântica pessoal de publicação"
"Proudly powered by %s","Criado com %s"
"Primary Menu","Menu primário"
"on","ligado"
"Page %s","Página %s"
"Main Sidebar","Barra lateral principal"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Aparece em artigos e páginas, excepto no template opcional de página inicial, que usa os seus próprios widgets"
"First Front Page Widget Area","1ª área de widgets da página inicial"
"Appears when using the optional Front Page template with a page set as Static Front Page","Aparece quando usa o template opcional de página inicial com uma página definida como página inicial estática"
"Second Front Page Widget Area","2ª área de widgets da página inicial"
"Post navigation","Navegação de artigos"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Artigos mais antigos"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Artigos mais recentes <span class=\"meta-nav\">&rarr;</span>"
"Post author","Autor do artigo"
"View all posts by %s","Ver todos os artigos de %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Publicado em %s com a(s) etiqueta(s) %s a %s<span class=\"by-author\"> por %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Publicado em %s a %s<span class=\"by-author\"> por %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Publicado a %s<span class=\"by-author\"> por %s</span>."
"Skip to content","Saltar para o conteúdo"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Publicado em</span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> às <a href=\"%s\" title=\"Link para a imagem\">%s &times; %s</a> em <a href=\"%s\" title=\"Voltar a %s\" rel=\"gallery\">%s</a>."
"&larr; Previous","&larr; Anterior"
"Next &rarr;","Seguinte &rarr; "
"No posts to display","Nenhum artigo para mostrar"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Pronto para publicar o seu primeiro artigo? <a href=\"%s\">Comece aqui</a>."
"Search Results for: %s","Resultados da Pesquisa por: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Pedimos desculpa, mas nada correspondeu aos seus critérios de procura. Por favor volte a tentar com palavras-chave diferentes."
"Tag Archives: %s","Arquivo de etiquetas: %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","O tema de 2012 para WordPress é adaptável e fica bem em qualquer dispositivo. Inclui um template de página inicial com widgets próprios, um tipo de letra opcional, estilos para os formatos de artigos tanto individuais como em lista e um template opcional de página sem barra lateral. Torne-o seu com menus personalizados, imagens de cabeçalho e de fundo."
"the WordPress team","a equipa do WordPress"
"Front Page Template","Página inicial"
