"New password","Nytt passord"
"Home URL","Heim-adesse"
"Image default link type","Standard lenkjetype for bilete"
"Image default size","Standardstorleik på bilete"
"Image default align","Standardjustering for bilete"
"Template","Mal"
"Stylesheet","Stilark"
"Post Thumbnail","Småbilete av innlegget"
"Time Zone","Tidssone"
"Site Tagline","Slagord for nettstaden"
"Date Format","Datoformat"
"Time Format","Tidsformat"
"Allow new users to sign up","Tillat nye brukarar å registrera seg"
"Thumbnail Width","Breidd på småbilete"
"Thumbnail Height","Høgd på småbilete"
"Crop thumbnail to exact dimensions","Skjer av småbiletet til nøyaktig storleik"
"Medium size image width","Breidd på mellomstort bilete"
"Medium size image height","Høgd på mellomstort bilete"
"Large size image width","Breidd på stort bilete"
"Large size image height","Høgd på stort bilete"
"Allow people to post comments on new articles","Godta at folk gjev innspel til nye innlegg"
"Allow link notifications from other blogs (pingbacks and trackbacks)","Gje løyve til meldingar frå andre bloggar (tilbakeping og tilbaketråkk)"
"Insufficient arguments passed to this XML-RPC method.","Ikkje nok argument sende til denne XML-RPC-metoden."
"Invalid post type","Ugyldig innleggstype"
"Invalid post ID.","Ugyldig innleggs-ID."
"Sorry, you are not allowed to edit this post.","Orsak, du har ikkje løyve til å endra dette innlegget."
"The post type may not be changed.","Du kan ikkje endra innleggstypen."
"Sorry, you are not allowed to post on this site.","Du har ikkje løyve til å skriva på denne nettstaden."
"Sorry, you are not allowed to create private posts in this post type","Orsak, du har ikkje løyve til å laga private innlegg i denne innleggstypen."
"Sorry, you are not allowed to publish posts in this post type","Orsak, du har ikkje løyve til å leggja ut innlegg i denne innleggstypen."
"Sorry, you are not allowed to create password protected posts in this post type","Orsak, du har ikkje løyve til å laga passordverna innlegg i denne innleggstypen"
"You are not allowed to create posts as this user.","Du har ikkje løyve til å laga innlegg som denne brukaren."
"Invalid author ID.","Ugyldig skribent-ID."
"Sorry, you cannot stick a private post.","Lei for det, men du kan ikkje klistra eit privat innlegg."
"Sorry, you are not allowed to stick this post.","Orsak, du har ikkje løyve til å klistra dette innlegget."
"Invalid attachment ID.","Ugyldig ID på vedlegget."
"Sorry, one of the given taxonomies is not supported by the post type.","Orsak, denne innleggstypen støttar ikkje ei av klassifiseringane."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Orsak, du har ikkje løyve til å tildela ein term til ei av desse klassifiseringane."
"Invalid term ID","Ugyldig omgreps-ID"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Det er brukt eit tvitydig namn i den hierarkiske klassifiseringa. Bruk term-ID i staden."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Orsak, du har ikkje løyve til å leggja den termen til desse klassifiseringane."
"Sorry, your entry could not be posted. Something wrong happened.","Innlegget ditt kunne ikkje leggjast til. Noko gjekk gale."
"There is a revision of this post that is more recent.","Det finst ei nyare utgåve av dette innlegget."
"Sorry, you are not allowed to delete this post.","Orsak, du har ikkje løyve til å sletta dette innlegget."
"The post cannot be deleted.","Kan ikkje sletta innlegget."
"Sorry, you cannot edit this post.","Du kan ikkje endra dette innlegget."
"The post type specified is not valid","Denne innleggstypen er ikkje gyldig."
"Sorry, you are not allowed to edit posts in this post type","Orsak, men du har ikkje løyve til å endra innlegg av denne typen."
"Invalid taxonomy","Ugyldig klassifisering"
"You are not allowed to create terms in this taxonomy.","Du har ikkje løyve til å endra termar i denne grupperinga."
"The term name cannot be empty.","Namnet på termen kan ikkje stå tomt."
"This taxonomy is not hierarchical.","Denne grupperinga er ikkje hierarkisk."
"Parent term does not exist.","Foreldretermen finst ikkje."
"Sorry, your term could not be created. Something wrong happened.","Greidde ikkje laga termen din. Noko gjekk gale."
"You are not allowed to edit terms in this taxonomy.","Du har ikkje løyve til å endra termane i denne grupperinga."
"This taxonomy is not hierarchical so you can't set a parent.","Denne grupperinga er ikkje hierarkisk, så du kan ikkje setja opp ein forelder."
"Sorry, editing the term failed.","Greidde ikkje endra termen."
"You are not allowed to delete terms in this taxonomy.","Du har ikkje løyve til å sletta termar i denne grupperinga."
"Sorry, deleting the term failed.","Orsak, klarte ikkje å sletta termen."
"You are not allowed to assign terms in this taxonomy.","Du har ikkje løyve til å tildela termar i denne grupperinga."
"Sorry, you cannot edit users.","Du kan diverre ikkje endra brukarar."
"Invalid user ID","Ugyldig brukar-ID"
"Sorry, you cannot list users.","Du kan diverre ikkje lista opp brukarar."
"The role specified is not valid","Denne rolla er ikkje gyldig."
"Sorry, you cannot edit your profile.","Du kan diverre ikkje endra profilen din."
"Sorry, the user cannot be updated.","Kan ikkje oppdatera brukaren."
"Sorry, you cannot edit this page.","Du har ikkje løyve til å endra denne sida."
"Sorry, no such page.","Denne sida finst ikkje."
"Sorry, you cannot edit pages.","Du har ikkje løyve til å endra sider."
"Sorry, you do not have the right to delete this page.","Du har ikkje løyve til å sletta sida."
"Failed to delete the page.","Kunne ikkje sletta sida."
"Sorry, you do not have the right to edit this page.","Du har ikkje løyve til å endra sida."
"Sorry, you cannot edit posts on this site.","Du har ikkje løyve til å endra innlegg på denne nettstaden."
"Sorry, you must be able to edit posts on this site in order to view tags.","Du må ha løyve til å endra innlegg på denne nettstaden for å få sjå merkelappar."
"Sorry, you do not have the right to add a category.","Du har ikkje løyve til å laga nye kategoriar."
"Sorry, the new category failed.","Klarte ikkje laga ny kategori."
"Sorry, you do not have the right to delete a category.","Du har ikkje løyve til å sletta kategoriar."
"Sorry, you must be able to edit posts to this site in order to view categories.","Du må ha løyve til å endra innlegg på denne nettstaden for å få sjå kategoriar."
"You are not allowed to moderate comments on this site.","Du har ikkje løyve til å endra innspel på denne nettstaden."
"Invalid comment ID.","Ugyldig innspels-ID."
"Sorry, you cannot edit comments.","Du har ikkje løyve til å endra innspel."
"Invalid comment status.","Ugyldig innspelsstatus."
"Sorry, the comment could not be edited. Something wrong happened.","Innspelet ditt vart ikkje endra. Noko gjekk gale."
"You must be registered to comment","Du må vera registrert for å få leggja til nye innspel"
"Comment author name and email are required","Du må oppgje namn og e-postadresse"
"A valid email address is required","Du må oppgje ei gyldig e-postadresse"
"You are not allowed access to details about this site.","Du har ikkje løyve til å sjå på detaljar for denne nettstaden."
"You are not allowed access to details about comments.","Du har ikkje løyve til å sjå på detaljar for innspel."
"You are not allowed to update options.","Du har ikkje løyve til å oppdatera vala."
"You do not have permission to upload files.","Du har ikkje tilgang til å lasta opp filer."
"Sorry, you are not allowed to edit this post type.","Orsak, du har ikkje løyve til å endra denne innleggstypen."
"Invalid post ID","Ugyldig innleggs-ID"
"Sorry, you are not allowed to edit posts.","Du har diverre ikkje løyve til å endra innlegg."
"Sorry, revisions are disabled.","Revisjonar er skrudde av."
"Sorry, you do not have access to user data on this site.","Du har ikkje løyve til å sjå brukaropplysningar på denne nettstaden."
"Either there are no posts, or something went wrong.","Anten finst det ikkje nokon innlegg, eller så gjekk noko gale."
"Sorry, that file cannot be edited.","Du kan diverre ikkje redigera den fila."
"Sorry, no such post.","Innlegget finst ikkje."
"Sorry, you do not have the right to edit this post.","Du har ikkje løyve til å endra dette innlegget."
"Sorry, you do not have the right to publish this post.","Du har ikkje løyve til å publisera innlegget."
"For some strange yet very annoying reason, this post could not be edited.","Av ein eller anan merkeleg og irriterande grunn vart ikkje innlegget endra."
"Sorry, you do not have the right to delete this post.","Du har ikkje løyve til å slette dette innlegget."
"For some strange yet very annoying reason, this post could not be deleted.","Av ein merkeleg og plagsam grunn vart ikkje innlegget sletta."
"Sorry, you are not allowed to publish pages on this site.","Du har ikkje løyve til å publisera sider på denne nettstaden."
"Sorry, you are not allowed to publish posts on this site.","Du har ikkje løyve til å publisera innlegg på denne nettstaden."
"Invalid post format","Ugyldig innleggsformat"
"You are not allowed to create pages as this user.","Denne brukaren har ikkje lov å laga sider."
"You are not allowed to change the post author as this user.","Du har ikkje løyve til å endra forfattar av innlegg som denne brukaren."
"You are not allowed to change the page author as this user.","Du har ikkje løyve til å endra forfattar av sider som denne brukaren."
"Sorry, you do not have the right to publish this page.","Du har ikkje løyve til å publisera denne sida."
"Sorry, your entry could not be edited. Something wrong happened.","Klarte ikkje endra innlegget. Noko gjekk gale."
"Sorry, you must be able to edit posts on this site in order to view categories.","Du må ha løyve til å endra innlegg på denne nettstaden for å få sjå kategoriane."
"Could not write file %s (%s)","Klarte ikkje lagra fila %s (%s)"
"Sorry, you can not edit this post.","Du kan ikkje endra innlegget."
"Sorry, you cannot publish this post.","Lei for det, men du kan ikkje leggja ut dette innlegget."
"Is there no link to us?","Er det inga lenkje til oss?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","Du kan ikkje bruka denne måladressa. Anten finst ho ikkje, eller så kan ho ikkje brukast som tilbakeping."
"The source URL and the target URL cannot both point to the same resource.","Kjeldeadressa og måladressa kan ikkje peika til same ressurs."
"The pingback has already been registered.","Tilbakepinget er alt registrert."
"The source URL does not exist.","Kjeldeadressa finst ikkje."
"We cannot find a title on that page.","Fann ikkje nokon sidetittel."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","Kjeldeadressa inneheld ikkje noka lenkje til måladressa, og kan derfor ikkje brukast som kjelde."
"Pingback from %s to %s registered. Keep the web talking! :-)","Tilbakeping frå %s til %s registrert. Hald verdsveven i prat! :-)"
"The specified target URL does not exist.","Måladressa finst ikkje."
"%s Comments","%s innspel"
"No Comments","Inkje innspel"
"1 Comment","1 innspel"
"Comment","Innspel"
"Trackback","Tilbaketråkk"
"Pingback","Tilbakeping"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Bruk <code>get_trackback_url()</code> i staden viss du ikkje vil ha spegla verdien."
"Comments Off","Innspel er slegne av"
"Enter your password to view comments.","Skriv inn passordet ditt for å sjå innspela."
"Comment on %s","Innspel til %s"
"Reply","Svar"
"Log in to Reply","Logg inn for å svare"
"Leave a Comment","Legg att eit innspel"
"Log in to leave a Comment","Logg inn for å leggje att eit innspel"
"Click here to cancel reply.","Klikk her for å avbryte svar."
"Leave a Reply","Legg att eit svar"
"Leave a Reply to %s","Legg att eit svar til %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">seier:</span>"
"Your comment is awaiting moderation.","Kommentaren din ventar på godkjenning."
"%s at %s","%s kl. %s"
"(Edit)","(Endra)"
"Email","Epost"
"Website","Vevstad"
"Required fields are marked %s","Påkravde felt er merka %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Du må vere <a href=\"%s\">pålogga</a> for å skrive innspel."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Logga inn som <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Logg ut av brukarkontoen\">Logga ut?</a>"
"Your email address will not be published.","Epostadressa di blir ikkje synleg."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Du kan bruka desse <abbr title=\"HyperText Markup Language\">HTML</abbr>-knaggane og eigenskapane: %s"
"Cancel reply","Avbryt svar"
"Post Comment","Legg til innspel"
"Unapproved","Avslege"
"Approved","Godkjent"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Fann dublettinnspel, det ser ut som du alt har sagt dette."
"You are posting comments too quickly. Slow down.","Du legg inn innspel for fort. Ta det med ro."
"Could not update comment status","Kunne ikkje oppdatere innspelstatus"
"This argument has changed to an array to match the behavior of the other cron functions.","Denne utsegna er endra til eit PHP-array for å passa til åtferda åt andre cron-funksjonar."
"Once Hourly","Kvar time"
"Twice Daily","To gonger om dagen"
"Once Daily","Kvar dag"
"Your site&#8217;s WordPress Pages","Sidene på WordPress-bloggen din"
"Sort by:","Sorter etter:"
"Page title","Sidetittel"
"Page order","Siderekkefølge"
"Page ID","Side-ID"
"Exclude:","Sjå bort frå:"
"Page IDs, separated by commas.","Side-IDar, skilt med komma."
"Your blogroll","Bloggrullen din"
"Links","Lenkjer"
"Select Link Category:","Vel lenkjekategori:"
"All Links","Alle lenkjer"
"Link title","Lenkjenamn"
"Link rating","Lenkjevurdering"
"Link ID","Lenkje-ID"
"Random","Tilfeldig"
"Show Link Image","Sjå lenkjebilete"
"Show Link Name","Sj&aring lenkjenamn"
"Show Link Description","Sj&aring lenkjeskildring"
"Show Link Rating","Sjå lenkjevurdering"
"Number of links to show:","Kor mange lenkjer me skal visa:"
"A search form for your site","Eit søkjefelt for nettstaden din"
"A monthly archive of your site&#8217;s posts","Eit månadsarkiv over innlegg på nettstaden din"
"Archives","Arkiv"
"Select Month","Vel månad"
"Display as dropdown","Vis som nedtrekk"
"Show post counts","Vis tal på innlegg"
"Log in/out, admin, feed and WordPress links","Logg inn/ut, administrering, nyhendestraum og WordPress-lenkjer"
"Meta","Bakom"
"Syndicate this site using RSS 2.0","Ting denne vevstaden som RSS-nyhendestraum"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Innlegg <abbr lang=\"en\" xml:lang=\"en\" title=\"Really Simple Syndication\">RSS</abbr>"
"The latest comments to all posts in RSS","Dei seinaste innspela til alle innlegga på RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Innspel <abbr lang=\"en\" xml:lang=\"en\" title=\"Really Simple Syndication\">RSS</abbr>"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Vert driven med WordPress, toppmoderne og semantisk personleg publiseringsverkty."
"A calendar of your site&#8217;s posts","Ein kalender med innlegg for nettstaden din"
"Calendar","Kalender"
"Arbitrary text or HTML","Vilkårleg tekst eller HTML"
"Automatically add paragraphs","Legg til avsnitt automatisk"
"A list or dropdown of categories","Ei liste eller rullegardinliste av kategoriar"
"Select Category","Vel kategori"
"Show hierarchy","Vis hierarki"
"The most recent posts on your site","Dei nyaste innlegga på sida di"
"Recent Posts","Nye innlegg"
"Number of posts to show:","Tal på innlegg å vise fram:"
"Display post date?","Vis dato på innlegget?"
"The most recent comments","Dei nyaste innspela"
"Recent Comments","Seinaste innspel"
"%s on %s","%s til %s"
"Number of comments to show:","Tal på innspel å vise fram:"
"Entries from any RSS or Atom feed","Innlegg frå nyhendestraum i RSS eller Atom"
"Unknown Feed","Ukjent nyhendestraum"
"Syndicate this content","Ting nyhendestraum"
"<strong>RSS Error</strong>: %s","<strong>RSS-feil</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","Det oppstod ein feil, noko som truleg vil seia at nyheitsstraumen er nede. Prøv att seinare."
"Untitled","Utan tittel"
"RSS Error: %s","RSS-feil: %s"
"Enter the RSS feed URL here:","Skriv inn URL til RSS-nyhendestraumen her:"
"Give the feed a title (optional):","Gje nyhendestraumen ein tittel (valfritt):"
"How many items would you like to display?","Kor mange element vil du vise?"
"Display item content?","Vis innhaldet til elementet?"
"Display item author if available?","Vis forfattaren av elementet viss tilgjengeleg?"
"Display item date?","Vis dato for elementet?"
"Your most used tags in cloud format","Dine mest brukte merkelappar i skyformat"
"Tag Cloud","Merkelappsky"
"Taxonomy:","Emne:"
"Use this widget to add one of your custom menus as a widget.","Bruk dette småprogrammet for å bruka dine eigne menyar som småprogram."
"Custom Menu","Eigen meny"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Du har ikkje laga nokon menyar enno. <a href=\"%s\">Lag nokon</a>."
"Select Menu:","Vel meny:"
"new WordPress Loop","ny WordPress-lykkje"
"None","Ingen"
"Last updated","Sist oppdatert"
"Missing Attachment","Manglar vedlegg"
"First Post","Første innlegg"
"Last Post","Siste innlegg"
"Are you sure you want to do this?","Er du sikker på at du ynskjer å gjere det?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Finst ikkje fila «%s»?"
"The GD image library is not installed.","Biletbiblioteket GD er ikkje installert."
"File &#8220;%s&#8221; is not an image.","Fila «%s» er ikkje eit bilete."
"Comments on %s","Innspel til %s"
"Comments for %s searching on %s","Innspel til %s søk på %s"
"Comments for %s","Innspel til %s"
"Comment on %s by %s","Innspel til %s av %s"
"By: %s","Av: %s"
"Comments on: %s","Innspel til: %s"
"Protected Comments: Please enter your password to view comments.","Verna innspel: Skriv inn passordet ditt for å sjå innspel."
"&#8220;","&laquo;"
"&#8221;","&raquo;"
"&#8216;","&laquo;"
"&#8217;","&raquo;"
"%s min","%s minutt"
"%s mins","%s minutt"
"%s hour","%s time"
"%s hours","%s timar"
"%s day","%s dag"
"%s days","%s dagar"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","Denne epostadressa ser ikkje ut til å vera gyldig. Skriv inn ei gyldig epostadresse."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","WordPres-adressa du skreiv inn, ser ikkje ut til å vera ei gyldig adresse. Skriv inn ei gyldig adresse."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Nettstadadressa du skreiv inn, ser ikkje ut til å vera gyldig. Skriv inn ei gyldig adresse."
"The timezone you have entered is not valid. Please select a valid timezone.","Du har skrive inn ein ugyldig tidssone. Vel ein gyldig tidssone."
", and",", og "
"and"," og "
"ERROR: %s is not a valid feed template.","FEIL: %s er ikkje ein gyldig mal for nyhendestraumar."
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","Ein eller fleire databasetabellar er utilgjengelege. Det kan henda databasen treng <a href=\"%s\">reparasjon</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Kunne ikkje opprette mappa %s. Er den overordna mappa skrivbar for tenaren?"
"Empty filename","Tomt filnamn"
"Invalid file type","Ugyldig filtype"
"Could not write file %s","Kunne ikkje skrive fil %s"
"WordPress Failure Notice","WordPress feilvarsel"
"You are attempting to log out of %s","Du prøver å logge ut av %s"
"Do you really want to <a href='%s'>log out</a>?","Vil du verkeleg <a href='%s'>logge ut</a>?"
"Please try again.","Prøv om att."
"&laquo; Back","&laquo; Tilbake"
"WordPress &rsaquo; Error","WordPress &rsaquo; feil"
"Database Error","Databasefeil"
"Error establishing a database connection","Greidde ikkje kopla til databasen"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s er <strong>utgått</strong> sidan versjon %s! Nytt %s i staden."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s er <strong>utgått</strong> sidan versjon %s med ingen tilgjengelege alternativ."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s vart påkalla med ei utsegn som har vore <strong>ute or bruk</strong> sidan utgåve %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s vart påkalla med ei utsegn som har vore <strong>ute or bruk</strong> sidan utgåve %s, utan at det finst alternativ."
"(This message was added in version %s.)","(Denne meldinga vart lagd til i versjon %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Les <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">avlusing i WordPress</a> for meir informasjon."
"%s was called <strong>incorrectly</strong>. %s %s","%s vart oppkalla <strong>på feil måte</strong>. %s %s"
"Select a city","Vel ein by"
"Manual Offsets","Manuelle avvik"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Skript og stilar bør ikkje registrerarst eller setjast i kø før %s, %s, eller %s-krokane."
"Search for:","Søk etter:"
"Log in","Logg inn"
"Log out","Logg ut"
"Username","Brukarnamn"
"Password","Passord"
"Remember Me","Hugs meg"
"Log In","Logg inn"
"Register","Registrer"
"Site Admin","Administrasjon"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","<code>%s</code> valet er utdatert for gruppa av <code>bloginfo()</code>-funksjonar."
"Use the <code>%s</code> option instead.","Bruk <code>%s</code>-valet i staden."
"Search Results %s %s","Søkjeresultat %s %s"
"Page not found","Fann ikkje side"
"View posts for %s %s","Vis innlegg for %s %s"
"%s %s Feed","%s %s straum"
"%s %s Comments Feed","%s %s innspelstraum"
"%s %s %s Comments Feed","%s %s %s nyhendestraum for innspel"
"%s %s %s Category Feed","%s %s %s nyhendestraum for kategori"
"%s %s %s Tag Feed","%s %s %s nyhendestraum for merkelapp"
"%s %s Posts by %s Feed","%s %s innlegg av %s nyhendestraum"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Søkjeresultat for &#8220;%s&#8221; Straum"
"%s %s %s Feed","%s %s %s-innlegg"
"&laquo; Previous","&laquo; Førre"
"Next &raquo;","Neste &raquo;"
"Blue","Blå"
"Gray","Grå"
"Do you want to use the WYSIWYG mode for this textarea?","Vil du nytte riktekstmodus for dette tekstfeltet?"
"Apply","Bruk"
"Insert","Sett inn"
"Close","Lukk"
"Browse","Bla"
"Class","Klasse"
"-- Not set --","-- Ikkje sett --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Kopier/klipp ut/lim inn er ikkje tilgjengeleg i Mozilla og Firefox."
"Currently not supported by your browser, use keyboard shortcuts instead.","Ikkje støtta av nettlesaren din, bruk tastatursnarvegar i staden."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Me har oppdaga at eit sprettoppvindauge med viktige funksjonar vert blokkert. Sjå til at det ikkje vert blokkert for å få nytte verktyet fullt ut."
"ERROR: Invalid values entered, these are marked in red.","FEIL: Du skreiv inn ugyldige verdiar. Dei er merka med raudt."
"{#field} must be a number","{#field} må vera eit nummer"
"{#field} must be a number greater than {#min}","{#field} må vera eit nummer som er større enn {#min}"
"{#field} must be a number or percentage","{#field} må vera eit nummer eller ein prosentdel"
"More colors","Fleire fargar"
"Black","Svart"
"Burnt orange","Brent oransje"
"Dark olive","Mørk olivengrøn"
"Dark green","Mørkegrå"
"Dark azure","Mørk asurblå"
"Navy Blue","Marineblå"
"Very dark gray","Koksgrå"
"Maroon","Bordeaux-raud"
"Orange","Oransje"
"Olive","Olivengrøn"
"Green","Grøn"
"Teal","Blågrøn"
"Grayish blue","Gråblå"
"Red","Raud"
"Amber","Ravgul"
"Yellow green","Gulgrøn"
"Sea green","Sjøgrøn"
"Turquoise","Turkis"
"Royal blue","Kongeblå"
"Purple","Fiolett"
"Medium gray","Mellomgrå"
"Magenta","Magentaraud"
"Gold","Gull"
"Yellow","Gul"
"Lime","Limegrøn"
"Aqua","Vatn"
"Sky blue","Himmelblå"
"Brown","Brun"
"Silver","Sylv"
"Pink","Rosa"
"Peach","Fersken"
"Light yellow","Lys gul"
"Pale green","Bleikgrøn"
"Pale cyan","Bleik cyanblå"
"Light sky blue","Lyst himmelfarga"
"Plum","Plommeblå"
"White","Kvit"
"Alignment","Justering"
"Insert date","Sett inn dato"
"Insert time","Sett inn klokkeslett"
"January","januar"
"February","februar"
"March","mars"
"April","april"
"May","mai"
"June","juni"
"July","juli"
"August","august"
"September","september"
"October","oktober"
"November","november"
"December","desember"
"Jan_January_abbreviation","jan"
"Feb_February_abbreviation","feb"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","apr"
"May_May_abbreviation","mai"
"Jun_June_abbreviation","jun"
"Jul_July_abbreviation","jul"
"Aug_August_abbreviation","aug"
"Sep_September_abbreviation","sept"
"Oct_October_abbreviation","okt"
"Nov_November_abbreviation","nov"
"Dec_December_abbreviation","des"
"Sunday","sundag"
"Monday","måndag"
"Tuesday","tysdag"
"Wednesday","onsdag"
"Thursday","torsdag"
"Friday","fredag"
"Saturday","laurdag"
"Sun","sun"
"Mon","mån"
"Tue","tys"
"Wed","ons"
"Thu","tor"
"Fri","fre"
"Sat","lau"
"Print","Skriv ut"
"Preview","Vis"
"Direction left to right","Retning venstre til høgre"
"Direction right to left","Retning høgre til venstre"
"Insert new layer","Sett inn nytt lag"
"Move forward","Flytt frametter"
"Move backward","Flytt baketter"
"Toggle absolute positioning","Absolutt plassering"
"New layer...","Nytt lag..."
"Cancel all changes","Avbryt alle endringar"
"Insert non-breaking space character","Sett inn hardt mellomrom"
"Run spell checking","Køyr stavekontroll"
"ieSpell not detected. Do you want to install it now?","ieSpell vart ikkje funne. Vil du installera det no?"
"Horizontal rule","Vassrett linjal"
"Emotions","Kjensler"
"Find","Søk etter"
"Find/Replace","Søk/byt ut"
"Insert/edit image","Sett inn/endre bilete"
"Insert/edit link","Sett inn/endre lenkje"
"Citation","Sitat"
"Abbreviation","Forkorting"
"Acronym","Akronym"
"Deletion","Sletting"
"Insertion","Innsetjing"
"Insert/Edit Attributes","Sett inn/endre attributt"
"Edit CSS Style","Endra CSS-stil"
"Paste as Plain Text","Lim inn som reintekst"
"Paste from Word","Lim inn frå Word"
"Select All","Vel alle"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Lim inn er i reintekstmodus. Klikk på nytt for å byta tilbake til vanleg innlimingsmodus. Når du har limt inn noko, vil du koma tilbake til vanleg innlimingsmodus."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Lim inn er i reintekstmodus. Klikk på nytt for å byta tilbake til vanleg innlimingsmodus."
"Use CTRL+V on your keyboard to paste the text into the window.","Trykk CTRL+V på tastaturet ditt for å lime teksten inn i vindauget."
"Keep linebreaks","Hald på lineskift"
"Inserts a new table","Sett inn ein ny tabell"
"Insert row before","Sett inn rad over"
"Insert row after","Sett inn rad under"
"Delete row","Slett rad"
"Insert column before","Sett inn kolonne før"
"Insert column after","Sett inn kolonne etter"
"Remove column","Fjern kolonne"
"Split merged table cells","Del opp samanslegne tabellceller"
"Merge table cells","Slå saman tabellceller"
"Table row properties","Eigenskapar for tabellrad"
"Table cell properties","Eigenskapar for tabellcelle"
"Table properties","Eigenskapar for tabell"
"Paste table row before","Lim inn tabellrad over"
"Paste table row after","Lim inn tabellrad under"
"Cut table row","Klipp ut tabellrad"
"Copy table row","Kopier tabellrad"
"Delete table","Slett tabell"
"Row","Rad"
"Column","Kolonne"
"Cell","Celle"
"The changes you made will be lost if you navigate away from this page.","Endringane du har gjort vil verte borte viss du går vekk frå denne sida."
"Toggle fullscreen mode (Alt + Shift + G)","Skru på fullskjerm (Alt + Shift + G)"
"Insert / edit embedded media","Set inn / endre innsmetta media"
"Edit embedded media","Endra innsmetta media"
"Document properties","Dokumenteigenskapar"
"Insert predefined template content","Sett inn førehandsdefinert innhald frå mal"
"Visual control characters on/off.","Visuelle kontrollteikn på/av."
"Toggle spellchecker (Alt + Shift + N)","Skru på stavekontrollen (Alt + Shift + N)"
"Spellchecker settings","Innstillingar for stavekontroll"
"Ignore word","Ignorer ord"
"Ignore all","Ignorer alle"
"Languages","Språk"
"Please wait...","Vent litt..."
"Suggestions","Framlegg"
"No suggestions","Ingen framlegg"
"This is somewhat embarrassing, isn&rsquo;t it?","Dette er temmeleg flaut, ikkje sant?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Me finn visst ikkje det du leitar etter. Prøv å søkja."
"Daily Archives: %s","Dagsarkiv: %s"
"Monthly Archives: %s","Månadsarki: %s"
"Yearly Archives: %s","Årsarkiv: %s"
"Author Archives: %s","Skribentarkiv: %s"
"About %s","Om %s"
"Category Archives: %s","Kategoriarkiv: %s"
"One thought on &ldquo;%s&rdquo;","Ein tanke om &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s tankar om &ldquo;%s&rdquo;"
"Comment navigation","Kommentarnavigering"
"&larr; Older Comments","&larr; Eldre innspel"
"Newer Comments &rarr;","Nyare innspel &rarr;"
"Permalink to %s","Fastlenkje til %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Les meir <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Skriv eit svar"
"1 Reply","1 svar"
"%s Replies","%s svar"
"Nothing Found","Fann ingenting"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Orsak, me finn ikkje noko. Prøv å søkja for å finna relevant stoff."
"Featured post","Framheva innlegg"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Sjå alle innlegg av %s <span class=\"meta-nav\">&rarr;</span>"
