"New password","Nova senha"
"Sorry, no such page.","Esta página não existe."
"Sorry, you cannot edit pages.","Sem permissão para editar páginas."
"Sorry, you do not have the right to delete this page.","Sem permissão para excluir essa página."
"Failed to delete the page.","Falha ao excluir a página."
"Sorry, you do not have the right to edit this page.","Sem permissão para editar essa página."
"Sorry, you cannot edit posts on this site.","Sem permissão para editar posts neste site."
"Sorry, you must be able to edit posts on this site in order to view tags.","Você deve possuir permissão para editar posts neste site para ver as tags."
"Sorry, you do not have the right to add a category.","Sem permissão para adicionar uma categoria."
"Sorry, the new category failed.","Falha ao criar nova categoria."
"Sorry, you do not have the right to delete a category.","Sem permissão para excluir uma categoria."
"Sorry, you must be able to edit posts to this site in order to view categories.","Você deve possuir permissão para editar posts neste site para ver categorias."
"You are not allowed to moderate comments on this site.","Sem permissão para moderar comentários neste site."
"Invalid comment ID.","ID de comentário inválida."
"Sorry, you cannot edit comments.","Sem permissão para editar comentários."
"Invalid comment status.","Status de comentário inválido."
"Sorry, the comment could not be edited. Something wrong happened.","O comentário não pôde ser editado. Algo deu errado."
"You must be registered to comment","Você deve ser registrado para comentar"
"Comment author name and email are required","O nome e email do autor do comentário são obrigatórios"
"A valid email address is required","É obrigatório um endereço de email válido"
"You are not allowed access to details about this site.","Sem permissão para acessar detalhes sobre este site."
"You are not allowed access to details about comments.","Acesso negado aos detalhes de comentários."
"You are not allowed to update options.","Sem permissão para atualizar opções."
"You do not have permission to upload files.","Sem permissão para enviar arquivos."
"Sorry, you are not allowed to edit this post type.","Sem permissão para editar este tipo de post."
"Invalid post ID","ID de post inválida"
"Sorry, you are not allowed to edit posts.","Sem permissão para editar posts."
"Sorry, revisions are disabled.","As revisões estão desativadas."
"Sorry, you do not have access to user data on this site.","Você não possui acesso aos dados de usuário neste site."
"Either there are no posts, or something went wrong.","Não existe post ou algo deu errado."
"Sorry, that file cannot be edited.","Este arquivo não pode ser editado."
"Sorry, no such post.","Esse post não existe."
"Sorry, you do not have the right to edit this post.","Você não possui permissão para editar esse post."
"Sorry, you do not have the right to publish this post.","Sem permissão para publicar esse post."
"For some strange yet very annoying reason, this post could not be edited.","Por algum motivo estranho e muito chato, não foi possível editar esse post."
"Sorry, you do not have the right to delete this post.","Sem permissão para excluir esse post."
"For some strange yet very annoying reason, this post could not be deleted.","Por algum motivo estranho e muito chato, não foi possível excluir esse post."
"Sorry, you are not allowed to publish pages on this site.","Sem permissão para publicar páginas neste site."
"Sorry, you are not allowed to publish posts on this site.","Sem permissão para publicar posts neste site."
"Invalid post format","Formato de post inválido"
"You are not allowed to create pages as this user.","Sem permissão para criar páginas como este usuário."
"You are not allowed to change the post author as this user.","Sem permissão para mudar o autor do post como esse usuário."
"You are not allowed to change the page author as this user.","Sem permissão para mudar o autor da página como esse usuário."
"Sorry, you do not have the right to publish this page.","Sem permissão para publicar essa página."
"Sorry, your entry could not be edited. Something wrong happened.","Seu post não pôde ser editado. Algo deu errado."
"Sorry, you must be able to edit posts on this site in order to view categories.","Você deve possuir permissão para editar posts neste site para ver as categorias."
"Could not write file %s (%s)","Não foi possível gravar o arquivo %s (%s)"
"Sorry, you can not edit this post.","Sem permissão para editar esse post."
"Sorry, you cannot publish this post.","Você não pode publicar este post."
"Is there no link to us?","Não existe link para nós?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","O URL de destino especificado não pode ser usado como destino. Ele não existe ou não permite pingbacks."
"The source URL and the target URL cannot both point to the same resource.","O URL de origem e o URL de destino não podem apontar para a mesma origem."
"The pingback has already been registered.","O pingback já foi registrado."
"The source URL does not exist.","O URL de origem não existe."
"We cannot find a title on that page.","Não é possível encontrar um título naquela página."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","O URL de origem não contém um link para o URL de destino e, por isso, não pode ser usado como origem."
"Pingback from %s to %s registered. Keep the web talking! :-)","Pingback de %s a %s registrado. Mantenha a rede conversando! :-)"
"The specified target URL does not exist.","O URL de destino especificado não existe."
"%s Comments","%s Comentários"
"No Comments","Nenhum Comentário"
"1 Comment","1 Comentário"
"Comment","Comentário"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Use <code>get_trackback_url()</code> caso você não queira que o valor seja exibido na tela."
"Comments Off","Comentários desativados"
"Enter your password to view comments.","Digite sua senha para ver os comentários."
"Comment on %s","Comentário para %s"
"Reply","Responder"
"Log in to Reply","Faça login para responder"
"Leave a Comment","Deixe um comentário"
"Log in to leave a Comment","Faça login para deixar um comentário"
"Click here to cancel reply.","Clique aqui para cancelar a resposta."
"Leave a Reply","Deixe uma resposta"
"Leave a Reply to %s","Deixe uma resposta para %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">disse:</span>"
"Your comment is awaiting moderation.","Seu comentário está aguardando moderação."
"%s at %s","%s às %s"
"(Edit)","(Editar)"
"Website","Site"
"Required fields are marked %s","Campos obrigatórios são marcados %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Você precisa fazer o <a href=\"%s\">login</a> para publicar um comentário."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Conectado como <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Desconectar desta conta\">Desconectar?</a>"
"Your email address will not be published.","O seu endereço de email não será publicado"
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Você pode usar estas tags e atributos de <abbr title=\"HyperText Markup Language\">HTML</abbr>: %s"
"Cancel reply","Cancelar resposta"
"Post Comment","Publicar comentário"
"Unapproved","Rejeitado"
"Approved","Aprovado"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","Detectado comentário repetido; parece que você já disse isso!"
"You are posting comments too quickly. Slow down.","Você está enviando comentários rápido demais. Calma aí."
"Could not update comment status","Não foi possível atualizar o status do comentário"
"This argument has changed to an array to match the behavior of the other cron functions.","Este argumento foi transformado em uma array para corresponder ao comportamento de outras funções cron."
"Once Hourly","A cada hora"
"Twice Daily","Duas vezes por dia"
"Once Daily","Uma vez por dia"
"Your site&#8217;s WordPress Pages","Páginas do seu site"
"Sort by:","Ordenar por:"
"Page title","Título da página"
"Page order","Ordem da página"
"Page ID","ID da página"
"Exclude:","Excluir:"
"Page IDs, separated by commas.","IDs de página, separados por vírgulas."
"Your blogroll","A sua lista de links"
"Select Link Category:","Selecione a categoria do link:"
"All Links","Todos os Links"
"Link title","Título do Link"
"Link rating","Avaliação do Link"
"Link ID","ID do Link"
"Random","Aleatório"
"Show Link Image","Mostrar a imagem do link"
"Show Link Name","Mostrar o nome do link"
"Show Link Description","Mostrar a descrição do link"
"Show Link Rating","Mostrar a avaliação do link"
"Number of links to show:","Número de links para mostrar:"
"A search form for your site","Um formulário de busca para seu site"
"A monthly archive of your site&#8217;s posts","Um arquivo mensal dos posts de seu site"
"Archives","Arquivos"
"Select Month","Selecionar o mês"
"Display as dropdown","Mostrar como lista suspensa"
"Show post counts","Mostrar número de posts"
"Log in/out, admin, feed and WordPress links","Fazer login/logout, feed e links WordPress"
"Syndicate this site using RSS 2.0","Assinar este site usando RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Posts <abbr title=\"Really Simple Syndication\">RSS</abbr>"
"The latest comments to all posts in RSS","Os comentários mais recentes de todos os posts em RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","<abbr title=\"em inglês: Really Simple Syndication\">RSS</abbr> dos comentários"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Powered by WordPress, uma plataforma semântica de vanguarda para publicação pessoal."
"A calendar of your site&#8217;s posts","Um calendário de posts de seu site "
"Calendar","Agenda"
"Arbitrary text or HTML","Texto normal ou HTML"
"Automatically add paragraphs","Adicionar parágrafos automaticamente."
"A list or dropdown of categories","Lista ou lista suspensa de categorias"
"Select Category","Selecionar categoria"
"Show hierarchy","Mostrar hierarquia"
"The most recent posts on your site","Os posts mais recentes de seu site"
"Recent Posts","Tópicos recentes"
"Number of posts to show:","Número de posts a exibir:"
"Display post date?","Exibir a data do post?"
"The most recent comments","Comentários mais recentes"
"Recent Comments","Comentários"
"%s on %s","%s em %s"
"Number of comments to show:","Número de comentários a exibir:"
"Entries from any RSS or Atom feed","Entradas de qualquer feed RSS ou Atom"
"Unknown Feed","Feed desconhecido"
"Syndicate this content","Assinar este conteúdo"
"<strong>RSS Error</strong>: %s","<strong>Erro de RSS</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","Ocorreu um erro. A causa provável é o feed estar offline. Tente mais tarde. "
"Untitled","Sem título"
"RSS Error: %s","Erro de RSS: %s"
"Enter the RSS feed URL here:","Digite o URL do feed RSS aqui:"
"Give the feed a title (optional):","Atribua um título ao feed (opcional):"
"How many items would you like to display?","Quantos itens você quer exibir?"
"Display item content?","Exibir conteúdo do item?"
"Display item author if available?","Exibir autor do item, se disponível?"
"Display item date?","Exibir data do item?"
"Your most used tags in cloud format","As tags mais usadas em formato de nuvem"
"Tag Cloud","Nuvem de tags"
"Taxonomy:","Taxonomia:"
"Use this widget to add one of your custom menus as a widget.","Use este widget para adionar um dos seus menus personalizados como um widget."
"Custom Menu","Menu personalizado"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Nenhum menu foi criado ainda. <a href=\"%s\">Crie um</a>."
"Select Menu:","Selecionar menu:"
"new WordPress Loop","Novo loop do WordPress"
"None","Nenhum"
"Last updated","Última atualização"
"Missing Attachment","Anexo faltante"
"First Post","Primeiro post"
"Last Post","Post recente"
"Are you sure you want to do this?","Tem certeza que quer fazer isto?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","O arquivo &#8220;%s&#8221; não existe?"
"The GD image library is not installed.","A biblioteca de imagens GD não está instalada."
"File &#8220;%s&#8221; is not an image.","O arquivo &#8220;%s&#8221; não é uma imagem."
"Comments on %s","Comentários sobre %s"
"Comments for %s searching on %s","Comentários sobre %s pesquisando em %s"
"Comments for %s","Comentários sobre %s"
"Comment on %s by %s","Comentário sobre %s por %s"
"By: %s","Por: %s"
"Comments on: %s","Comentários sobre: %s"
"Protected Comments: Please enter your password to view comments.","Comentários protegidos: digite sua senha para ver os comentários."
"%s min","%s minuto"
"%s mins","%s minutos"
"%s hour","%s hora"
"%s hours","%s horas"
"%s day","%s dia"
"%s days","%s dias"
"words","palavras"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","O endereço de email inserido não parece ser um endereço de email válido. Digite um endereço de email válido."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","Aparentemente, o endereço do WordPress que você digitou não é um URL válido. Digite um URL válido."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Aparentemente, o endereço de site que você digitou não é um URL válido. Digite um URL válido."
"The timezone you have entered is not valid. Please select a valid timezone.","O fuso horário que você digitou não é válido. Selecione um fuso horário válido."
", and",", e"
"and","e"
"ERROR: %s is not a valid feed template.","ERRO: %s não é um modelo de feed válido"
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","Uma ou mais tabelas de banco de dados estão indisponíveis. O banco de dados pode precisar de <a href=\"%s\">reparo</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Não foi possível criar o diretório %s. O diretório pai possui permissão de escrita?"
"Empty filename","Nome de arquivo em branco"
"Invalid file type","Tipo de arquivo inválido"
"Could not write file %s","Não foi possível gravar o arquivo %s"
"WordPress Failure Notice","Notificação de falha do WordPress"
"You are attempting to log out of %s","Você está tentando fazer o logout de %s"
"Do you really want to <a href='%s'>log out</a>?","Você quer mesmo <a href='%s'>desconectar</a>?"
"Please try again.","Tente novamente."
"&laquo; Back","&laquo; Voltar"
"WordPress &rsaquo; Error","Erro &rsaquo; WordPress"
"Database Error","Erro de Banco de Bados"
"Error establishing a database connection","Erro ao estabelecer uma conexão com o Banco de Dados"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s está <strong>obsoleto</strong> desde a versão %s! Use %s em seu lugar."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s está <strong>obsoleto</strong> desde a versão %s sem nenhuma alternativa disponível."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s foi chamado com um argumento que está <strong>obsoleto</strong> desde a versão %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s foi chamado com um argumento que está <strong>obsoleto</strong> desde a versão %s sem nenhuma alternativa disponível."
"(This message was added in version %s.)","(Esta mensagem foi adicionada na versão %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Consulte <a href=\"http://codex.wordpress.org/pt-br:Depuração_no_WordPress\">Depuração no WordPress</a> para mais informações."
"%s was called <strong>incorrectly</strong>. %s %s","%s foi chamada <strong>incorretamente</strong>. %s %s"
"Select a city","Selecione uma cidade"
"Manual Offsets","Ajustes manuais"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Scripts e estilos não devem ser registrados ou enfileirados até os ganchos %s, %s ou %s."
"Search for:","Pesquisar por:"
"Log in","Login"
"Log out","Logout"
"Username","Nome de usuário"
"Password","Senha"
"Remember Me","Lembrar"
"Log In","Login"
"Register","Registrar-se"
"Site Admin","Administração"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions.","A opção <code>%s</code> é obsoleta para a família de funções <code>bloginfo()</code>."
"Use the <code>%s</code> option instead.","Use a opção <code>%s</code> no lugar."
"Search Results %s %s","Resultados da pesquisa %s %s"
"Page not found","Página não encontrada"
"View posts for %s %s","Ver posts de %s %s"
"%s %s Feed","Feed de %s %s"
"%s %s Comments Feed","%s %s  Feed de comentários"
"%s %s %s Comments Feed","%s %s %s  Feed de comentários"
"%s %s %s Category Feed","Feed da Categoria %s %s %s"
"%s %s %s Tag Feed","Feed da tag %s %s %s"
"%s %s Posts by %s Feed","%s %s Feed dos Posts de %s"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Feed do resultado da busca por &#8220;%s&#8221;"
"%s %s %s Feed","Feed de %s %s %s"
"&laquo; Previous","&laquo; Anterior"
"Next &raquo;","Próximo &raquo;"
"Blue","Azul"
"Gray","Cinza"
"Do you want to use the WYSIWYG mode for this textarea?","Quer usar o Editor Visual para esta área de texto?"
"Apply","Aplicar"
"Insert","Inserir"
"Close","Fechar"
"Browse","Procurar"
"Class","Classe"
"-- Not set --","-- Não definido --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Copiar/Cortar/Colar não está disponível no Mozilla ou Firefox."
"Currently not supported by your browser, use keyboard shortcuts instead.","Não suportado pelo seu navegador no momento; use os atalhos de teclado."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Percebemos que o seu bloqueador de popup desativou uma janela que fornece funcionalidades do aplicativo. Você precisará desativar o bloqueio de popup neste site para usar esta ferramenta de forma completa."
"ERROR: Invalid values entered, these are marked in red.","ERRO: Valores inválidos digitados, estes estão marcados em vermelho."
"{#field} must be a number","{#field} deve ser um número"
"{#field} must be a number greater than {#min}","{#field} deve ser um número superior a {#min}"
"{#field} must be a number or percentage","{#field} deve ser um número ou percentagem"
"More colors","Mais cores"
"Black","Preto"
"Burnt orange","Laranja queimado"
"Dark olive","Oliva escuro"
"Dark green","Verde escuro"
"Dark azure","Azul escuro"
"Navy Blue","Marinha Azul"
"Indigo","Índigo"
"Very dark gray","Cinza escuro"
"Maroon","Marron"
"Orange","Laranja"
"Olive","Oliva"
"Green","Verde"
"Teal","Azul esverdeado"
"Grayish blue","Azul cinzento"
"Red","Vermelho"
"Amber","Âmbar"
"Yellow green","Verde amarelado"
"Sea green","Verde mar"
"Turquoise","Turquesa"
"Royal blue","Azul royal"
"Purple","Roxo"
"Medium gray","Cinza médio"
"Gold","Dourado"
"Yellow","Amarelo"
"Lime","Lima"
"Sky blue","Azul céu"
"Brown","Marrom"
"Silver","Prata"
"Pink","Rosa"
"Peach","Pêssego"
"Light yellow","Amarelo claro"
"Pale green","Verde pálido"
"Pale cyan","Ciano pálido"
"Light sky blue","Azul céu claro"
"Plum","Ameixa"
"White","Branco"
"Alignment","Alinhamento"
"Full","Completo"
"%sY-%sm-%d","%d-%sm-%sY"
"Insert date","Inserir data"
"Insert time","Inserir hora"
"January","janeiro"
"February","fevereiro"
"March","março"
"April","abril"
"May","maio"
"June","junho"
"July","julho"
"August","agosto"
"September","setembro"
"October","outubro"
"November","novembro"
"December","dezembro"
"Jan_January_abbreviation","jan"
"Feb_February_abbreviation","fev"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","abr"
"May_May_abbreviation","mai"
"Jun_June_abbreviation","jun"
"Jul_July_abbreviation","jul"
"Aug_August_abbreviation","ago"
"Sep_September_abbreviation","set"
"Oct_October_abbreviation","out"
"Nov_November_abbreviation","nov"
"Dec_December_abbreviation","dez"
"Sunday","domingo"
"Monday","segunda-feira"
"Tuesday","terça-feira"
"Wednesday","quarta-feira"
"Thursday","quinta-feira"
"Friday","sexta-feira"
"Saturday","sábado"
"Sun","dom"
"Mon","seg"
"Tue","ter"
"Wed","qua"
"Thu","qui"
"Fri","sex"
"Sat","sáb"
"Print","Imprimir"
"Preview","Visualizar"
"Direction left to right","Direção da esquerda para a direita"
"Direction right to left","Direção da direita para a esquerda"
"Insert new layer","Inserir nova camada"
"Move forward","Para frente"
"Move backward","Para trás"
"Toggle absolute positioning","Ativar/desativar posicionamento absoluto"
"New layer...","Nova camada..."
"Cancel all changes","Cancelar todas as alterações"
"Insert non-breaking space character","Inserir espaço sem quebra de linha"
"Run spell checking","Conferir ortografia"
"ieSpell not detected. Do you want to install it now?","O ieSpell não foi detectado. Quer instalar agora?"
"Horizontal rule","Linha Horizontal"
"Emotions","Emoções"
"Find","Encontrar"
"Find/Replace","Encontrar/Substituir"
"Insert/edit image","Inserir/editar imagem"
"Insert/edit link","Inserir/editar link"
"Citation","Citação"
"Abbreviation","Abreviação"
"Acronym","Acrônimo"
"Deletion","Exclusão"
"Insertion","Inserção"
"Insert/Edit Attributes","Inserir/Editar Atributos"
"Edit CSS Style","Editar Estilo CSS"
"Paste as Plain Text","Colar como Texto Simples"
"Paste from Word","Colar do Word"
"Select All","Selecionar Tudo"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Colar agora está em modo de texto simples. Clique novamente para alternar para o modo Colar comum. Depois de colar algo,  você voltará ao modo de colar comum."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Colar agora está em modo de texto simples. Clique novamente para alternar para o modo Colar comum."
"Use CTRL+V on your keyboard to paste the text into the window.","Use CTRL+V no seu teclado para colar o texto nesta janela."
"Keep linebreaks","Manter quebras de linha"
"Inserts a new table","Inserir uma nova tabela"
"Insert row before","Inserir linha antes"
"Insert row after","Inserir linha depois"
"Delete row","Excluir linha"
"Insert column before","Inserir coluna antes"
"Insert column after","Inserir coluna depois"
"Remove column","Excluir coluna"
"Split merged table cells","Dividir células mescladas"
"Merge table cells","Mesclar células"
"Table row properties","Propriedades da linha da tabela"
"Table cell properties","Propriedades da célula da tabela"
"Table properties","Propriedades da tabela"
"Paste table row before","Colar linha da tabela antes"
"Paste table row after","Colar linha da tabela depois"
"Cut table row","Cortar linha"
"Copy table row","Copiar linha"
"Delete table","Excluir tabela"
"Row","Linha"
"Column","Coluna"
"Cell","Célula"
"The changes you made will be lost if you navigate away from this page.","As modificações que você fez serão perdidas se você sair desta página."
"Toggle fullscreen mode (Alt + Shift + G)","Alternar modo tela inteira (Alt + Shift + G)"
"Insert / edit embedded media","Inserir/editar mídia incorporada"
"Edit embedded media","Editar mídia incorporada"
"Document properties","Propriedades do documento"
"Insert predefined template content","Inserir conteúdo de modelo pré-definido"
"Visual control characters on/off.","Caracteres de controle visual ligados/desligados"
"Toggle spellchecker (Alt + Shift + N)","Alternar corretor ortográfico (Alt + Shift + N)"
"Spellchecker settings","Configurações da verificação ortográfica"
"Ignore word","Ignorar palavra"
"Ignore all","Ignorar todas"
"Languages","Idiomas"
"Please wait...","Aguarde..."
"Suggestions","Sugestões"
"No suggestions","Nenhuma sugestão"
"This is somewhat embarrassing, isn&rsquo;t it?","Isso é embaraçoso, não?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Parece que não foi possível encontrar o que você está buscando. Talvez fazer uma pesquisa possa ajudar."
"Daily Archives: %s","Arquivo diários:%s"
"Monthly Archives: %s","Arquivo mensais:%s"
"Yearly Archives: %s","Arquivos anuais: %s"
"Author Archives: %s","Arquivo do autor:%s"
"About %s","Sobre %s"
"Category Archives: %s","Arquivos da categoria: %s"
"One thought on &ldquo;%s&rdquo;","Uma ideia sobre &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s ideias sobre &ldquo;%s&rdquo;"
"Comment navigation","Navegação de comentários"
"&larr; Older Comments","&larr; Comentários antigos"
"Newer Comments &rarr;","Comentários recentes &rarr;"
"Permalink to %s","Link permanente para %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Continue lendo <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Deixe um comentário"
"1 Reply","1 resposta"
"%s Replies","%s respostas"
"Nothing Found","Nada encontrado"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Nenhum resultado encontrado. Talvez fazer uma pesquisa ajudará a encontrar um post relacionado."
"Featured post","Post destacado"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Ver todos posts de %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Plataforma semântica de publicação pessoal"
"Proudly powered by %s","Orgulhosamente mantido com %s"
"Primary Menu","Menu principal"
"on","ativada"
"no-subset","sem subgrupo"
"Page %s","Página %s"
"Main Sidebar","Barra lateral principal"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Aparece em posts e páginas, exceto no modelo opcional de página inicial que tem seus próprios widgets"
"First Front Page Widget Area","Primeira área de widget da página inicial"
"Appears when using the optional Front Page template with a page set as Static Front Page","Aparece quando se usa o modelo opcional de Página Inicial com uma página configurada como Página Inicial Estática"
"Second Front Page Widget Area","Segunda área de widget da página inicial "
"Post navigation","Navegação de posts"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Posts antigos"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Posts recentes <span class=\"meta-nav\">&rarr;</span>"
"Post author","Autor do post"
"View all posts by %s","Ver todos os posts de %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","Este post foi publicado em %s e marcado com a tag %s em %s<span class=\"by-author\"> por %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","Este post foi publicado em %s em %s<span class=\"by-author\"> por %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","Este post foi publicado em %s<span class=\"by-author\"> por %s</span>."
"Skip to content","Pular para o conteúdo"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Publicado em </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span>no tamanho <a href=\"%s\" title=\"Link para a imagem original\">%s &times; %s</a> em <a href=\"%s\" title=\"Retornar para %s\" rel=\"gallery\">%s</a>."
"&larr; Previous","&larr; Anterior"
"Next &rarr;","Próximo &rarr;"
"No posts to display","Sem posts para mostrar"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Pronto para publicar seu primeiro post? <a href=\"%s\">Inicie por aqui</a>."
"Search Results for: %s","Resultados da busca por: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Nada coincide com seus critérios de busca. Tente outra vez com palavras-chave diferentes."
"Tag Archives: %s","Arquivo da tag: %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","O tema 2012 do WordPress é um tema totalmente responsivo que fica bem em qualquer dispositivo. As funcionalidades incluem um modelo de página inicial com seus próprios widgets, uma fonte de exibição opcional, estilos para formatos de posts tanto na página inicial quanto em páginas individuais  e um modelo de página opcional sem a barra lateral. Personalize o tema com menu, imagem de cabeçalho, e imagem de fundo."
"the WordPress team","a equipe do WordPress"
"Front Page Template","Modelo de página inicial"
