"Activation Key Required","Clef d&rsquo;activation requise"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Cher utilisateur,\n\nVotre nouveau compte a été créé.\n\nVous pouvez vous connecter avec les informations suivantes :\nIdentifiant : USERNAME\nMot de passe : PASSWORD\nLOGINLINK\n\nMerci !\n\n--L'équipe @ SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Cet utilisateur a choisi d&#8217;effacer son compte, et son contenu n&#8217;est plus disponible."
"This site has not been activated yet. If you are having problems activating your site, please contact <a href=\"mailto:%s\">%s</a>.","Ce site n&#8217;a pas encore été activé. Si vous rencontrez des problèmes durant l&rsquo;activation de votre site, veuillez contacter <a href=\"mailto:%s\">%s</a>."
"This site has been archived or suspended.","Ce site a été archivé ou suspendu."
"That site does not exist. Please try <a href=\"%s\">%s</a>.","Cet importateur n&rsquo;existe pas. Veuillez essayer <a href=\"%s\">%s</a>."
"No site defined on this host. If you are the owner of this site, please check <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> for help.","Aucun site n&rsquo;est défini sur cet hôte. Si vous êtes le propriétaire de ce site, veuillez consulter la page <a href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">Debugging a WordPress Network</a> (en anglais) pour obtenir de l&rsquo;aide."
"If your site does not display, please contact the owner of this network.","Si votre site ne s&rsquo;affiche pas, veuillez contacter le gestionnaire de ce réseau de sites."
"If you are the owner of this network please check that MySQL is running properly and all tables are error free.","Si vous êtes le gestionnaire de ce réseau de sites, veuillez vous assurer que MySQL fonctionne correctement et qu&rsquo;aucune table n&rsquo;a d&rsquo;erreur."
"<strong>Database tables are missing.</strong> This means that MySQL is not running, WordPress was not installed properly, or someone deleted <code>%s</code>. You really should look at your database now.","<strong>Des tables de la base de données sont manquantes.</strong> Cela peut signifier que MySQL ne fonctionne pas, ou que WordPress n&rsquo;a pas été installé correctement, ou que quelqu&rsquo;un a effacé <code>%s</code>. Vous devriez vraiment <em>vraiment</em> vérifier votre base de données au plus vite."
"<strong>Could not find site <code>%s</code>.</strong> Searched for table <code>%s</code> in database <code>%s</code>. Is that right?","<strong>Le site <code>%s</code est introuvable&nbsp;!</strong> Nous avons cherché la table <em>%s</em> dans la base de données <em>%s</em>. Est-ce correct&nbsp;?"
"What do I do now?","Que dois-je faire maintenant&nbsp;?"
"Read the <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">bug report</a> page. Some of the guidelines there may help you figure out what went wrong.","Lisez la page de <a target=\"_blank\" href=\"http://codex.wordpress.org/Debugging_a_WordPress_Network\">gestions des bugs</a> (en anglais). Certaines des bonnes pratiques qui y sont présentées pourraient vous aider à comprendre ce qui a mal tourné."
"If you&#8217;re still stuck with this message, then check that your database contains the following tables:","Si vous êtes toujours bloqué par ce message, vérifiez alors que votre base de données contient bien les tables suivantes&nbsp;:"
"Multisite only works without the port number in the URL.","La fonctionnalité multisites fonctionne uniquement sans le numéro de port dans l&rsquo;adresse."
"Database tables are missing.","Les tables de la base de données sont manquantes."
"No site by that name on this system.","Aucun site ne porte ce nom dans ce système."
"The menu name <strong>%s</strong> conflicts with another menu name. Please try another.","Un menu nommé <strong>%s</strong> est en conflit avec un autre nom de menu. Veuillez réessayer avec un notre nom."
"The given object ID is not that of a menu item.","L&rsquo;identifiant donné pour cet objet n&rsquo;est pas une entrée de menu."
"Custom","Lien"
"%s is a protected WP option and may not be modified","%s est une option protégée de WordPress, et ne peut être modifiée"
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>ERREUR</strong>&nbsp;: l&rsquo;identifiant ou le mot de passe n&rsquo;est pas valide."
"You should specify a nonce action to be verified by using the first parameter.","Vous devriez préciser une action de type &laquo;&nbsp;nonce&nbsp;&raquo;, qui sera vérifiée par le premier paramètre."
"New comment on your post \"%s\"","Nouveau commentaire sur votre article « %s »"
"Author : %s (IP: %s , %s)","Auteur : %s (IP : %s , %s)"
"E-mail : %s","E-mail   : %s"
"URL    : %s","Adresse : %s"
"Whois  : http://whois.arin.net/rest/ip/%s","Whois    : http://whois.arin.net/rest/ip/%s"
"Comment:","Commentaire :"
"You can see all comments on this post here:","Vous pouvez lire tous les commentaires de cet article ici :"
"[%s] Comment: \"%s\"","[%s] Commentaire : « %s »"
"New trackback on your post \"%s\"","Nouveau rétrolien sur votre article « %s »"
"Website: %s (IP: %s , %s)","Site Web : %s (IP : %s , %s)"
"Excerpt:","Extrait :"
"You can see all trackbacks on this post here:","Vous pouvez lire tous les rétroliens de cet article ici :"
"[%s] Trackback: \"%s\"","[%s] Rétrolien : « %s »"
"New pingback on your post \"%s\"","Nouveau ping sur votre article « %s »"
"You can see all pingbacks on this post here:","Vous pouvez lire tous les pings de cet article ici :"
"[%s] Pingback: \"%s\"","[%s] Ping : « %s »"
"Permalink: %s","Permalien : %s"
"Trash it: %s","Le mettre dans la Corbeille : %s"
"Delete it: %s","Le supprimer : %s"
"Spam it: %s","Le marquer comme indésirable : %s"
"A new trackback on the post \"%s\" is waiting for your approval","Un nouveau rétrolien sur l'article « %s » attend votre approbation"
"Website : %s (IP: %s , %s)","Site Web : %s (IP: %s , %s)"
"Trackback excerpt:","Extrait du rétrolien :"
"A new pingback on the post \"%s\" is waiting for your approval","Un nouveau ping sur l'article « %s » attend votre approbation"
"Pingback excerpt:","Extrait du ping :"
"A new comment on the post \"%s\" is waiting for your approval","Un nouveau commentaire sur l'article « %s » attend votre approbation"
"Approve it: %s","L'approuver : %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","En ce moment, %s commentaire attend votre approbation. Veuillez vous rendre sur le panneau de modération :"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","En ce moment, %s commentaires attendent vos approbations. Veuillez vous rendre sur le panneau de modération :"
"[%s] Please moderate: \"%s\"","[%s] Demande de modération pour « %s »"
"Password Lost and Changed for user: %s","Mot de passe oublié et changé pour l'utilisateur : %s"
"[%s] Password Lost/Changed","[%s] Mot de passe oublié et changé"
"New user registration on your site %s:","Inscription d'un nouvel utilisateur sur votre site %s :"
"Username: %s","Identifiant : %s"
"E-mail: %s","E-mail : %s"
"[%s] New User Registration","[%s] Inscription d'un nouvel utilisateur"
"Password: %s","Mot de passe : %s"
"[%s] Your username and password","[%s] Votre identifiant et mot de passe"
"Only a static class method or function can be used in an uninstall hook.","Seule une méthode statique de classe ou une fonction peut être utilisée avec un crochet de désinstallation."
"Protected: %s","Protégé&nbsp;: %s"
"Private: %s","Privé&nbsp;: %s"
"(more...)","(Lire la suite&hellip;)"
"There is no excerpt because this is a protected post.","Il n&rsquo;y pas d&rsquo;extrait, car cet article est protégé."
"Pages:","Pages&nbsp;:"
"Next page","Page suivante"
"Previous page","Page précédente"
"Home","Accueil"
"This post is password protected. To view it please enter your password below:","Cet article est protégé par un mot de passe. Pour le lire, veuillez saisir votre mot de passe ci-dessous&nbsp;:"
"Submit","Envoyer"
"j F, Y @ G:i","j F Y \\à G \\h i \\m"
"%s [Autosave]","%s [Sauvegarde automatique]"
"%s [Current Revision]","%s [Version actuelle]"
"%s by %s","%s par %s"
"Restore","Restaurer"
"Compare Revisions","Comparer les versions"
"Old","Ancien"
"Date Created","Date de création"
"Post","Article"
"Media","Fichier média"
"Edit Media","Modifier un média"
"View Attachment Page","Afficher la page du fichier attaché"
"Revisions","Révisions"
"Revision","Révision"
"Navigation Menu Items","Éléments de menu de navigation"
"Navigation Menu Item","Élément de menu de navigation"
"Published","Publié"
"Published <span class=\"count\">(%s)</span>","Publiés <span class=\"count\">(%s)</span>"
"Scheduled","Planifié"
"Scheduled <span class=\"count\">(%s)</span>","Planifiés <span class=\"count\">(%s)</span>"
"Draft","Brouillon"
"Draft <span class=\"count\">(%s)</span>","Brouillon <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Brouillons <span class=\"count\">(%s)</span>"
"Pending","En attente"
"Pending <span class=\"count\">(%s)</span>","En attente de relecture <span class=\"count\">(%s)</span>"
"Private","Privé"
"Private <span class=\"count\">(%s)</span>","Privés <span class=\"count\">(%s)</span>"
"Trash","Corbeille"
"Trash <span class=\"count\">(%s)</span>","Corbeille <span class=\"count\">(%s)</span>"
"Invalid post","Article invalide"
"Pending Review","En attente de relecture"
"Post types cannot exceed 20 characters in length","Les types de contenu ne peuvent dépasser les 20 caractères."
"Posts","Articles"
"Add New Post","Ajouter un nouvel article"
"Add New Page","Ajouter une nouvelle page"
"Edit Post","Modifier l&rsquo;article"
"Edit Page","Modifier la page"
"New Page","Nouvelle page"
"View Page","Voir la page"
"Search Posts","Chercher dans les articles"
"Search Pages","Chercher dans les pages"
"No posts found.","Aucun article trouvé."
"No pages found.","Aucune page trouvée."
"No posts found in Trash.","Aucun article trouvé dans la corbeille."
"No pages found in Trash.","Aucune page trouvée dans la corbeille."
"Parent Page:","Page parente&nbsp;:"
"All Posts","Tous les articles"
"All Pages","Toutes les pages"
"Manage Images","Gérer les images"
"Audio","Son"
"Manage Audio","Gérer l&rsquo;audio"
"Audio <span class=\"count\">(%s)</span>","Sons <span class=\"count\">(%s)</span>"
"Video","Vidéo"
"Manage Video","Gérer les vidéos"
"Video <span class=\"count\">(%s)</span>","Vidéos <span class=\"count\">(%s)</span>"
"Passing an integer number of posts is deprecated. Pass an array of arguments instead.","Il n&rsquo;est pas recommandé de passer un nombre entier d&rsquo;articles&nbsp;; il est préférable de passer un tableau d&rsquo;arguments."
"Content, title, and excerpt are empty.","Le contenu de l&rsquo;article, le titre et l&rsquo;extrait sont vides."
"Whoops, the provided date is invalid.","Oups, la date fournie n&rsquo;est pas valable."
"Could not update post in the database","Impossible de mettre à jour l&rsquo;article dans la base de données"
"Could not insert post into the database","Impossible d&rsquo;insérer l&rsquo;article dans la base de données"
"The page template is invalid.","Le modèle de page est invalide."
"Content","Contenu"
"Excerpt","Extrait"
"Cannot create a revision of a revision","Impossible de créer une version d&rsquo;une version."
"You do not have permission to preview drafts.","Vous n&rsquo;avez pas l&rsquo;autorisation de prévisualiser les brouillons"
"Standard","Par défaut"
"Aside","En passant"
"Gallery","Galerie"
"Status","État"
"Conditional query tags do not work before the query is run. Before then, they always return false.","Les balises de requête conditionnelle ne fonctionnent pas avant le lancement de la requête. Avant cela, elles renvoient toujours le booléen <code>false</code>."
"\"caller_get_posts\" is deprecated. Use \"ignore_sticky_posts\" instead.","&laquo;&nbsp;caller_get_posts&nbsp;&raquo; n&rsquo;est plus recommandé. Utilisez &laquo;&nbsp;ignore_sticky_posts&nbsp;&raquo; à la place."
"This file no longer needs to be included.","Ce fichier n&rsquo;a plus besoin d&rsquo;être inclus."
"You are about to permanently delete the selected items.\n  'Cancel' to stop, 'OK' to delete.","Vous êtes sur le point de supprimer définitivement les éléments sélectionnés.\n  « Annuler » pour abandonner, « OK » pour les supprimer."
"Enter a word to look up:","Saisissez un mot à chercher :"
"Dictionary lookup","Recherche dans le dictionnaire"
"lookup","dictionnaire"
"Close all open tags","Fermer toutes les balises ouvertes"
"close tags","fermer les balises"
"Enter the URL","Saisissez l&rsquo;adresse"
"Enter the URL of the image","Saisissez l&rsquo;adresse de l&rsquo;image"
"Enter a description of the image","Saisissez une description pour l&rsquo;image"
"fullscreen","plein écran"
"Toggle fullscreen mode","Mode plein écran"
"text direction","direction du texte"
"Toggle Editor Text Direction","Inverser la direction de l&rsquo;éditeur de texte"
"You do not have permission to do that.","Vous n&rsquo;avez pas l&rsquo;autorisation d&rsquo;effectuer cela."
"An unidentified error has occurred.","Une erreur non identifiée est survenue."
"Dismiss","Fermer"
"Next &gt;","Suiv.&nbsp;&gt;"
"&lt; Prev","&lt;&nbsp;Préc."
"of","sur"
"This feature requires inline frames. You have iframes disabled or your browser does not support them.","Cette fonctionnalité requiert des iframes. Les iframes sont désactivées sur votre navigateur, ou alors il ne les accepte pas."
"not configured","non configuré"
"You have attempted to queue too many files.","Vous essayez d&rsquo;envoyer trop de fichiers à la fois."
"%s exceeds the maximum upload size for this site.","%s dépasse la limite d&rsquo;envoi de ce site."
"This file is empty. Please try another.","Le fichier est vide. Merci d&rsquo;en essayer un autre."
"This file type is not allowed. Please try another.","Ce type de fichier n&rsquo;est pas autorisé. Merci d&rsquo;en essayer un autre."
"This file is not an image. Please try another.","Ce fichier n&rsquo;est pas une image. Merci d&rsquo;en envoyer un autre."
"Memory exceeded. Please try another smaller file.","Mémoire dépassée. Veuillez réessayer avec un fichier plus petit."
"This is larger than the maximum size. Please try another.","Ce fichier est plus grand que la taille maximale. Merci d&rsquo;en envoyer un autre."
"An error occurred in the upload. Please try again later.","Une erreur est survenue lors de l&rsquo;envoi. Veuillez réessayer plus tard."
"There was a configuration error. Please contact the server administrator.","Il y a une erreur de configuration. Veuillez contacter l&rsquo;administrateur de votre serveur."
"You may only upload 1 file.","Vous pouvez seulement envoyer 1 fichier."
"HTTP error.","Erreur HTTP."
"Upload failed.","L&rsquo;envoi a échoué."
"Please try uploading this file with the %sbrowser uploader%s.","Veuillez essayer de mettre ce fichier en ligne à l&rsquo;aide de l&rsquo;%soutil du navigateur%s."
"%s exceeds the maximum upload size for the multi-file uploader when used in your browser.","%s dépasse la limite d&rsquo;envoi pour l&rsquo;outil de mise ne ligne multiple utilisé avec votre navigateur."
"IO error.","Erreur I/O (Entrées-Sorties)."
"Security error.","Erreur de sécurité."
"File canceled.","Fichier annulé."
"Upload stopped.","L&rsquo;envoi est stoppé."
"Crunching&hellip;","En cours de traitement&hellip;"
"moved to the trash.","déplacé dans la Corbeille."
"&#8220;%s&#8221; has failed to upload.","« %s » n&rsquo;a pas pu être mis en ligne."
"Strength indicator","Indicateur de sûreté"
"Very weak","Très faible"
"Weak","Faible"
"Strong","Forte"
"Mismatch","Incohérence"
"(no title)","(pas de titre)"
"No matches found.","Aucune correspondance trouvée."
"Save &amp; Activate","Enregistrer &amp; activer"
"Save &amp; Publish","Enregistrer &amp; publier"
"Saved","Enregistré"
"Add","Ajouter"
"Separate multiple categories with commas.","Séparez les catégories multiples par des virgules."
"Approve and Reply","Approuver et répondre"
"Publish on:","Publié le&nbsp;:"
"Schedule for:","Planifier pour :"
"Published on:","Publié le&nbsp;:"
"Show more comments","Afficher plus de commentaires"
"No more comments found.","Il n&rsquo;y a pas d&rsquo;autres commentaires."
"Publish","Publier"
"Schedule","Planifier"
"Save as Pending","Mettre à relire"
"Save Draft","Enregistrer brouillon"
"Public, Sticky","Public, mis en avant"
"Password Protected","Protégé par un mot de passe"
"Privately Published","Publié en privé"
"Submitted on:","Envoyé le&nbsp;:"
"Error while saving the changes.","Erreur lors de la sauvegarde des modifications."
"Remove From Bulk Edit","Enlever des modifications groupées"
"Plugin Information:","Informations sur l&rsquo;extension&nbsp;:"
"Are you sure you want to install this plugin?","Voulez-vous vraiment installer cette extension&nbsp;?"
"Select Color","Sélectionner une couleur"
"Current Color","Couleur actuelle"
"Could not load the preview image. Please reload the page and try again.","Impossible de charger l&rsquo;image de prévisualisation. Veuillez recharger la page et réessayer."
"Use as featured image","Utiliser comme image à la Une"
"Saving...","Enregistrement..."
"Could not set that as the thumbnail image. Try a different attachment.","Impossible de s&rsquo;en servir comme miniature. Essayez un autre fichier attaché."
"Done","Terminé"
"You are about to permanently delete this menu. \n 'Cancel' to stop, 'OK' to delete.","Vous êtes sur le point de supprimer définitivement ce menu.\n  « Annuler » pour abandonner, « OK » pour le supprimer."
"Saving Draft&#8230;","Enregistrement du brouillon&#8230;"
"Navigation Menus","Menus de navigation"
"Navigation Menu","Menu de navigation"
"Link Categories","Catégories de liens"
"Link Category","Catégorie de liens"
"Search Link Categories","Chercher une catégorie de liens"
"All Link Categories","Toutes les catégories de liens"
"Edit Link Category","Modifier la catégorie de lien"
"Update Link Category","Mettre à jour la catégorie de liens"
"Add New Link Category","Ajouter une catégorie de liens"
"New Link Category Name","Nom de la nouvelle catégorie de liens"
"Taxonomies cannot exceed 32 characters in length","Les taxinomies ne peuvent dépasser les 32 caractères."
"Tag","Mot-clef"
"Category","Catégorie"
"Search Tags","Chercher dans les mots-clefs"
"Search Categories","Chercher une catégorie"
"Popular Tags","Mots-clefs populaires"
"All Tags","Tous les mots-clefs"
"All Categories","Toutes"
"Parent Category","Catégorie parente"
"Parent Category:","Catégorie parente&nbsp;:"
"Edit Tag","Modifier le mot-clef"
"Edit Category","Modifier la catégorie"
"View Tag","Voir le mot-clef"
"View Category","Afficher la catégorie"
"Update Tag","Mettre à jour le mot-clef"
"Update Category","Mettre à jour la catégorie"
"Add New Tag","Ajouter un nouveau mot-clef"
"Add New Category","Ajouter une nouvelle catégorie"
"New Tag Name","Nom du nouveau mot-clef"
"New Category Name","Nom de la nouvelle catégorie"
"Separate tags with commas","Séparez les mots-clefs par des virgules"
"Add or remove tags","Ajouter ou retirer des mots-clefs"
"Choose from the most used tags","Choisir parmi les mots-clefs les plus utilisés"
"Empty Term","Pas de terme"
"A name is required for this term","Un nom est requis pour ce terme"
"A term with the name provided already exists with this parent.","Un terme avec ce nom existe déjà pour ce parent."
"Could not insert term into the database","Impossible d&rsquo;insérer le terme dans la base de données"
"A term with the name provided already exists.","Un terme existe déjà avec ce nom."
"Could not insert term relationship into the database","Impossible d&rsquo;insérer la relation du terme dans la base de données"
"The slug &#8220;%s&#8221; is already in use by another term","L&rsquo;identifiant « %s » est déjà utilisé par un autre terme"
"Invalid object ID","Identifiant d&rsquo;objet non valide."
"Theme without %s","Thème sans %s."
"Please include a %s template in your theme.","Veuillez inclure un modèle de type &laquo;&nbsp;%s&nbsp;&raquo; à votre thème."
"%s - Comments on %s","%s - Commentaires sur %s"
"<abbr title=\"Really Simple Syndication\">RSS</abbr> feed for comments on this post.","Flux <abbr title=\"Really Simple Syndication\">RSS</abbr> des commentaires de cet article."
"The <abbr title=\"Universal Resource Locator\">URL</abbr> to TrackBack this entry is: <em>%s</em>","L&rsquo;adresse web pour faire un rétrolien sur cet article est&nbsp;: <em>%s</em>"
"by %s &#8212; %s @ <a href=\"#comment-%s\">%s</a>","par %s &#8212; %s à <a href=\"#comment-%s\">%s</a>"
"No comments yet.","Pas encore de commentaire."
"Leave a comment","Laisser un commentaire"
"Line and paragraph breaks automatic, e-mail address never displayed, <acronym title=\"Hypertext Markup Language\">HTML</acronym> allowed: <code>%s</code>","Les paragraphes et retours à la ligne sont automatiques. Les adresses de messagerie ne sont pas affichées. <acronym title=\"Hypertext Markup Language\">HTML</acronym> autorisé&nbsp;: <code>%s</code>"
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out &raquo;</a>","Connecté en tant que <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Se déconnecter de ce compte\">Se déconnecter &raquo;</a>"
"<abbr title=\"Universal Resource Locator\">URL</abbr>","Adresse web"
"Your Comment","Votre commentaire"
"Say It!","Dites-le&nbsp;!"
"Sorry, the comment form is closed at this time.","Désolé, les commentaires sont fermés pour le moment."
"Close this window.","Fermer cette fenêtre."
"Sorry, no posts matched your criteria.","Désolé, aucun article ne correspond à vos critères."
"Powered by <a href=\"%s\" title=\"Powered by WordPress, state-of-the-art semantic personal publishing platform\"><strong>WordPress</strong></a>","Propulsé par <a href=\"%s\" title=\"Propulsé par WordPress, plate-forme de publication personnelle sémantique de pointe\"><strong>WordPress</strong></a>."
"This post is password protected. Enter the password to view comments.","Cet article est protégé par un mot de passe. Saisissez le mot de passe pour voir les commentaires."
"One Response to %s","Une réponse à %s"
"%s Responses to %s","%s réponses à %s"
"Comments are closed.","Les commentaires sont fermés."
"Logged in as <a href=\"%s\">%s</a>.","Connecté en tant que <a href=\"%s\">%s</a>."
"Log out of this account","Se déconnecter"
"Log out &raquo;","Déconnexion &raquo;"
"(required)","(obligatoire)"
"Mail (will not be published)","Adresse de messagerie (ne sera pas publiée)"
"<strong>XHTML:</strong> You can use these tags: <code>%s</code>","<strong>XHTML&nbsp;:</strong> Vous pouvez utiliser ces balises&nbsp;: <code>%s</code>"
"Submit Comment","Soumettre le commentaire"
"%s is proudly powered by %s","%s est fièrement propulsé par %s"
"%s and %s.","%s et %s."
"Entries (RSS)","Articles (RSS)"
"Comments (RSS)","Commentaires (RSS)"
"%d queries. %s seconds.","%d requêtes. %s secondes."
"You are currently browsing the archives for the %s category.","Vous parcourez actuellement les archives de la catégorie %s."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the day %s.","Vous parcourez actuellement les archives du site <a href=\"%s/\">%s</a> pour la journée du %s."
"l, F jS, Y","l j F Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for %s.","Vous parcourez actuellement les archives du site <a href=\"%s/\">%s</a> pour %s."
"F, Y","F Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the year %s.","Vous parcourez actuellement les archives du site <a href=\"%s/\">%s</a> pour l&rsquo;année %s."
"You have searched the <a href=\"%s/\">%s</a> blog archives for <strong>&#8216;%s&#8217;</strong>. If you are unable to find anything in these search results, you can try one of these links.","Vous avez lancé une recherche dans les archives du site <a href=\"%s/\">%s</a> avec la requête <strong>&laquo;&nbsp;%s&nbsp;&raquo;</strong>. Si les résultats ne vous conviennent pas, vous pouvez essayer l&rsquo;un de ces liens."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives.","Vous parcourez actuellement les archives du site <a href=\"%s/\">%s</a>."
"This page validates as XHTML 1.0 Transitional","Cette page est en XHTML 1.0 Transitional valide"
"Valid <abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr>","<abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr> valide"
"%d WordPress Update","%d mise à jour de WordPress"
"%d Plugin Update","%d mise à jour d&rsquo;extension"
"%d Plugin Updates","%d mises à jour d&rsquo;extensions"
"%d Theme Update","%d mise à jour de thème"
"%d Theme Updates","%d mises à jour de thèmes"
"<strong>ERROR</strong>: The username field is empty.","<strong>ERREUR</strong>&nbsp;: le champ de l&rsquo;identifiant est vide."
"<strong>ERROR</strong>: The password field is empty.","<strong>ERREUR</strong>&nbsp;: le champ du mot de passe est vide."
"<strong>ERROR</strong>: Invalid username. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>ERREUR</strong>&nbsp;: l&rsquo;identifiant n&rsquo;est pas valide. <a href=\"%s\" title=\"Perte de mot de passe\">Avez-vous perdu votre mot de passe</a>&nbsp;?"
"<strong>ERROR</strong>: Your account has been marked as a spammer.","<strong>ERREUR</strong>&nbsp;: votre compte a été marqué comme étant indésirable."
"Site Suspended.","Site suspendu."
"<strong>ERROR</strong>: The password you entered for the username <strong>%s</strong> is incorrect. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>ERREUR</strong>&nbsp;: le mot de passe que vous avez saisi pour l&rsquo;identifiant <strong>%s</strong> n&rsquo;est pas le bon. <a href=\"%s\" title=\"Perte de mot de passe\">Avez-vous perdu votre mot de passe</a>&nbsp;?"
"Please log in again.","Veuillez vous reconnecter."
"Cannot create a user with an empty login name.","Impossible de créer un utilisateur avec un identifiant vide."
"Yahoo IM","Yahoo Messenger"
"There are no options for this widget.","Il n&rsquo;y a pas d&rsquo;options pour ce widget."
"Sidebar %d","Colonne latérale %d"
"Sidebar","Colonne latérale"
"<h1>Can&#8217;t select database</h1>\n<p>We were able to connect to the database server (which means your username and password is okay) but not able to select the <code>%s</code> database.</p>\n<ul>\n<li>Are you sure it exists?</li>\n<li>Does the user <code>%s</code> have permission to use the <code>%s</code> database?</li>\n<li>On some systems the name of your database is prefixed with your username, so it would be like <code>username_%s</code>. Could that be the problem?</li>\n</ul>\n<p>If you don't know how to set up a database you should <strong>contact your host</strong>. If all else fails you may find help at the <a href=\"http://wordpress.org/support/\">WordPress Support Forums</a>.</p>","<h1>Impossible de sélectionner la base de données</h1>\n<p>La connexion au serveur de base de données s&rsquo;est bien faite (donc votre identifiant et votre mot de passe sont les bons), mais la base de données <code>%s</code> n&rsquo;a pas pu être sélectionnée.</p>\n<ul>\n<li>Êtes-vous certain(e) qu&rsquo;elle existe&nbsp;?</li>\n<li>L&rsquo;utilisateur <code>%s</code> a-t-il les droits pour utiliser la base de données <code>%s</code>&nbsp;?</li>\n<li>Sur certains systèmes, le nom de votre base de données est préfixée de votre identifiant, donc son nom complet peut être <code>username_%s</code>. Cela peut-il être la cause du problème&nbps;?</li>\n</ul>\n<p>Si vous ne savez pas comment régler votre base de données, vous devriez <strong>prendre contact avec votre hébergeur</strong>. Si toutes vos tentatives échouent, peut-être trouverez-vous une réponse sur le <a href='http://www.wordpress-fr.net/support/'>forum d&rsquo;entraide en français</a>.</p>"
"WordPress database error %s for query %s made by %s","Erreur de la base de données WordPress %s pour la requête %s faite par %s"
"WordPress database error %s for query %s","Erreur de la base de données WordPress %s pour la requête %s"
"\n<h1>Error establishing a database connection</h1>\n<p>This either means that the username and password information in your <code>wp-config.php</code> file is incorrect or we can't contact the database server at <code>%s</code>. This could mean your host's database server is down.</p>\n<ul>\n\t<li>Are you sure you have the correct username and password?</li>\n\t<li>Are you sure that you have typed the correct hostname?</li>\n\t<li>Are you sure that the database server is running?</li>\n</ul>\n<p>If you're unsure what these terms mean you should probably contact your host. If you still need help you can always visit the <a href='http://wordpress.org/support/'>WordPress Support Forums</a>.</p>\n","\n<h1>Erreur lors de l&rsquo;établissement de la connexion &agrave; la base de données</h1>\n<p>Cela signifie soit que l&rsquo;identifiant et/ou le mot de passe indiqué(s) dans votre fichier <code>wp-config.php</code> sont incorrects, ou que le serveur de base de données à l&rsquo;adresse <code>%s</code> est inaccessible - cela peut indiquer que le serveur de base de données de votre hébergeur est défaillant.</p>\n<ul>\n\t<li>Êtes-vous certain(e) d&rsquo;avoir correctement indiqué votre identifiant et votre mot de passe&nbsp;?</li>\n\t<li>Êtes-vous certain(e) d&rsquo;avoir entré le bon serveur de base de données&nbsp;?</li>\n\t<li>Êtes-vous certain(e) que le serveur de base de données fonctionne correctement&nbsp;?</li>\n</ul>\n<p>Si vous n&rsquo;êtes pas sûr(e) de bien comprendre les mots de cette liste, vous devriez sans doute prendre contact avec votre hébergeur. Si malgré cela cette erreur s&rsquo;affiche toujours, indiquez votre problème au <a href='http://www.wordpress-fr.net/support/'>forum d&rsquo;entraide en français</a>.</p>\n"
"<strong>ERROR</strong>: WordPress %s requires MySQL %s or higher","<strong>ERREUR</strong>&nbsp;: WordPress %s requiert MySQL %s ou une version supérieure."
"Links for %s","Liens pour %s"
"There doesn't seem to be a <code>wp-config.php</code> file. I need this before we can get started.","Il ne semble pas y avoir de fichier <code>wp-config.php</code>. J&rsquo;en ai besoin pour lancer le processus."
"Need more help? <a href='http://codex.wordpress.org/Editing_wp-config.php'>We got it</a>.","Besoin d&rsquo;aide&nbsp;? <a href='http://codex.wordpress.org/Editing_wp-config.php'>En voici</a> (en anglais)."
"You can create a <code>wp-config.php</code> file through a web interface, but this doesn't work for all server setups. The safest way is to manually create the file.","Vous pouvez créer un fichier <code>wp-config.php</code> par le biais de cette interface, mais cela ne marche pour toutes les configurations de serveur. La manière la plus sûre reste de créer le fichier à la main."
"Create a Configuration File","Créer un fichier de configuration"
"Powered by WordPress","Propulsé par WordPress"
"Are you lost?","Êtes-vous perdu(e)&nbsp;?"
"&larr; Back to %s","&larr; Retour sur %s"
"<strong>ERROR</strong>: Enter a username or e-mail address.","<strong>ERREUR</strong>&nbsp;: veuillez saisir une adresse de messagerie ou un identifiant."
"<strong>ERROR</strong>: There is no user registered with that email address.","<strong>ERREUR</strong>&nbsp;: il n&rsquo;y aucun utilisateur enregistré avec cette adresse de messagerie."
