"Anchor name","Nazwa kotwicy"
"HTML Source Editor","Edytor źródła HTML"
"Word wrap","Zawijanie wyrazów"
"Select a color","Wybierz kolor"
"Picker","Mieszarka"
"Color picker","Mieszarka kolorów"
"Palette","Paleta"
"Palette colors","Paleta kolorów"
"Named","Według nazw"
"Named colors","Kolory według nazw"
"Color:","Kolor:"
"Select custom character","Wybierz znak specjalny"
"Image description","Opis obrazka"
"Image list","Lista obrazków"
"Border","Obramowanie"
"Dimensions","Wymiary"
"Vertical space","Odstęp w pionie"
"Horizontal space","Odstęp w poziomie"
"Baseline","Linia podstawowa"
"Top","Góra"
"Middle","Środek"
"Bottom","Dół"
"Text top","Góra tekstu"
"Text bottom","Dół tekstu"
"Open link in the same window","Otwórz odnośnik w tym samym oknie"
"Open link in a new window","Otwórz odnośnik w nowym oknie"
"The URL you entered seems to be an email address, do you want to add the required mailto: prefix?","Wprowadzony adres URL wydaje się być adresem e-mail, czy chcesz dodać do niego wymagany prefiks mailto:?"
"The URL you entered seems to external link, do you want to add the required http:// prefix?","Wprowadzony adres URL wydaje się być zewnętrznym odnośnikiem. Czy chcesz dodać do niego wymagany prefiks http://?"
"Link list","Lista odnośników"
"General","Ogólne"
"File/URL","Plik/adres URL"
"List","Lista"
"Constrain proportions","Zachowaj proporcje"
"Type","Typ"
"Id","Identyfikator"
"V-Space","Odstęp w pionie"
"H-Space","Odstęp w poziomie"
"Auto play","Automatycznie rozpocznij odtwarzanie"
"Loop","Zapętlaj"
"Show menu","Pokaż menu"
"Quality","Jakość"
"Align","Wyrównanie"
"SAlign","Wyrównanie po przeskalowaniu"
"WMode","Tryb okna"
"Background","Tło"
"Base","Podstawa"
"Flashvars","Zmienne Flasha"
"AutoHREF","Automatycznie wczytaj zawartość odnośnika"
"Cache","Bufor"
"Hidden","Ukryte"
"Controller","Kontroler"
"Kiosk mode","Tryb kiosku"
"Play every frame","Odtwarzaj każdą klatkę"
"Target cache","Bufor docelowy"
"No correction","Bez poprawek"
"Enable JavaScript","Włącz obsługę JavaScriptu"
"Start time","Czas rozpoczęcia"
"End time","Czas zakończenia"
"href","Adres URL"
"Choke speed","Limit prędkości pobierania"
"Volume","Głośność"
"Auto start","Automatycznie rozpocznij odtwarzanie"
"Fullscreen","Pełny ekran"
"Invoke URLs","Przywołaj odnośniki"
"Mute","Wycisz"
"Stretch to fit","Rozciągnij proporcjonalnie"
"Windowless video","Tryb bezokienny"
"Balance","Balans"
"Base URL","Podstawowy adres URL"
"Captioning id","Identyfikator miejsca wyświetlania podpisów"
"Current marker","Aktualny wskaźnik"
"Current position","Aktualna pozycja"
"Default frame","Domyślna ramka"
"Play count","Liczba odtworzeń"
"Rate","Tempo"
"UI Mode","Tryb interfejsu"
"Flash options","Opcje Flasha"
"Windows media player options","Opcje Windows media playera"
"Real media player options","Opcje Real media playera"
"Shockwave options","Opcje Shockwave'a"
"Auto goto URL","Automatycznie przejdź pod adres URL"
"Image status","Stan obrazka"
"Maintain aspect","Zachowaj proporcje"
"No java","Wyłącz obsługę javy"
"Prefetch","Pobierz podczas wczytywania strony"
"Shuffle","Losowa kolejność"
"Console","Konsola"
"Num loops","Liczba powtórzeń"
"Controls","Kontrolki"
"Script callbacks","Odwołania do skryptu"
"Stretch style","Tryb rozciągania"
"Stretch H-Align","Dopasuj w poziomie"
"Stretch V-Align","Dopasuj w pionie"
"Sound","Dźwięk"
"Progress","Postęp"
"QT Src","Źródło QT"
"Streamed rtsp resources should be added to the QT Src field under the advanced tab.","Emitowane zasoby rtsp powinny zostać dodane do pola &#8222;Źródło QT&#8221; znajdującego się w karcie &#8222;Zaawansowane&#8221;."
"Top left","Lewy górny"
"Top right","Prawy górny"
"Bottom left","Lewy dolny"
"Bottom right","Prawy dolny"
"Flash video options","Opcje filmów we Flashu"
"Scale mode","Tryb skalowania"
"Buffer","Bufor"
"Start image","Obrazek startowy"
"Default volume","Domyślna głośność"
"Hidden GUI","Ukryty interfejs"
"Show scale modes","Pokaż tryby skalowania"
"Smooth video","Płynne odtwarzanie filmów"
"JS Callback","Odwołanie JS"
"Insert More Tag","Wstaw tag \"Więcej\""
"More...","Więcej..."
"Next page...","Następna strona..."
"Edit Gallery","Edytuj galerię"
"Delete Gallery","Usuń galerię"
"Delete Image","Usuń obrazek"
"Advanced Settings","Zaawansowane ustawienia"
"Current Link","Aktualny odnośnik"
"Link to Image","Odnośnik do obrazka"
"Advanced Image Settings","Zaawansowane ustawienia obrazka"
"Source","Źródło"
"Original Size","Oryginalny rozmiar"
"CSS Class","Klasa CSS"
"Advanced Link Settings","Zaawansowane ustawienia odnośnika"
"Link Rel","Relacja (XFN)"
"Rich Editor Help","Pomoc dot. edytora wizualnego"
"Basics of Rich Editing","Podstawy wizualnej edycji"
"Basics","Podstawy"
"Advanced use of the Rich Editor","Zaawansowane użytkowanie edytora wizualnego"
"Hotkeys","Skróty klawiaturowe"
"About the software","O oprogramowaniu"
"Rich Editing Basics","Podstawy wizualnej edycji"
"<em>Rich editing</em>, also called WYSIWYG for What You See Is What You Get, means your text is formatted as you type. The rich editor creates HTML code behind the scenes while you concentrate on writing. Font styles, links and images all appear approximately as they will on the internet.","<em>Wizualna edycja</em> (ang. <em>rich editing</em>), nazywana także WYSIWYG (od &#8222;What You See Is What You Get&#8221; - &#8222;otrzymujesz to, co widzisz&#8221;), pozwala na formatowanie tekstu podczas jego wpisywania. Gdy Ty skupiasz się na pisaniu, wizualny edytor tworzy kod HTML w tle. Kroje czcionek, odnośniki i obrazki wyświetlane są w polu edytora mniej więcej tak, jak zostaną one wyświetlone na stronie."
"WordPress includes a rich HTML editor that works well in all major web browsers used today. However editing HTML is not the same as typing text. Each web page has two major components: the structure, which is the actual HTML code and is produced by the editor as you type, and the display, that is applied to it by the currently selected WordPress theme and is defined in style.css. WordPress is producing valid XHTML 1.0 which means that inserting multiple line breaks (BR tags) after a paragraph would not produce white space on the web page. The BR tags will be removed as invalid by the internal HTML correcting functions.","WordPress posiada wizualny edytor HTML, który działa we wszystkich popularnych przeglądarkach internetowych. Edycja kodu HTML nie jest jednak tym samym, co wpisywanie go. Każda strona internetowa składa się z dwóch głównych komponentów: struktury, która jest określana przez kod HTML i tworzona przez edytor podczas wprowadzania tekstu, oraz wyglądu, który jest definiowany przez plik style.css wybranego motywu WordPressa. WordPress tworzy zgodny ze standardem kod XHTML 1.0, co oznacza, że wstawienie wielu nowych linii (tagów BR) po akapicie nie spowoduje utworzenia na stronie pustego miejsca. Tagi BR zostaną usunięte jako niewłaściwe przez funkcje korekcji kodu HTML WordPressa."
"While using the editor, most basic keyboard shortcuts work like in any other text editor. For example: Shift+Enter inserts line break, Ctrl+C = copy, Ctrl+X = cut, Ctrl+Z = undo, Ctrl+Y = redo, Ctrl+A = select all, etc. (on Mac use the Command key instead of Ctrl). See the Hotkeys tab for all available keyboard shortcuts.","Podczas pracy z edytorem korzystać można z podstawowych skrótów klawiaturowych, takich jak w innych edytorach tekstu, na przykład: Shift+Enter wstawia nową linię, Ctrl+C kopiuje, Ctrl+X wycina, Ctrl+Z cofa ostatnie zmiany, Ctrl+Y wprowadza cofnięte zmiany ponownie, Ctrl+A zaznacza wszystko itd. (jeżeli korzystasz z Maca, zamiast klawisza Ctrl użyj klawisza Command). Lista wszystkich skrótów dostępna jest w karcie &#8222;Skróty klawiaturowe&#8221;."
"If you do not like the way the rich editor works, you may turn it off from Your Profile submenu, under Users in the admin menu.","Jeśli nie podoba Ci się sposób działania edytora wizualnego możesz go wyłączyć, korzystając z podmenu &#8222;Twój profil&#8221; znajdującego się w menu &#8222;Użytkownicy&#8221; panelu administracyjnego."
"Advanced Rich Editing","Zaawansowane użytkowanie edytora wizualnego"
"Images and Attachments","Obrazki i załączniki"
"There is a button in the editor toolbar for inserting images that are already hosted somewhere on the internet. If you have a URL for an image, click this button and enter the URL in the box which appears.","Na pasku narzędzi edytora znajduje się przycisk, pozwalający na wstawianie obrazków, które znajdują się już gdzieś w Internecie. Jeżeli posiadasz adres URL takiego obrazka, kliknij ten przycisk i wprowadź adres w oknie, które zostanie wyświetlone."
"HTML in the Rich Editor","Kod HTML w edytorze wizualnym"
"Pasting in the Rich Editor","Wklejanie do edytora wizualnego"
"Writing at Full Speed","Pisanie na pełnych obrotach"
"Rather than reaching for your mouse to click on the toolbar, use these access keys. Windows and Linux use Ctrl + letter. Macintosh uses Command + letter.","Zamiast sięgać po mysz, by kliknąć przycisk na pasku narzędzi, możesz skorzystać z poniższych klawiszy dostępu. W Windowsie i Linuksie kombinacja to Ctrl + litera. Na Macintoshu używane są klawisze Command + litera."
"Letter","Litera"
"Action","Działanie"
"Select all","Zaznacz wszystko"
"The following shortcuts use different access keys: Alt + Shift + letter.","Poniższe skróty opierają się na innych klawiszach dostępu: Alt + Shift + litera."
"Check Spelling","Sprawdź pisownię"
"Justify Text","Wyjustuj tekst"
"Insert link","Wstaw odnośnik"
"Remove link","Usuń odnośnik"
"Insert Page Break tag","Wstaw znak nowej strony"
"Got Moxie?","Masz Moxie?"
"Comments Feed","Kanał z komentarzami"
"Previous Post","Poprzedni wpis"
"Next Post","Następny wpis"
"Last Post","Ostatni wpis"
"Newer Comments &raquo;","Nowsze komentarze &raquo;"
"&laquo; Older Comments","&laquo; Starsze komentarze"
"S_Sunday_initial","N"
"M_Monday_initial","P"
"T_Tuesday_initial","W"
"W_Wednesday_initial","Ś"
"T_Thursday_initial","C"
"F_Friday_initial","P"
"S_Saturday_initial","S"
"number_format_thousands_sep"," "
"Could not read image size","Nie można było odczytać rozmiaru obrazka"
"That user does not exist.","Takie konto nie istnieje."
"You cannot use that email address to signup. We are having problems with them blocking some of our email. Please use another email provider.","Nie możesz zarejestrować się przy użyciu tego adresu e-mail &mdash; zaobserwowaliśmy problemy z dostarczaniem wiadomości pod adresy z tej domeny. Proszę użyć konta na innym serwerze."
"Sorry, usernames must have letters too!","Przepraszamy, nazwy użytkowników muszą składać się także z liter!"
"Sorry, that email address is not allowed!","Przepraszamy, użycie tego adresu e-mail jest niedozwolone!"
"Sorry, that username already exists!","Przepraszamy, istnieje już konto używające takiej nazwy!"
"Sorry, that email address is already used!","Przepraszamy, ten adres e-mail jest już używany!"
"That username is currently reserved but may be available in a couple of days.","Ta nazwa użytkownika jest w tej chwili zajęta, ale być może zostanie zwolniona w ciągu następnych kilku dni."
"username and email used","używane już nazwa użytkownika i hasło"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Ten adres e-mail został już użyty. Proszę sprawdzić, czy doszedł już na niego e-mail aktywacyjny. Jeśli niczego nie zrobisz, użycie tego adresu będzie znów możliwe za kilka dni."
"Invalid activation key.","Nieprawidłowy klucz aktywacyjny."
"Could not create user","Nie można było utworzyć konta dla użytkownika"
"That username is already activated.","Ta nazwa użytkownika została już aktywowana."
"New User Registration: %s","Rejestracja nowego użytkownika: %s"
"New %s User: %s","Nowy użytkownik sieci %s: %s"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Drogi Użytkowniku,\n\nTwoje nowe konto zostało ustawione.\n\nMożesz zalogować się przy użyciu następujących danych:\nNazwa użytkownika: USERNAME\nHasło: PASSWORD\nLOGINLINK\n\nDzIęki!\n\n--Zespół SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Ten użytkownik zdecydować się usunąć swoje konto, więc opublikowane przez niego treści nie są już dostępne."
"Database tables are missing.","Brak tabel w bazie danych."
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>BŁĄD</strong>: Nieprawidłowa nazwa użytkownika lub hasło."
"Author : %s (IP: %s , %s)","Autor     : %s (IP: %s , %s)"
"E-mail : %s","E-mail    : %s"
"URL    : %s","Adres URL : %s"
"Comment:","Komentarz: "
"You can see all comments on this post here:","Wszystkie komentarze do tego wpisu możesz zobaczyć tutaj: "
"[%s] Comment: \"%s\"","[%s] Komentarz: \"%s\""
"Website: %s (IP: %s , %s)","Witryna internetowa: %s (IP: %s , %s)"
"Excerpt:","Wypis: "
"You can see all trackbacks on this post here:","Możesz zobaczyć wszystkie trackbacki do tego wpisu tutaj: "
"You can see all pingbacks on this post here:","Możesz zobaczyć wszystkie pingbacki do tego wpisu tutaj: "
"Trash it: %s","Przenieś do kosza: %s"
"Delete it: %s","Usuń: %s"
"Spam it: %s","Oznacz jako spam: %s"
"Website : %s (IP: %s , %s)","Witryna internetowa : %s (IP: %s , %s)"
"Trackback excerpt:","Wypis z trackbacku: "
"Pingback excerpt:","Wypis z pingbacku: "
"Approve it: %s","Zatwierdź: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Na zatwierdzenie oczekuje w sumie %s komentarz. Proszę odwiedzić ekran moderacji:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Na zatwierdzenie oczekują w sumie %s komentarze. Proszę odwiedzić ekran moderacji:"
"[%s] Please moderate: \"%s\"","[%s] Prośba o moderację: \"%s\""
"Password Lost and Changed for user: %s","Hasło utracone i zmienione, użytkownik: %s"
"[%s] Password Lost/Changed","[%s] Utracone/zmienione hasło"
"Username: %s","Nazwa użytkownika: %s"
"[%s] New User Registration","[%s] Rejestracja nowego użytkownika"
"Password: %s","Hasło: %s"
"[%s] Your username and password","[%s] Twoja nazwa użytkownika i hasło"
"Protected: %s","Zabezpieczony: %s"
"Private: %s","Prywatny: %s"
"There is no excerpt because this is a protected post.","Brak wypisu, ponieważ wpis jest zabezpieczony hasłem."
"Next page","Następna strona"
"Previous page","Poprzednia strona"
"Home","Strona główna"
"This post is password protected. To view it please enter your password below:","Ten wpis jest zabezpieczony hasłem. Aby go zobaczyć, proszę wprowadzić swoje hasło poniżej:"
"j F, Y @ G:i","j F Y \\o H:i"
"%s [Autosave]","%s [zapisana automatycznie]"
"%s [Current Revision]","%s [aktualna wersja]"
"%s by %s","%s, autor: %s"
"Compare Revisions","Porównaj wersje"
"Revision","Wersja"
"Published","Opublikowano"
"Published <span class=\"count\">(%s)</span>","Opublikowane <span class=\"count\">(%s)</span>"
"Scheduled","Zaplanowano"
"Scheduled <span class=\"count\">(%s)</span>","Zaplanowane <span class=\"count\">(%s)</span>"
"Draft","Szkic"
"Draft <span class=\"count\">(%s)</span>","Szkice <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Szkice <span class=\"count\">(%s)</span>"
"Pending","Oczekujące"
"Pending <span class=\"count\">(%s)</span>","Oczekujące na przegląd <span class=\"count\">(%s)</span>"
"Private","Prywatne"
"Private <span class=\"count\">(%s)</span>","Prywatne <span class=\"count\">(%s)</span>"
"Trash","Kosz"
"Trash <span class=\"count\">(%s)</span>","Kosz <span class=\"count\">(%s)</span>"
"Content, title, and excerpt are empty.","Pola treść, tytuł i wypis są puste."
"Could not update post in the database","Nie można było zaktualizować wpisu w bazie danych"
"Could not insert post into the database","Nie można było wstawić wpisu do bazy danych"
"The page template is invalid.","Szablon strony jest nieprawidłowy."
"Cannot create a revision of a revision","Nie można utworzyć alternatywnej wersji alternatywnej wersji"
"You do not have permission to preview drafts.","Nie posiadasz uprawnienia do podglądu szkiców."
"Cannot create a user with an empty login name.","Nie można utworzyć konta bez nazwy."
"An error has occurred, which probably means the feed is down. Try again later.","Wystąpił błąd, co prawdopodobnie oznacza, że kanał nie działa. Spróbuj ponownie później."
"You are about to permanently delete the selected items.\n  'Cancel' to stop, 'OK' to delete.","Zamierzasz usunąć zaznaczone pozycje na zawsze.\n  Kliknij 'Anuluj', aby anulować tę operację, lub 'OK', aby ją sfinalizować."
"Enter a word to look up:","Wprowadź słowo, które chcesz wyszukać:"
"Dictionary lookup","Wyszukiwanie w słowniku"
"lookup","szukaj"
"Close all open tags","Zamknij wszystkie otwarte tagi"
"close tags","zamknij tagi"
"Enter the URL","Wprowadź adres URL"
"Enter the URL of the image","Wprowadź adres URL obrazka"
"Enter a description of the image","Wprowadź opis obrazka"
"You do not have permission to do that.","Nie posiadasz uprawnienia do wykonania tej operacji."
"An unidentified error has occurred.","Wystąpił niezidentyfikowany błąd."
"Next &gt;","Następne &raquo;"
"&lt; Prev","&laquo; Poprzednie"
"of","z"
"This feature requires inline frames. You have iframes disabled or your browser does not support them.","Ta funkcja wymaga użycia ramek inline. Obsługa iframe'ów jest w Twojej przeglądarce wyłączona lub nie są one przez nią obsługiwane."
"not configured","nie skonfigurowano"
"You have attempted to queue too many files.","Próbowano dodać do kolejki zbyt wiele plików."
"This file is empty. Please try another.","Ten plik jest pusty. Proszę spróbować wysłać inny."
"This file type is not allowed. Please try another.","Wysyłanie plików tego typu nie jest dozwolone. Proszę spróbować wysłać inny plik."
"An error occurred in the upload. Please try again later.","Wystąpił błąd podczas wysyłania pliku na serwer. Proszę spróbować ponownie później."
"There was a configuration error. Please contact the server administrator.","W konfiguracji znajduje się błąd. Proszę skontaktować się z administratorem serwera."
"You may only upload 1 file.","Możesz wysłać tylko jeden plik."
"HTTP error.","Błąd HTTP."
"Upload failed.","Wysyłanie nie powiodło się."
"IO error.","Błąd wejścia/wyjścia."
"Security error.","Błąd zabezpieczeń."
"Upload stopped.","Wysyłanie zostało zatrzymane."
"Crunching&hellip;","Dzielenie&hellip;"
"moved to the trash.","został przeniesiony do kosza."
"Separate multiple categories with commas.","Oddziel kolejne kategorie przecinkami."
"Medium","Średni"
"Publish on:","Opublikuj:"
"Schedule for:","Zaplanuj na:"
"Published on:","Opublikowany:"
"Show more comments","Pokaż więcej komentarzy"
"No more comments found.","Nie znaleziono więcej komentarzy."
"Password Protected","Zabezpieczony hasłem"
"Submitted on:","Wysłany:"
"Error while saving the changes.","Błąd zapisu zmian."
"Remove From Bulk Edit","Nie poddawaj masowej edycji"
"Plugin Information:","Informacje o wtyczce:"
"Saving...","Zapisywanie..."
"Could not set that as the thumbnail image. Try a different attachment.","Nie można było ustawić tego pliku jako miniatury. Proszę spróbować użyć innego załącznika."
"Saving Draft&#8230;","Zapisywanie szkicu&#8230;"
"Empty Term","Brak terminu"
"Invalid term ID","Nieprawidłowy identyfikator terminu"
"A name is required for this term","Wymagane jest wprowadzenie nazwy dla tego terminu"
"Could not insert term into the database","Nie można było dodać pozycji do bazy danych"
"The slug &#8220;%s&#8221; is already in use by another term","Uproszczona nazwa &#8222;%s&#8221; jest już używana przez inny element"
"Invalid object ID","Nieprawidłowy identyfikator elementu"
"Template is missing.","Brak szablonu."
"The parent theme is missing. Please install the \"%s\" parent theme.","Brak motywu nadrzędnego. Proszę zainstalować motyw nadrzędny pt. &#8222;%s&#8221;."
"Stylesheet is missing.","Brak arkusza stylów."
"<strong>ERROR</strong>: The username field is empty.","<strong>BŁĄD</strong>: Pole &#8222;Nazwa użytkownika&#8221; jest puste."
"<strong>ERROR</strong>: The password field is empty.","<strong>BŁĄD</strong>: Pole &#8222;Hasło&#8221; jest puste."
"<strong>ERROR</strong>: Invalid username. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>BŁĄD</strong>: Nieprawidłowa nazwa użytkownika. <a href=\"%s\" title=\"Hasło utracone i znalezione\">Nie pamiętasz swojego hasła</a>?"
"<strong>ERROR</strong>: Your account has been marked as a spammer.","<strong>BŁĄD</strong>: Twoje konto zostało oznaczone jako konto spamera."
"Please log in again.","Proszę zalogować się ponownie."
"Sidebar %d","Panel boczny nr %d"
"<strong>ERROR</strong>: WordPress %s requires MySQL %s or higher","<strong>BŁĄD</strong>: WordPress %s wymaga MySQL-a w wersji %s lub nowszej"
"Powered by WordPress","Oparte na WordPressie"
"<strong>ERROR</strong>: Enter a username or e-mail address.","<strong>BŁĄD</strong>: Wprowadź nazwę użytkownika lub adres e-mail."
"<strong>ERROR</strong>: There is no user registered with that email address.","<strong>BŁĄÐ</strong>: Brak zarejestrowanego użytkownika o wprowadzonym adresie e-mail."
"<strong>ERROR</strong>: Invalid username or e-mail.","<strong>BŁĄD</strong>: Nieprawidłowa nazwa użytkownika lub e-mail."
"Password reset is not allowed for this user","Generowanie nowego hasła do tego konta użytkownika jest niedozwolone"
"[%s] Password Reset","[%s] Ustawianie nowego hasła"
"The e-mail could not be sent.","E-mail nie mógł zostać wysłany."
"Possible reason: your host may have disabled the mail() function...","Możliwa przyczyna: administrator Twojego serwera wyłączył funkcję mail()..."
"Invalid key","Nieprawidłowy klucz"
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>BŁĄD</strong>: Proszę wprowadzić swój adres e-mail."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>BŁĄD</strong>: Wprowadzony adres e-mail nie jest prawidłowy."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>BŁĄD</strong>: Rejestracja nie mogła zostać przeprowadzona... proszę skontaktować się z <a href=\"mailto:%s\">webmasterem</a>!"
"Sorry, that key does not appear to be valid.","Przepraszamy, ten klucz nie wydaje się być prawidłowy."
"Lost Password","Utracone hasło"
"Username or E-mail:","Nazwa użytkownika lub e-mail:"
"Get New Password","Zdobądź nowe hasło"
"Are you lost?","Potrzebujesz pomocy?"
"&larr; Back to %s","&larr; Powrót do witryny &#8222;%s&#8221;"
"Registration Form","Formularz rejestracyjny"
"Register For This Site","Zarejestruj się na tej witrynie"
"A password will be e-mailed to you.","Hasło zostanie wysłane e-mailem."
"Password Lost and Found","Hasło utracone i znalezione"
"Lost your password?","Nie pamiętasz hasła?"
"You have logged in successfully.","Zalogowano się pomyślnie."
"<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress.","<strong>BŁĄD</strong>: Ciasteczka są blokowane lub nieobsługiwane przez Twoją przeglądarkę. Musisz <a href='http://www.google.com/cookies.html'>włączyć obsługę ciasteczek</a>, by móc używać WordPressa."
"You are now logged out.","Wylogowano się."
"User registration is currently not allowed.","Rejestracja użytkowników jest obecnie niedozwolona."
"Check your e-mail for the confirmation link.","Odnośnik potwierdzający został wysłany e-mailem."
"Check your e-mail for your new password.","Nowe hasło zostało wysłane e-mailem."
"Registration complete. Please check your e-mail.","Rejestracja została ukończona. Proszę sprawdzić e-maila."
"Your session has expired. Please log-in again.","Twoja sesja wygasła. Proszę zalogować się ponownie."
"Slow down cowboy, no need to check for new mails so often!","Zwolnij trochę, kowboju, nie ma potrzeby sprawdzać czy są nowe wiadomości tak często!"
"There doesn&#8217;t seem to be any new mail.","Wygląda na to, że nie ma żadnych nowych wiadomości."
"Author is %s","Autorem jest %s"
"<strong>Author:</strong> %s","<strong>Autor:</strong> %s"
"<strong>Posted title:</strong> %s","<strong>Tytuł publikacji:</strong> %s"
"Oops: %s","Ups: %s"
"Privacy:","Prywatność:"
"(Must be at least 4 characters, letters and numbers only.)","(Musi składać się z co najmniej 4 znaków; wyłącznie liter i cyfr)."
"Email&nbsp;Address:","Adres&nbsp;e-mail:"
"There was a problem, please correct the form below and try again.","Wystąpił problem. Proszę poprawić dane wprowadzone do pól poniższego formularza i spróbować ponownie."
"Get your own %s account in seconds","Załóż swoje własne konto w sieci %s w ciągu kilku sekund"
"Just a username, please.","Proszę tylko wprowadzić o nazwę użytkownika."
"Next","Dalej"
"%s is your new username","%s jest Twoją nową nazwą użytkownika"
"But, before you can start using your new username, <strong>you must activate it</strong>.","Zanim zaczniesz używać swojej nowej nazwy użytkownika, <strong>konieczna jest jej aktywacja</strong>."
"If you do not activate your username within two days, you will have to sign up again.","Jeśli nie aktywujesz swojej nazwy użytkownika w ciągu dwóch dni, konieczne będzie dokonanie ponownej rejestracji."
"Signup","Zarejestruj się"
"Still waiting for your email?","Nadal czekasz na e-maila?"
"Registration has been disabled.","Możliwość rejestracji została wyłączona."
"User registration has been disabled.","Możliwość rejestracji kont została wyłączona."
"Help","Pomoc"
"Black","Czarny"
"Brown","Brązowy"
"Green","Zielony"
"Orange","Pomarańczowy"
"Pink","Różowy"
"Purple","Fioletowy"
"Red","Czerwony"
"Silver","Srebrny"
"White","Biały"
"Yellow","Żółty"
"Width","Szerokość"
"About","Informacje"
"<strong>ERROR</strong>: Please enter a username.","<strong>BŁĄD</strong>: Proszę wprowadzić nazwę użytkownika."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>BŁĄD</strong>: Ten adres e-mail jest już zarejestrowany, proszę skorzystać z innego."
"There are no options for this widget.","Ten widget nie posiada opcji."
"Strength indicator","Siłomierz"
"Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; ).","Wskazówka: Twoje hasło powinno składać się z co najmniej siedmiu znaków. Aby było ono silniejsze, możesz skorzystać z wielkich i małych liter, cyfr i symboli, takich jak !, \", ?, $, %s, ^, &amp; czy )."
"Very weak","Bardzo słabe"
"Weak","Słabe"
"Strong","Silne"
"Edit Category","Edytuj kategorię"
"Edit Link","Edytuj odnośnik"
"Enabled","Włączone"
"Allow people to post comments on new articles","Zezwól na komentowanie nowych artykułów"
"Date Format","Format daty"
"Time Format","Format godziny"
"Height","Wysokość"
"Default","Domyślny"
"Plugin","Wtyczkę"
"Insert Image","Wstaw obrazek"
"Visual","Wizualny"
"Title:","Tytuł:"
"Separate tags with commas","Oddziel kolejne tagi przecinkami"
"Select All","Zaznacz wszystko"
"(required)","(wymagane)"
"Website","Witryna internetowa"
"Widgets","Widgety"
"Sorry, your entry could not be posted. Something wrong happened.","Przepraszamy, Twój wpis nie mógł zostać dodany. Coś poszło nie tak."
"Sorry, you do not have the right to edit this post.","Przepraszamy, nie posiadasz uprawnienia do edycji tego wpisu."
"For some strange yet very annoying reason, this post could not be edited.","Z jakiegoś dziwnego, lecz bardzo irytującego powodu ten wpis nie mógł zostać zmodyfikowany."
"Sorry, you do not have the right to delete this post.","Przepraszamy, nie posiadasz uprawnienia do usunięcia tego wpisu."
"For some strange yet very annoying reason, this post could not be deleted.","Z jakiegoś dziwnego, lecz bardzo irytującego powodu ten wpis nie mógł zostać usunięty."
"Sorry, comments are closed for this item.","Przepraszamy, tego artykułu nie można komentować."
"Sorry, you must be logged in to post a comment.","Przepraszamy, musisz się zalogować, aby móc napisać komentarz."
"Akismet Configuration","Konfiguracja Akismeta"
"Your key has been cleared.","Twój klucz został wyczyszczony."
"Your key has been verified. Happy blogging!","Twój klucz został pomyślnie zweryfikowany. Miłego blogowania!"
"The key you entered is invalid. Please double-check it.","Wprowadzony klucz jest nieprawidłowy. Proszę sprawdzić go dwukrotnie."
"The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration.","Wprowadzony klucz nie mógł zostać zweryfikowany, ponieważ nie można było połączyć się z akismet.com. Proszę sprawdzić konfigurację serwera."
"There was a problem connecting to the Akismet server. Please check your server configuration.","Nie udało się połączyć się z serwerem Akismeta. Proszę sprawdzić konfigurację serwera."
"Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)","Proszę wprowadzić klucz API. (<a href=\"%s\" style=\"color:#fff\">Zdobądź swój klucz.</a>)"
"This key is valid.","Ten klucz jest prawidłowy."
"The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration.","Poniższy klucz został już wcześniej zweryfikowany, ale połączenie z akismet.com nie może zostać w tej chwili ustanowione. Proszę sprawdzić konfigurację serwera."
"Why might my key be invalid?","Dlaczego mój klucz może być nieprawidłowy?"
"This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar.","Przyczyny tego problemu mogą być dwie - możliwe, że klucz został nieprawidłowo skopiowany lub wtyczka nie może połączyć się z serwerami Akismeta, co często powodowane jest ustawieniami zapór sieciowych na serwerach WWW."
"Update options &raquo;","Zaktualizuj opcje &raquo;"
