"Invalid user ID.","Neplatné ID používateľa."
"WordPress includes a rich HTML editor that works well in all major web browsers used today. However editing HTML is not the same as typing text. Each web page has two major components: the structure, which is the actual HTML code and is produced by the editor as you type, and the display, that is applied to it by the currently selected WordPress theme and is defined in style.css. WordPress is producing valid XHTML 1.0 which means that inserting multiple line breaks (BR tags) after a paragraph would not produce white space on the web page. The BR tags will be removed as invalid by the internal HTML correcting functions.","WordPress zahŕňa Pokročilý HTML editor, ktorý bez problémov funguje vo väčšine široko používaných webových prehliadačov. V každom prípade, písanie HTML sa líši od písania bežného textu. Každá webstránka obsahuje dva základné komponenty: štruktúru, teda samotný HTML kód, ktorý editor vytvára počas vášho písania, a spôsob zobrazenia, ktorý sa aplikuje podľa vybranej WordPress témy a jej style.css. WordPress produkuje validný XHTML 1. kód, čo v praxi znamená, že vloženie viacerých prázdnych riadkov (BR značiek) po odstavci nespôsobí vytvorenie prázdneho priestoru na webstránke. Interné funkcie programu automaticky opravia HTML kód tým, že odstránia všetky neplatné BR značky."
"While using the editor, most basic keyboard shortcuts work like in any other text editor. For example: Shift+Enter inserts line break, Ctrl+C = copy, Ctrl+X = cut, Ctrl+Z = undo, Ctrl+Y = redo, Ctrl+A = select all, etc. (on Mac use the Command key instead of Ctrl). See the Hotkeys tab for all available keyboard shortcuts.","V textovom editore funguje väčšina bežne používaných klávesových skratiek. Napríklad: Shift+Enter prejde na nový riadok, Ctrl+C = kopírovať, Ctrl+X = vystrihnúť, Ctrl+Z = späť, Ctrl+Y = znovu, Ctrl+A = vybrať všetko, a podobne. (na Mac počítačoch použite namiesto Ctrl klávesu Command). Zoznam všetkých klávesových skratiek nájdete v karte Klávesové skratky."
"If you do not like the way the rich editor works, you may turn it off from Your Profile submenu, under Users in the admin menu.","Ak nemáte radi sofistikované HTML editory, môžete ho vypnúť v menu Používatelia/Váš profil/Vizuálny editor."
"Advanced Rich Editing","Ďalšie možnosti Pokročilého editoru"
"Images and Attachments","Obrázky a prílohy"
"There is a button in the editor toolbar for inserting images that are already hosted somewhere on the internet. If you have a URL for an image, click this button and enter the URL in the box which appears.","V paneli nástrojov editora je tlačidlo na vloženie obrázkov, ktoré sa už nachádzajú inde na internete. Ak máte URL adresu takéhoto obrázku, kliknite na toto tlačidlo a zadajte URL do poľa, ktoré sa objaví."
"HTML in the Rich Editor","HTML v Pokročilom editore"
"Pasting in the Rich Editor","Vkladanie v Pokročilom editore"
"Writing at Full Speed","Zápis plnou rýchlosťou"
"Rather than reaching for your mouse to click on the toolbar, use these access keys. Windows and Linux use Ctrl + letter. Macintosh uses Command + letter.","Nepotrebujete myš, aby ste mohli využívať panel nástrojov &ndash; môžete používať klávesové skratky. Vo Windows a Linux sú skratky bežne Ctrl + písmeno. Macintosh zase využíva Command + písmeno."
"Letter","Písmeno"
"Action","Akcia"
"Select all","Vybrať všetko"
"The following shortcuts use different access keys: Alt + Shift + letter.","Nasledujúce klávesové skratky majú rozdielne prístupové klávesy: Alt + Shift + písmeno."
"Check Spelling","Skontroluj pravopis"
"Justify Text","Zarovnať text"
"Insert link","Vložiť odkaz"
"Remove link","Odstrániť odkaz"
"Insert Page Break tag","Vložiť odstránkovanie"
"Got Moxie?","Máte Moxie?"
"Comments Feed","RSS kanál komentárov"
"Previous Post","Predošlý článok"
"Next Post","Ďalší článok"
"Last Post","Posledný článok"
"Newer Comments &raquo;","Novšie komentáre &raquo;"
"&laquo; Older Comments","&laquo; Staršie komentáre"
"S_Sunday_initial","N"
"M_Monday_initial","P"
"T_Tuesday_initial","U"
"W_Wednesday_initial","S"
"T_Thursday_initial","Š"
"F_Friday_initial","P"
"S_Saturday_initial","S"
"number_format_thousands_sep"," "
"Could not read image size","Nie je možné načítať veľkosť obrázku"
"That user does not exist.","Tento užívateľ neexistuje."
"You cannot use that email address to signup. We are having problems with them blocking some of our email. Please use another email provider.","Nemôžete použiť túto emailovú adresu na registráciu. Máme problém s tým, že blokujú niektoré naše emaily. Prosím použite iného poskytovateľa emailu."
"Sorry, usernames must have letters too!","Ospravedlňujeme sa, užívateľské mená musia obsahovať aj písmená!"
"Sorry, that email address is not allowed!","Ospravedlňujeme sa, táto e-mailová adresa nie je povolená!"
"Sorry, that username already exists!","Ospravedlňujeme sa, takéto užívateľské meno už existuje!"
"Sorry, that email address is already used!","Ospravedlňujeme sa, takáto e-mailová adresa je už používaná!"
"That username is currently reserved but may be available in a couple of days.","Toto užívateľské meno je v súčasnosti vyhradené, ale môže byť k dispozícii v priebehu niekoľkých dní."
"username and email used","užívateľské meno a e-mail sa už používa"
"That email address has already been used. Please check your inbox for an activation email. It will become available in a couple of days if you do nothing.","Táto e-mailová adresa už bola použitá. Prosím skontrolujte vašu schránku pre aktivačný email. Ak nič neurobíte, budete môcť opäť využiť túto adresu za pár dní."
"Invalid activation key.","Neplatný aktivačný kľúč."
"Could not create user","Nie je možné vytvoriť užívateľa"
"That username is already activated.","Toto užívateľské meno je už aktivované."
"New User Registration: %s","Nová registrácia užívateľa: %s"
"New %s User: %s","Nový %s užívateľ: %s"
"Dear User,\n\nYour new account is set up.\n\nYou can log in with the following information:\nUsername: USERNAME\nPassword: PASSWORD\nLOGINLINK\n\nThanks!\n\n--The Team @ SITE_NAME","Vážený užívateľ,\n\nváš nový účet bolo vytvorený.\n\nMôžete sa prihlásiť pomocou nasledujúcich informácií:\nUžívateľské meno: USERNAME\nHeslo: PASSWORD\nLOGINLINK\n\nĎakujeme!\n\n--Tím @ SITE_NAME"
"This user has elected to delete their account and the content is no longer available.","Tento užívateľ sa rozhodol zrušiť svoj účet a obsah jeho stránky už nie je viac k dispozícii."
"Database tables are missing.","Chýbajú tabulky databázy."
"<strong>ERROR</strong>: Invalid username or incorrect password.","<strong>CHYBA</strong>: Nesprávne prihlasovacie meno alebo heslo."
"Author : %s (IP: %s , %s)","Autor: %s (IP: %s , %s)"
"E-mail : %s","E-mail: %s"
"Comment:","Komentár:"
"You can see all comments on this post here:","Tu si môžete prezrieť všetky komentáre k tomuto článku:"
"[%s] Comment: \"%s\"","[%s] Komentár: \"%s\""
"Website: %s (IP: %s , %s)","Web: %s (IP: %s , %s)"
"Excerpt:","Zhrnutie:"
"You can see all trackbacks on this post here:","Tu môžete vidieť všetky spätné odkazy na tento článok:"
"[%s] Trackback: \"%s\"","[%s] Spätný odkaz: \"%s\""
"You can see all pingbacks on this post here:","Všetky spätné upozornenia (pingback) k tomuto článku:"
"Trash it: %s","Vyhodiť do koša: %s"
"Delete it: %s","Vymazať: %s"
"Spam it: %s","Určiť ako spam: %s"
"Website : %s (IP: %s , %s)","Web : %s (IP: %s , %s)"
"Trackback excerpt:","Zhrnutie zo spätného odkazu:"
"Pingback excerpt:","Zhrnutie zo spätného upozornenia:"
"Approve it: %s","Schváliť: %s"
"Currently %s comment is waiting for approval. Please visit the moderation panel:","Na schválenie čaká %s komentár. Navštívte panel pre moderovanie:"
"Currently %s comments are waiting for approval. Please visit the moderation panel:","Na schválenie čakajú %s komentáre. Navštívte panel pre moderovanie:"
"[%s] Please moderate: \"%s\"","[%s] Na moderáciu: \"%s\""
"Password Lost and Changed for user: %s","Heslo stratené a&nbsp;zmenené pre používateľa: %s"
"[%s] Password Lost/Changed","[%s] Strata/zmena hesla"
"Username: %s","Užívateľské meno: %s"
"[%s] New User Registration","[%s] Registrácia nového používateľa"
"Password: %s","Heslo: %s"
"[%s] Your username and password","[%s] Vaše užívateľské meno a heslo"
"Protected: %s","Chránené heslom: %s"
"Private: %s","Súkromný obsah: %s"
"There is no excerpt because this is a protected post.","Článok nemá zhrnutie, pretože je chránený."
"Next page","Nasledujúca strana"
"Previous page","Predošlá strana"
"Home","Domovská stránka"
"This post is password protected. To view it please enter your password below:","Obsah je chránený heslom.  Vložte vaše heslo, aby ste mali prístup k tomuto obsahu:"
"j F, Y @ G:i","j F, Y, G:i"
"%s [Autosave]","%s [Automatické uloženie]"
"%s [Current Revision]","%s [aktuálna revízia]"
"%s by %s","%s od autora %s"
"Compare Revisions","Porovnať úpravy"
"Revision","Úprava"
"Published","Publikované"
"Published <span class=\"count\">(%s)</span>","Publikované <span class=\"count\">(%s)</span>"
"Scheduled","Naplánované"
"Scheduled <span class=\"count\">(%s)</span>","Naplánované <span class=\"count\">(%s)</span>"
"Draft","Koncept"
"Draft <span class=\"count\">(%s)</span>","Koncepty <span class=\"count\">(%s)</span>"
"Drafts <span class=\"count\">(%s)</span>","Koncepty <span class=\"count\">(%s)</span>"
"Pending","Čaká na schválenie"
"Pending <span class=\"count\">(%s)</span>","Čaká na schválenie <span class=\"count\">(%s)</span>"
"Private","Súkromné"
"Private <span class=\"count\">(%s)</span>","Súkromné <span class=\"count\">(%s)</span>"
"Trash","Kôš"
"Trash <span class=\"count\">(%s)</span>","Kôš <span class=\"count\">(%s)</span>"
"Content, title, and excerpt are empty.","Obsah, názov a zhrnutie sú prázdne."
"Could not update post in the database","Nepodarilo sa aktualizovať článok v databáze"
"Could not insert post into the database","Nepodarilo sa vložiť článok do databázy"
"The page template is invalid.","Šablóna témy je neplatná."
"Cannot create a revision of a revision","Nemôžem vytvoriť revíziu revízie"
"You do not have permission to preview drafts.","Nemáte oprávnenie pre zobrazenie konceptov."
"Cannot create a user with an empty login name.","Nemožno vytvoriť užívateľa bez prihlasovacieho mena."
"An error has occurred, which probably means the feed is down. Try again later.","Vyskytla sa chyba; kanál je pravdepodobne nefunkčný. Skúste to neskôr znovu."
"You are about to permanently delete the selected items.\n  'Cancel' to stop, 'OK' to delete.","Chystáte sa natrvalo vymazať označené položky. \n  'Zrušiť' stornuje operáciu, 'OK' potvrdí vymazanie."
"Enter a word to look up:","Napíšte slovo, ktoré hľadáte:"
"Dictionary lookup","Hľadanie v slovníku"
"lookup","hľadať"
"Close all open tags","Zatvoriť všetky otvorené značky"
"close tags","zavrieť značky"
"Enter the URL","Zadajte URL"
"Enter the URL of the image","Zadajte URL obrázka"
"Enter a description of the image","Zadajte popis obrázka"
"You do not have permission to do that.","Na túto akciu nemáte dostatočné oprávnenie."
"An unidentified error has occurred.","Vyskytla sa neidentifikovateľná chyba."
"Next &gt;","Ďalej &gt;"
"&lt; Prev","&lt; Predošlá"
"of","z"
"This feature requires inline frames. You have iframes disabled or your browser does not support them.","Táto vlastnosť vyžaduje inline rámy. Buď máte Inline rámy zablokované, alebo ich váš prehliadač nepodporuje."
"not configured","nenastavené"
"You have attempted to queue too many files.","Pokúšate sa dať do fronty príliš veľa súborov."
"This file is empty. Please try another.","Súbor je prázdny. Vyskúšajte prosím iný."
"This file type is not allowed. Please try another.","Tento typ súboru nie je povolený. Vyskúšajte iný."
"An error occurred in the upload. Please try again later.","Počas nahrávania sa vyskytla chyba. Skúste to prosím neskôr."
"There was a configuration error. Please contact the server administrator.","Vyskytla sa chyba v konfigurácii. Kontaktujte administrátora prosím."
"You may only upload 1 file.","Môžete nahrať iba 1 súbor."
"HTTP error.","Chyba HTTP."
"Upload failed.","Nahrávanie zlyhalo."
"IO error.","Chyba IO."
"Security error.","Bezpečnostná chyba."
"Upload stopped.","Nahrávanie prestalo."
"Crunching&hellip;","Spracovávam&hellip;"
"moved to the trash.","presunutý do koša."
"Separate multiple categories with commas.","Viaceré kategórie oddeľte čiarkami."
"Medium","Stredný"
"Publish on:","Publikovať na:"
"Schedule for:","Naplánované na:"
"Published on:","Publikovaný: "
"Show more comments","Zobraziť viac komentárov"
"No more comments found.","Neboli nájdené žiadne komentáre."
"Password Protected","Chránené heslom"
"Submitted on:","Publikované:"
"Error while saving the changes.","Pri ukladaní zmien sa vyskytla chyba."
"Remove From Bulk Edit","Odstrániť z hromadnej editácie"
"Plugin Information:","Informácie o module:"
"Saving...","Ukladám..."
"Could not set that as the thumbnail image. Try a different attachment.","Nie je možné nastaviť ako miniatúru obrázku. Vyskúšajte inú prílohu."
"Saving Draft&#8230;","Koncept sa ukladá&#8230;"
"Empty Term","Prázdny termín"
"Invalid term ID","Neplatné ID výrazu"
"A name is required for this term","Meno je v tomto prípade povinná položka"
"Could not insert term into the database","Nepodarilo sa vložiť výraz do databázy"
"The slug &#8220;%s&#8221; is already in use by another term","Slug &#8220;%s&#8221; je už použitý."
"Invalid object ID","Neplatné ID objektu"
"Template is missing.","Chýba šablóna."
"The parent theme is missing. Please install the \"%s\" parent theme.","Chýba nadradená téma. Prosím nainštalujte nadradenú tému \"%s\"."
"Stylesheet is missing.","Chýba šablóna štýlov."
"<strong>ERROR</strong>: The username field is empty.","<strong>CHYBA</strong>: Nebolo vyplnené prihlasovacie meno."
"<strong>ERROR</strong>: The password field is empty.","<strong>Chyba</strong>: Nebolo vyplnené heslo."
"<strong>ERROR</strong>: Invalid username. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>CHYBA</strong>: Nesprávne prihlasovacie meno. <a href=\"%s\" title=\"Stratené heslo\">Zabudli ste heslo</a>?"
"<strong>ERROR</strong>: Your account has been marked as a spammer.","<strong>CHYBA</strong>: Váš účet bol označený ako pôvodca spamu."
"Please log in again.","Prihláste sa prosím znovu."
"Sidebar %d","Bočný panel %d"
"<strong>ERROR</strong>: WordPress %s requires MySQL %s or higher","<strong>CHYBA</strong>: WordPress %s vyžaduje MySQL %s alebo vyššie"
"Powered by WordPress","Založené na systéme WordPress"
"<strong>ERROR</strong>: Enter a username or e-mail address.","<strong>CHYBA</strong>: Zadajte prihlasovacie meno, alebo e-mailovú adresu."
"<strong>ERROR</strong>: There is no user registered with that email address.","<strong>CHYBA</strong>: S takouto e-mailovou adresou nie je zaregistrovaný žiadny užívateľ."
"<strong>ERROR</strong>: Invalid username or e-mail.","<strong>CHYBA</strong>: Nesprávne prihlasovacie meno, alebo e-mail."
"Password reset is not allowed for this user","Znovunastavenie hesla pre tohoto používateľa nie je povolené"
"[%s] Password Reset","[%s] Znovunastavenie hesla"
"The e-mail could not be sent.","E-mail sa nepodarilo odoslať."
"Possible reason: your host may have disabled the mail() function...","Možná príčina: Váš hostiteľ mohol zakázať funkciu mail()..."
"Invalid key","Nesprávny kľúč"
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>CHYBA</strong>: Zadajte, prosím, svoju e-mailovú adresu."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>CHYBA</strong>: E-mailová adresa nie je správna."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>CHYBA</strong>: Nie je možné vás zaregistrovať&hellip; Kontaktujte, prosím, <a href=\"mailto:%s\">správcu webu</a>!"
"Sorry, that key does not appear to be valid.","Žiaľ, tento kľúč je zrejme neplatný."
"Lost Password","Zabudli ste heslo?"
"Username or E-mail:","Užívateľské meno alebo e-mail:"
"Get New Password","Získať nové heslo"
"Are you lost?","Stratili ste sa?"
"&larr; Back to %s","&laquo; Naspäť na %s"
"Registration Form","Registračný formulár"
"Register For This Site","Registrovať sa v tejto lokalite"
"A password will be e-mailed to you.","Heslo vám bude zaslané e-mailom."
"Password Lost and Found","Straty a nálezy hesla"
"Lost your password?","Zabudli ste heslo?"
"You have logged in successfully.","Boli ste úspešne prihlásený."
"<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress.","<strong>CHYBA</strong>: Cookies sú blokované, alebo ich Váš prehliadač nepodporuje. Ak chcete používať Wordpress musíte <a href='http://www.google.com/cookies.html'>povoliť využívanie cookies</a>."
"You are now logged out.","Ste odhlásený."
"User registration is currently not allowed.","Registrácia nových používateľov nie je povolená."
"Check your e-mail for the confirmation link.","Skontrolujte svoj e-mail, kde by ste mali mať odkaz s potvrdením."
"Check your e-mail for your new password.","Skontrolujte svoj e-mail, kde by ste mali nájsť vaše nové heslo."
"Registration complete. Please check your e-mail.","Registrácia bola dokončená. Skontrolujte svoj e-mail."
"Your session has expired. Please log-in again.","Vaše prihlásenie vypršalo. Prosím, prihláste sa znovu."
"Slow down cowboy, no need to check for new mails so often!","Spomaľte, nie je potrebné tak často kontrolovať váš e-mail."
"There doesn&#8217;t seem to be any new mail.","Neprišiel žiadny nový e-mail."
"Author is %s","Autor je %s"
"<strong>Posted title:</strong> %s","<strong>Nadpis:</strong> %s"
"Oops: %s","Chyba: %s"
"Privacy:","Ochrana osobných údajov:"
"(Must be at least 4 characters, letters and numbers only.)","(Musí mať aspoň 4 znaky, len písmená a čísla.)"
"Email&nbsp;Address:","Emailová&nbsp;adresa:"
"There was a problem, please correct the form below and try again.","Vyskytol sa problém. Prosím, skontrolujte a opravte formulár a skúste to znova."
"Get your own %s account in seconds","Získajte vlastný %s účet za pár sekúnd"
"Just a username, please.","Len užívateľské meno, prosím."
"Next","Ďalej"
"%s is your new username","%s je vaše nové užívateľské meno"
"But, before you can start using your new username, <strong>you must activate it</strong>.","Skôr, než môžete začať používať vaše nové užívateľské meno, <strong>musíte si ho aktivovať</strong>."
"If you do not activate your username within two days, you will have to sign up again.","Ak nebude vaše užívatelské meno aktivované do dvoch dní, budete sa musieť znovu zaregistrovať."
"Signup","Registrácia"
"Still waiting for your email?","Stále čakáte na váš e-mail?"
"Registration has been disabled.","Registrácia bola zablokovaná."
"User registration has been disabled.","Registrácia užívateľov bola zablokovaná."
"Help","Pomocník"
"Black","Čierna"
"Brown","Hnedá"
"Green","Zelená"
"Orange","Oranžová"
"Pink","Ružová"
"Purple","Fialová"
"Red","Červená"
"Silver","Strieborná"
"White","Biela"
"Yellow","Žltá"
"Width","Šírka"
"About","Info o ..."
"<strong>ERROR</strong>: Please enter a username.","<strong>CHYBA</strong>: Prosím, zadajte používateľské meno."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>CHYBA</strong>: Tento e-mail je už zaregistrovaný, zadajte prosím inú adresu."
"There are no options for this widget.","Pre tento widget nie sú žiadne nastavenia."
"Strength indicator","Indikátor bezpečnosti hesla"
"Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; ).","Pomôcka: Vaše heslo by malo mať aspoň 7 znakov. Aby ste mali čo najsilnejšie, využite malé a veľké písmená, čísla a symboly ako ! \" ? $ %s ^ &amp; )."
"Very weak","veľmi slabé"
"Weak","Slabé"
"Strong","Silné"
"Edit Category","Upraviť kategóriu"
"Edit Link","Upravit odkaz"
"Enabled","Zapnuté"
"Allow people to post comments on new articles","Povoliť ľuďom pridávať komentáre ku článkom"
"Date Format","Formát dátumu"
"Time Format","Formát času"
"Height","Výška"
"Default","Predvolený"
"Plugin","Modul"
"Insert Image","Vložiť obrázok"
"Visual","Vizuálny editor"
"Title:","Nadpis:"
"Separate tags with commas","Značky oddeľte čiarkami"
"Select All","Vybrať všetko"
"(required)","(povinné)"
"Website","Adresa webu"
"Widgets","Widgety"
"Sorry, your entry could not be posted. Something wrong happened.","Prepáčte, ale váš záznam nemohol byť publikovaný. Stalo sa niečo nesprávneho."
"Sorry, you do not have the right to edit this post.","Nemáte oprávnenie na úpravy tohoto článku."
"For some strange yet very annoying reason, this post could not be edited.","Z nejakého zvláštneho dôvodu nie je možné tento článok upraviť."
"Sorry, you do not have the right to delete this post.","Nemáte oprávnenie na vymazanie tohoto článku."
"For some strange yet very annoying reason, this post could not be deleted.","Z nejakého zvláštneho dôvodu nie je možné tento článok zmazať."
"Sorry, comments are closed for this item.","Prepáčte, komentáre k tejto položke sú uzavreté."
"Sorry, you must be logged in to post a comment.","Prepáčte,  pred zaslaním komentára sa musíte prihlásiť."
"Akismet Configuration","Nastavenie Akismet"
"Your key has been cleared.","Váš kľúč bol overený."
"Your key has been verified. Happy blogging!","Váš kľúč bol overený. Spokojne blogujte!"
"The key you entered is invalid. Please double-check it.","Zadaný kľúč je neplatný. Poriadne ho skontrolujte."
"The key you entered could not be verified because a connection to akismet.com could not be established. Please check your server configuration.","Kľúč, ktorý ste zadali, nebolo možné overiť, pretože sa nepodarilo nadviazať spojenie s akismet.com. Prosím, skontrolujte konfiguráciu svojho servera."
"There was a problem connecting to the Akismet server. Please check your server configuration.","Pri pripájaní na server Akismet nastal problém. Prosím, skontrolujte konfiguráciu vášho servera."
"Please enter an API key. (<a href=\"%s\" style=\"color:#fff\">Get your key.</a>)","Zadajte, prosím, kľúč API. (<a href=\"%s\" style=\"color:#fff\">Získajte svoj kľúč.</a>)"
"This key is valid.","Tento kľúč je platný."
"The key below was previously validated but a connection to akismet.com can not be established at this time. Please check your server configuration.","Kľúč nižšie bol v minulosti overený, ale v súčasnosti sa nepodarilo nadviazať spojenie s akismet.com. Prosím, skontrolujte nastavenie vášho servera."
"Why might my key be invalid?","Prečo by mohol byť môj kľúč neplatný?"
"This can mean one of two things, either you copied the key wrong or that the plugin is unable to reach the Akismet servers, which is most often caused by an issue with your web host around firewalls or similar.","Toto môže mať dve príčiny, buď ste nesprávne skopírovali kľúč, alebo modul nedokáže nadviazať spojenie so servermi Akismet, čo je najčastejšie spôsobené problémami so zabezpečením firewallov vaším hostiteľom."
"Update options &raquo;","Aktualizovať nastavenia &raquo;"
"Server Connectivity","Konektivita servera"
"Unable to reach some Akismet servers.","Nie je možné pripojiť sa k niektorým Akismet serverom."
"A network problem or firewall is blocking some connections from your web server to Akismet.com.  Akismet is working but this may cause problems during times of network congestion.  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Nejaký sieťový problém alebo firewall čiastočne blokuje pripojenie k Akismet.com. Akismet síce funguje, ale môžu sa vyskytnúť nejaké problémy v dobe keď je preťažená sieť. Prosím kontaktujte svoj webhosting alebo správcu firewall-u a odkážte ich na <a href=\"%s\" target=\"_blank\">tieto informácie o Akismet a firewall-och</a>."
"Unable to reach any Akismet servers.","Nie je možné pripojiť sa k žiadnemu Akismet serveru."
"A network problem or firewall is blocking all connections from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Nejaký sieťový problém alebo firewall blokuje akékoľvek pripojenie k Akismet.com. <strong> Kým tento problém nebude vyriešený, Akismet nebude správne fungovať,</strong> Prosím kontaktujte svoj webhosting, alebo správcu firewall-u a odkáže ich na <a href=\"%s\" target=\"_blank\">tieto informácie o Akismet a firewall-och</a>."
"All Akismet servers are available.","Všetky Akismet servery sú dostupné."
"Akismet is working correctly.  All servers are accessible.","Akismet pracuje správne. Všetky servery sú dostupné."
"Network functions are disabled.","Sieťové funkcie sú nedostupné."
"Unable to find Akismet servers.","Nie je možné nájsť Akismet servery."
"A DNS problem or firewall is preventing all access from your web server to Akismet.com.  <strong>Akismet cannot work correctly until this is fixed.</strong>  Please contact your web host or firewall administrator and give them <a href=\"%s\" target=\"_blank\">this information about Akismet and firewalls</a>.","Problém s DNS alebo firewallom neumožňuje pripojenie k Akismet.com. <strong>Kým tento problém nebude vyriešený, Akismet nebude správne fungovať.</strong>. Prosím kontaktujte svoj webhosting, alebo správcu firewall-u a odkáže ich na <a href=\"%s\" target=\"_blank\">tieto informácie o Akismet a firewall-och</a>."
"Network Status","Stav siete"
"Last checked %s ago.","Naposledy overené pred %s."
"Check network status &raquo;","Skontrolovať stav siete &raquo;"
"Akismet Stats","Akismet štatistiky"
"Akismet is almost ready.","Akismet je takmer pripravený."
"Akismet has detected a problem.","Akismet objavil problém."
"You do not have sufficient permission to moderate comments.","Nemáte dostatočné práva na moderovanie komentárov."
"%s comments recovered.","%s komentárov obnovených."
"All spam deleted.","Všetok spam bol vymazaný."
"Caught Spam","Zachytený spam"
"Akismet has caught <strong>%s spam</strong> for you since you first installed it.","Odkedy ste ho nainštalovali, Akismet pre vás zachytil <strong>%s</strong> spamových komentárov."
"You have no spam currently in the queue. Must be your lucky day. :)","Nečaká tu na vás žiaden spam. Dnes musíte mať šťastný deň. :-)"
"You can delete all of the spam from your database with a single click. This operation cannot be undone, so you may wish to check to ensure that no legitimate comments got through first. Spam is automatically deleted after 15 days, so don&#8217;t sweat it.","Jediným kliknutím môžete vymazať všetok spam z vašej databázy. Táto operácia sa nedá zvrátiť, preto by ste sa mali uistiť, že žiadne legitímne komentáre tu omylom neuviazli. Spam sa automaticky maže po 15-tich dňoch."
"There are currently %s comments identified as spam.","Aktuálne je %s komentárov označených ako spam."
"Delete all","Zmazať všetko"
"These are the latest comments identified as spam by Akismet. If you see any mistakes, simply mark the comment as \"not spam\" and Akismet will learn from the submission. If you wish to recover a comment from spam, simply select the comment, and click Not Spam. After 15 days we clean out the junk for you.","Toto sú najnovšie komentáre, ktoré Akismet označil ako spam. Ak vidíte akékoľvek chyby, jednoducho označte komentár ako \"Nie je spam\" a Akismet sa z návrhu poučí. Ak si prajete vyňať komentár spomedzi spamu, tak jednoducho označte tento komentár a kliknite na \"Nie je spam\". Po 15-ich dňoch zvyšný odpad vyčistíme za vás."
"All","Všetko"
"Search Spam &raquo;","Prehľadať spam &raquo;"
"&laquo; Previous Page","&laquo; Predošlá strana"
"Next Page &raquo;","Nasledujúca strana &raquo;"
"De-spam marked comments &raquo;","Komentáre označiť ako nie-spam &raquo;"
"Comments you de-spam will be submitted to Akismet as mistakes so it can learn and get better.","Komentáre, ktoré označíte ako nie-spam budú zaslané službe Akismet ako chybné vyhodnotenia, aby sa z nich do budúcna mohla služba poučiť a zlepšiť sa."
"<a href=\"%s\">Akismet</a> has protected your site from <a href=\"%s\">%s spam comments</a>.","<a href=\"%s\">Akismet</a> ochránil vašu stránku už pred <a href=\"%s\">%s spam komentármi</a>."
"Recheck Queue for Spam","Znovu skontrolovať či je vo fronte spam"
"Check for Spam","Skontrolovať či je vo fronte spam"
"Comments on %s","Komentáre k %s"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Využívame WordPress, najmodernejší osobný sémantický redakčný systém."
"Enter your password to view comments.","Zadajte heslo a zobrazia sa komentáre."
"No Comments","Nekomentované"
"1 Comment","Jeden komentár"
"%s Comments","Komentáre (%s)"
"Edit This","Upraviť"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Prepáčte, ale pred zanechaním komentára sa musíte <a href=\"%s\">prihlásiť</a>."
"Tags:","Značky:"
"(more...)","(viac...)"
"Pages:","Stránky:"
"The latest comments to all posts in RSS","Najnovšie komentáre ku všetkým článkom v RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Komentáre v <abbr title=\"Really Simple Syndication\">RSS</abbr>"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">hovorí:</span>"
"Your comment is awaiting moderation.","Váš komentár čaká na schválenie."
"%s at %s","%s o %s"
"(Edit)","(Upraviť)"
"View all posts in %s","Zobraz všetky články v&nbsp;kategórii %s"
"XML error: %s at line %d","XML chyba: %s na riadku %d"
"Posts by %s","Autor článku %s"
"Last updated: %s","Naposledy aktualizované: %s"
"Bookmarks","Záložky"
"Usage of user levels by plugins and themes is deprecated. Use roles and capabilities instead.","Používanie užívateľských úrovní v moduloch a témach je zastarané. Namiesto toho použite role a oprávnenia."
"No categories","Žiadne kategórie"
"%s topic","%s téma"
"%s topics","%s témy"
"No server specified","Nebol zadaný žiaden server"
"no login ID submitted","Nebolo zadané žiadne login ID"
"connection not established","spojenie nebolo nadviazané"
"No password submitted","Nebolo zadané heslo"
"Authentication failed","Zlyhala autorizácia"
"No connection to server","Nepodarilo sa pripojiť k serveru"
"No login ID submitted","Nebolo zadané žiadne login ID"
"No server banner","Žiaden serverový banner"
"abort","zrušiť"
"apop authentication failed","Zlyhala autorizácia apop"
"Premature end of list","Predčasné ukončenie zoznamu"
"Empty command string","Prázdny príkaz"
"connection does not exist","pripojenie neexistuje"
"No msg number submitted","Nebolo zadané žiadne číslo správy (msg)"
