"New password","Nytt passord"
"Stylesheet","Stilark"
"Post Thumbnail","Miniatyrbilde"
"Time Zone","Tidssone"
"Site Tagline","Nettstedets slagord"
"Date Format","Datoformat"
"Time Format","Tidsformat"
"Allow new users to sign up","Tillat nye brukere å registrere seg"
"Thumbnail Width","Bredde på miniatyrbilde"
"Thumbnail Height","Høyde på miniatyrbilde"
"Crop thumbnail to exact dimensions","Beskjær miniatyrbilde til eksakte dimensjoner"
"Medium size image width","Bredde for mellomstore bilder"
"Medium size image height","Høyde for mellomstore bilder"
"Large size image width","Bredde for Store bilder"
"Large size image height","Høyde for store bilder"
"Allow people to post comments on new articles","Tillat andre å kommentere nye innlegg og sider."
"Allow link notifications from other blogs (pingbacks and trackbacks)","Tillat varsling av lenker fra andre blogger (tilbaketråkk og tilbakesporing)"
"Insufficient arguments passed to this XML-RPC method.","Manglende argumenter sendt for denne XML-RPC-metoden."
"Invalid post type","Ugyldig innleggstype"
"Invalid post ID.","Ugyldig innlegg-ID."
"Sorry, you are not allowed to edit this post.","Beklager, du har ikke tillatelse til å redigere dette innlegget."
"The post type may not be changed.","Innleggsformatet kan ikke endres."
"Sorry, you are not allowed to post on this site.","Beklager, du har ikke tillatelse til å publisere på dette nettstedet."
"Sorry, you are not allowed to create private posts in this post type","Beklager, du har ikke tillatelse til å lage private innlegg med denne innleggstypen"
"Sorry, you are not allowed to publish posts in this post type","Beklager, du har ikke tillatelse til å publisere denne typen innlegg"
"Sorry, you are not allowed to create password protected posts in this post type","Beklager, du har ikke tillatelse til å lage passordbeskyttet innlegg for dette innleggsformatet"
"You are not allowed to create posts as this user.","Du har ikke tillatelse til å opprette innlegg som denne brukeren."
"Invalid author ID.","Ugyldig forfatter-ID."
"Sorry, you cannot stick a private post.","Beklager, du kan ikke feste et privat innlegg på forsiden."
"Sorry, you are not allowed to stick this post.","Beklager, du har ikke tillatelse til å gjøre dette innlegget klebrig."
"Invalid attachment ID.","Ugyldig vedleggs-ID."
"Sorry, one of the given taxonomies is not supported by the post type.","Beklager, en av klassifiseringene støttes ikke av denne typen innlegg."
"Sorry, you are not allowed to assign a term to one of the given taxonomies.","Beklager, du har ikke tillatelse til å opprette nøkkelord for denne klassifiseringen."
"Invalid term ID","Ugyldig ID"
"Ambiguous term name used in a hierarchical taxonomy. Please use term ID instead.","Tvetydig navn på definisjon brukt i hierarkisk klassifisering. Bruk ID for nøkkelord i stedet."
"Sorry, you are not allowed to add a term to one of the given taxonomies.","Beklager, du har ikke tillatelse til å opprette nøkkelord til en av disse klassifiseringene."
"Sorry, your entry could not be posted. Something wrong happened.","Beklager, ditt innlegg kunne ikke publiseres. En feil oppstod."
"There is a revision of this post that is more recent.","Det er en versjon av dette innlegget som er nyere."
"Sorry, you are not allowed to delete this post.","Beklager, du har ikke tillatelse til å slette dette innlegget."
"The post cannot be deleted.","Dette innlegget kan ikke slettes."
"Sorry, you cannot edit this post.","Beklager, du kan ikke redigere dette innlegget."
"The post type specified is not valid","Den spesifiserte innleggstypen er ikke gyldig"
"Sorry, you are not allowed to edit posts in this post type","Beklager, du har ikke tillatelse til å redigere innlegg av denne typen"
"Invalid taxonomy","Ugyldig klassifisering"
"You are not allowed to create terms in this taxonomy.","Du har ikke adgang til å lage kriterier for denne klassifiseringen."
"The term name cannot be empty.","Kriterienavnet kan ikke være tomt."
"This taxonomy is not hierarchical.","Denne klassifiseringen er ikke hierarkisk."
"Parent term does not exist.","Forelderkategori finnes ikke."
"Sorry, your term could not be created. Something wrong happened.","Beklager, klarte ikke å sette kriteriet. Noe er galt."
"You are not allowed to edit terms in this taxonomy.","Du har ikke adgang til å redigere kriterier for denne klassifiseringen."
"This taxonomy is not hierarchical so you can't set a parent.","Klassifiseringen er ikke hierarkisk, slik at du kan opprette en forelder."
"Sorry, editing the term failed.","Beklager, redigering av definisjon feilet."
"You are not allowed to delete terms in this taxonomy.","Du har ikke adgang til å slette definisjoner for denne taksonomien."
"Sorry, deleting the term failed.","Beklager, sletting av definisjon feilet."
"You are not allowed to assign terms in this taxonomy.","Du har ikke adgang til å tilordne definsjoner for denne klassifiseringen."
"Sorry, you cannot edit users.","Beklager, du kan ikke redigere brukere."
"Invalid user ID","Ugyldig bruker-ID"
"Sorry, you cannot list users.","Beklager, du kan ikke liste opp brukere."
"The role specified is not valid","Den spesifiserte rollen er ikke gyldig"
"Sorry, you cannot edit your profile.","Beklager, du kan ikke redigere din profil."
"Sorry, the user cannot be updated.","Beklager, brukeren kan ikke oppdateres."
"Sorry, you cannot edit this page.","Beklager, du kan ikke redigere denne siden."
"Sorry, no such page.","Beklager, ingen sånn side."
"Sorry, you cannot edit pages.","Beklager, du kan ikke redigere sider."
"Sorry, you do not have the right to delete this page.","Beklager, du har ikke lov til å slette siden."
"Failed to delete the page.","Kunne ikke slette siden."
"Sorry, you do not have the right to edit this page.","Beklager, du har ikke lov til å redigere denne siden."
"Sorry, you cannot edit posts on this site.","Beklager, du kan ikke redigere innlegg på dette nettstedet."
"Sorry, you must be able to edit posts on this site in order to view tags.","Beklager, du må kunne redigere innlegg på dette nettstedet for å se stikkordene."
"Sorry, you do not have the right to add a category.","Beklager, du har ikke lov til å legge til en kategori."
"Sorry, the new category failed.","Beklager, den nye kategorien feilet."
"Sorry, you do not have the right to delete a category.","Beklager, du har ikke lov til å slette en kategori."
"Sorry, you must be able to edit posts to this site in order to view categories.","Beklager, du må kunne redigere innlegg på dette nettstedet for å se kategoriene."
"You are not allowed to moderate comments on this site.","Du har ikke tillatelse til å moderere kommentarer på dette nettstedet."
"Invalid comment ID.","Ugyldig kommentar-ID."
"Sorry, you cannot edit comments.","Beklager, du kan ikke redigere kommentarer."
"Invalid comment status.","Ugyldig kommentarstatus."
"Sorry, the comment could not be edited. Something wrong happened.","Beklager, kommentaren kunne ikke endres. En feil oppstod."
"You must be registered to comment","Du må være registrert for å kunne kommentere"
"Comment author name and email are required","Kommentarforfatter navn og e-post er obligatorisk"
"A valid email address is required","En gyldig e-postadresse"
"You are not allowed access to details about this site.","Du har ikke tillatelse til å se detaljer om dette nettstedet."
"You are not allowed access to details about comments.","Du har ikke tillatelse til å se detaljer om kommentarer."
"You are not allowed to update options.","Du har ikke tillatelse til å oppdatere innstillinger."
"You do not have permission to upload files.","Du har ikke lov til å laste opp filer."
"Sorry, you are not allowed to edit this post type.","Beklager, du har ikke adgang til å redigere denne typen innlegg."
"Invalid post ID","Ugyldig innleggs-ID"
"Sorry, you are not allowed to edit posts.","Beklager, du kan ikke redigere innlegg."
"Sorry, revisions are disabled.","Beklager, revisjoner er deaktivert."
"Sorry, you do not have access to user data on this site.","Beklager, du har ikke tilgang til brukerdata på dette nettstedet."
"Either there are no posts, or something went wrong.","Enten er det ingen innlegg, eller så oppstod en feil."
"Sorry, that file cannot be edited.","Beklager, den filen kan ikke redigeres."
"Sorry, no such post.","Beklager, ingen sånne innlegg."
"Sorry, you do not have the right to edit this post.","Beklager, du har ikke lov til å redigere dette innlegget."
"Sorry, you do not have the right to publish this post.","Beklager, du har ikke lov til å publisere dette innlegget."
"For some strange yet very annoying reason, this post could not be edited.","Av en merkelig og plagsom grunn kunne ikke innlegget redigeres."
"Sorry, you do not have the right to delete this post.","Beklager, du har ikke lov til å slette dette innlegget."
"For some strange yet very annoying reason, this post could not be deleted.","Av en merkelig og plagsom grunn kunne ikke innlegget slettes."
"Sorry, you are not allowed to publish pages on this site.","Beklager, du har ikke tillatelse til å publisere sider på dette nettstedet."
"Sorry, you are not allowed to publish posts on this site.","Beklager, du har ikke tillatelse til å publisere innlegg på dette nettstedet."
"Invalid post format","Ugyldig innleggsformat"
"You are not allowed to create pages as this user.","Du har ikke tillatelse til å lage sider som denne brukeren."
"You are not allowed to change the post author as this user.","Du har ikke tillatelse til å endre forfatter på innlegget som denne brukeren."
"You are not allowed to change the page author as this user.","Du har ikke tillatelse til å endre forfatter på siden som denne brukeren."
"Sorry, you do not have the right to publish this page.","Beklager, du har ikke lov til å publisere denne siden."
"Sorry, your entry could not be edited. Something wrong happened.","Beklager, dette kunne ikke redigeres. En feil oppstod."
"Sorry, you must be able to edit posts on this site in order to view categories.","Beklager, du må kunne redigere innlegg på dette nettstedet for å se kategoriene."
"Could not write file %s (%s)","Kunne ikke lagre filen %s (%s)"
"Sorry, you can not edit this post.","Beklager, du har ikke lov til å redigere dette innlegget."
"Sorry, you cannot publish this post.","Beklager, du kan ikke publisere dette innlegget."
"Is there no link to us?","Er det ingen lenke til oss?"
"The specified target URL cannot be used as a target. It either doesn&#8217;t exist, or it is not a pingback-enabled resource.","Spesifisert mål-URL kan ikke brukes som mål. Enten eksisterer det ikke, eller så er det ikke en plass med mulighet for tilbakeping."
"The source URL and the target URL cannot both point to the same resource.","Kilde URL og mål URL kan ikke begge peke til samme plass."
"The pingback has already been registered.","Tilbakeping har allerede blitt registrert."
"The source URL does not exist.","Kilde URL finnes ikke."
"We cannot find a title on that page.","Vi kan ikke finne en tittel på den siden."
"The source URL does not contain a link to the target URL, and so cannot be used as a source.","Kilde URL inneholder ikke en lenke til mål URL, og kan ikke brukes som kilde."
"Pingback from %s to %s registered. Keep the web talking! :-)","Tilbakeping fra %s til %s registrert. La webben snakke! :-)"
"The specified target URL does not exist.","Spesifisert mål URL finnes ikke."
"%s Comments","%s kommentarer"
"No Comments","Ingen kommentarer"
"1 Comment","1 kommentar"
"Comment","Kommentar"
"Trackback","Tilbakesporing"
"Pingback","Tilbakeping"
"Use <code>get_trackback_url()</code> instead if you do not want the value echoed.","Bruk <code>get_trackback_url()</code> i stedet hvis du ikke vil at verdien skal bli 'echoed'."
"Comments Off","Kommentarer av"
"Enter your password to view comments.","Skriv inn passordet ditt for å se kommentarer."
"Comment on %s","Kommenter %s"
"Reply","Svar"
"Log in to Reply","Logg inn for å svare"
"Leave a Comment","Legg igjen en kommentar"
"Log in to leave a Comment","Logg inn for å legge igjen en kommentar"
"Click here to cancel reply.","Klikk her for å avbryte svar."
"Leave a Reply","Legg igjen en kommentar"
"Leave a Reply to %s","Legg igjen en kommentar til %s"
"<cite class=\"fn\">%s</cite> <span class=\"says\">says:</span>","<cite class=\"fn\">%s</cite> <span class=\"says\">sier:</span>"
"Your comment is awaiting moderation.","Din kommentar avventer moderasjon."
"%s at %s","%s, kl. %s"
"(Edit)","(Rediger)"
"Email","E-post"
"Website","Nettsted"
"Required fields are marked %s","Obligatoriske felt er merket med %s"
"You must be <a href=\"%s\">logged in</a> to post a comment.","Du må være <a href=\"%s\">innlogget</a> for å kunne kommentere."
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out?</a>","Logget inn som <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Logg ut av denne kontoen\">Logg ut?</a>"
"Your email address will not be published.","Din e-postadresse vil ikke bli publisert."
"You may use these <abbr title=\"HyperText Markup Language\">HTML</abbr> tags and attributes: %s","Du kan bruke disse <abbr title=\"HyperText Markup Language\">HTML</abbr>-kodene og -egenskapene: %s"
"Cancel reply","Avbryt svar"
"Post Comment","Publiser kommentar"
"Unapproved","Ikke godkjent"
"Approved","Godkjent"
"Duplicate comment detected; it looks as though you&#8217;ve already said that!","To like kommentarer. Det ser ut som om du allerede har sagt dette!"
"You are posting comments too quickly. Slow down.","Du kommenterer for fort. Ta det kuli..."
"Could not update comment status","Kunne ikke oppdatere kommentarstatus"
"This argument has changed to an array to match the behavior of the other cron functions.","Dette argumentet har blitt endret til en vektor for å stemme overens med andre cron-funksjoner."
"Once Hourly","En gang i timen"
"Twice Daily","To ganger daglig"
"Once Daily","En gang daglig"
"Your site&#8217;s WordPress Pages","Ditt nettsted sine WordPress-sider"
"Sort by:","Sorter etter:"
"Page title","Sidetittel"
"Page order","Siderekkefølge"
"Page ID","Side ID"
"Exclude:","Ekskluder:"
"Page IDs, separated by commas.","Side ID-er, skilt med komma."
"Your blogroll","Din bloggrull"
"Links","Lenker"
"Select Link Category:","Velg lenkekategori."
"All Links","Alle lenker"
"Link title","Lenketittel"
"Link rating","Lenkevurdering"
"Link ID","Lenke-ID"
"Random","Tilfeldig"
"Show Link Image","Vis lenkebilde"
"Show Link Name","Vis lenkenavn"
"Show Link Description","Vis lenkebeskrivelse"
"Show Link Rating","Vis lenkevurdering"
"Number of links to show:","Antall lenker som vises:"
"A search form for your site","Et søkefelt for nettstedet ditt"
"A monthly archive of your site&#8217;s posts","Et månedlig arkiv for innlegg på nettstedet ditt"
"Archives","Arkiv"
"Select Month","Velg måned"
"Display as dropdown","Vis som nedtrekksmeny"
"Show post counts","Vis antall innlegg"
"Log in/out, admin, feed and WordPress links","Logg inn/ut, administrasjon, RSS- og WordPress-lenker"
"Syndicate this site using RSS 2.0","Abonner på nettstedet med RSS 2.0"
"Entries <abbr title=\"Really Simple Syndication\">RSS</abbr>","Innlegg <abbr title=\"Really Simple Syndication\">RSS</abbr>"
"The latest comments to all posts in RSS","De siste kommentarene til alle innlegg på RSS"
"Comments <abbr title=\"Really Simple Syndication\">RSS</abbr>","Kommentarer <abbr lang=\"en\" xml:lang=\"en\" title=\"Really Simple Syndication\">RSS</abbr>"
"Powered by WordPress, state-of-the-art semantic personal publishing platform.","Drives med WordPress, toppmoderne personlig publiseringsverktøy."
"A calendar of your site&#8217;s posts","En kalender med innlegg på nettstedet ditt"
"Calendar","Kalender"
"Arbitrary text or HTML","Vilkårlig tekst eller HTML"
"Automatically add paragraphs","Legg til avsnitt automatisk"
"A list or dropdown of categories","En liste eller meny av kategorier"
"Select Category","Velg kategori"
"Show hierarchy","Vis hierarki"
"The most recent posts on your site","De siste innleggene på nettstedet ditt"
"Recent Posts","Siste innlegg"
"Number of posts to show:","Antall innlegg å vise:"
"Display post date?","Vis innleggsdato?"
"The most recent comments","De nyeste kommentarene"
"Recent Comments","Siste kommentarer"
"%s on %s","%s til %s"
"Number of comments to show:","Antall kommentarer å vise:"
"Entries from any RSS or Atom feed","Innlegg fra en Atom- eller RSS-strøm"
"Unknown Feed","Ukjent strøm"
"Syndicate this content","Abonner på RSS-strøm"
"<strong>RSS Error</strong>: %s","<strong>RSS-feil</strong>: %s"
"An error has occurred, which probably means the feed is down. Try again later.","En feil oppstod, som antagelig betyr at strømmen er nede. Prøv igjen senere."
"Untitled","Uten tittel"
"RSS Error: %s","RSS-feil : %s"
"Enter the RSS feed URL here:","Skriv inn RSS-strøm-URL her:"
"Give the feed a title (optional):","Gi strømmen en tittel (valgfritt):"
"How many items would you like to display?","Hvor mange elementer vil du vise?"
"Display item content?","Vis elementets innhold?"
"Display item author if available?","Vis elementets forfatter hvis tilgjengelig?"
"Display item date?","Vis elementets dato?"
"Your most used tags in cloud format","Dine mest brukte stikkord i skyformat"
"Tag Cloud","Stikkordsky"
"Taxonomy:","Klassifisering:"
"Use this widget to add one of your custom menus as a widget.","Bruk denne widgeten for å legge til en av dine navigasjonsmenyer som en widget."
"Custom Menu","Egendefinert meny"
"No menus have been created yet. <a href=\"%s\">Create some</a>.","Ingen menyer har blitt laget ennå. <a href=\"%s\">Lag noen</a>"
"Select Menu:","Velg meny:"
"new WordPress Loop","ny WordPress-løkke"
"None","Ingen"
"Last updated","Sist oppdatert"
"Missing Attachment","Mangler vedlegg"
"First Post","Første innlegg"
"Last Post","Siste innlegg"
"Are you sure you want to do this?","Sikker på at det er dette du vil?"
"File &#8220;%s&#8221; doesn&#8217;t exist?","Filen &laquo;%s&raquo; finnes ikke?"
"The GD image library is not installed.","Bildebilioteket GD er ikke installert."
"File &#8220;%s&#8221; is not an image.","Filen &laquo;%s&raquo; er ikke et bilde."
"Comments on %s","Kommentarer til %s"
"Comments for %s searching on %s","Kommentarer til %s søk på %s"
"Comments for %s","Kommentarer til %s"
"Comment on %s by %s","Kommentar til %s av %s"
"By: %s","Av: %s"
"Comments on: %s","Kommentarer til: %s"
"Protected Comments: Please enter your password to view comments.","Beskyttede kommentarer. Vennligst skriv inn passordet ditt for å se kommentarene."
"&#8220;","&laquo;"
"&#8221;","&raquo;"
"%s min","%s minutt"
"%s mins","%s minutter"
"%s hour","%s time"
"%s hours","%s timer"
"%s day","%s dag"
"%s days","%s dager"
"The email address entered did not appear to be a valid email address. Please enter a valid email address.","E-postadressen som du skrev inn virker ikke å være en gyldig adresse. Vennligst skriv inn en gyldig e-postadresse."
"The WordPress address you entered did not appear to be a valid URL. Please enter a valid URL.","WordPress-adressen som du skrev inn virker ikke å være en gyldig URL. Vennligst skriv inn en gyldig URL."
"The Site address you entered did not appear to be a valid URL. Please enter a valid URL.","Nettstedsadressen du skrev inn virker ikke å være en gyldig URL. Vennligst skriv inn en gyldig URL."
"The timezone you have entered is not valid. Please select a valid timezone.","Tidssonen du har skrevet inn er ikke gyldig. Vennligst velg en gyldig tidssone."
", and"," og "
"and"," og "
"ERROR: %s is not a valid feed template.","FEIL: %s er ikke en gyldig mal Atom- eller RSS-strømmer."
"One or more database tables are unavailable. The database may need to be <a href=\"%s\">repaired</a>.","En eller flere av tabellene i databasen er utilgjengelige. Databasen må kanskje <a href=\"%s\">repareres</a>."
"Unable to create directory %s. Is its parent directory writable by the server?","Kan ikke lage mappen %s. Er mappen der du vil lage den skrivbar for serveren?"
"Empty filename","Tomt filnavn"
"Invalid file type","Ugyldig filtype"
"Could not write file %s","Kunne ikke lagre filen %s"
"WordPress Failure Notice","WordPress feilnote"
"You are attempting to log out of %s","Du forsøker å logge ut av %s"
"Do you really want to <a href='%s'>log out</a>?","Vil du virkelig <a href='%s'>logge ut</a>?"
"Please try again.","Vennligst prøv igjen."
"&laquo; Back","&laquo; Tilbake"
"WordPress &rsaquo; Error","WordPress &rsaquo; Feil"
"Database Error","Databasefeil"
"Error establishing a database connection","Feil: klarte ikke å etablere databasetilkobling"
"%s is <strong>deprecated</strong> since version %s! Use %s instead.","%s er <strong>utgått</strong> siden versjon %s! Bruk %s isteden."
"%s is <strong>deprecated</strong> since version %s with no alternative available.","%s er <strong>utgått</strong> siden versjon %s med ingen alternativer tilgjengelig."
"%s was called with an argument that is <strong>deprecated</strong> since version %s! %s","%s ble forespurt med et argument som er <strong>utgått</strong> siden versjon %s! %s"
"%s was called with an argument that is <strong>deprecated</strong> since version %s with no alternative available.","%s ble forespurt med et argument som er <strong>utgått</strong> siden versjon %s! med ingen alternativer tilgjengelige."
"(This message was added in version %s.)","(Denne meldingen ble lagt i versjon %s.)"
"Please see <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging in WordPress</a> for more information.","Vennligst se <a href=\"http://codex.wordpress.org/Debugging_in_WordPress\">Debugging i WordPress</a> for mer informasjon."
"%s was called <strong>incorrectly</strong>. %s %s","%s ble kalt <strong>feil</strong>. %s %s"
"Select a city","Velg en by"
"Manual Offsets","Manuelle offset"
"Scripts and styles should not be registered or enqueued until the %s, %s, or %s hooks.","Scripts og stiler bør ikke være registrert eller \"enqueued\" foran %s, %s eller %s."
"Search for:","Søk etter:"
"Log in","Logg inn"
"Log out","Logg ut"
"Username","Brukernavn"
"Password","Passord"
"Remember Me","Husk meg"
"Log In","Logg inn"
"Register","Registrer"
"Site Admin","Nettstedsadmin"
"The <code>%s</code> option is deprecated for the family of <code>bloginfo()</code> functions."," <code>%s</code>-valget er utgått for faimlien <code>bloginfo()</code>-funksjoner."
"Use the <code>%s</code> option instead.","Bruk <code>%s</code>-valget i stedet."
"Search Results %s %s","Søkeresultater %s %s"
"Page not found","Fant ikke siden"
"View posts for %s %s","Vis innlegg for %s %s"
"%s %s Feed","%s %s strøm"
"%s %s Comments Feed","%s %s kommentarstrøm"
"%s %s %s Comments Feed","%s %s %s kommentarstrøm"
"%s %s %s Category Feed","%s %s %s kategori-strøm"
"%s %s %s Tag Feed","%s %s %s stikkord-strøm"
"%s %s Posts by %s Feed","%s %s innlegg etter %s-strøm"
"%s %s Search Results for &#8220;%s&#8221; Feed","%s %s Søkeresultater for &laquo;%s&raquo;-strøm"
"%s %s %s Feed","%s %s %s-strøm"
"&laquo; Previous","&laquo; Forrige"
"Next &raquo;","Neste &raquo;"
"Blue","Blå"
"Gray","Grå"
"Do you want to use the WYSIWYG mode for this textarea?","Vil du bruke WYSIWYG modus for dette tekstfeltet?"
"Apply","Bruk"
"Insert","Sett inn"
"Close","Lukk"
"Browse","Bla igjennom"
"Class","Klasse"
"-- Not set --","-- Ikke valgt --"
"Copy/Cut/Paste is not available in Mozilla and Firefox.","Kopier/klipp/lim er ikke tilgjengelig i Mozilla og Firefox."
"Currently not supported by your browser, use keyboard shortcuts instead.","For øyeblikket ikke støttet av din nettleser. Bruk tastatursnarveier isteden."
"Sorry, but we have noticed that your popup-blocker has disabled a window that provides application functionality. You will need to disable popup blocking on this site in order to fully utilize this tool.","Beklager, men vi la merke til at en sprettopp-blokkering har hindret et vindu som gir applikasjonen funksjonalitet. Du trenger å deaktivere sprettopp-blokkering på dette nettstedet for å kunne bruke dette verktøyet skikkelig."
"ERROR: Invalid values entered, these are marked in red.","FEIL: Ugyldige verdier oppgitt. Disse er markert i rødt."
"{#field} must be a number","{#field} må være et tall"
"{#field} must be a number greater than {#min}","{#field} må være et tall større enn {#min}"
"{#field} must be a number or percentage","{#field} må være et tall eller prosent"
"More colors","Mer farger"
"Black","Svart"
"Burnt orange","Brent oransje"
"Dark olive","Mørk olivengrønn"
"Dark green","Mørk grønn"
"Dark azure","Mørk  asurblå"
"Navy Blue","Marineblå"
"Very dark gray","Veldig mørk grå"
"Maroon","Kastanjebrun"
"Orange","Oransje"
"Olive","Oliven"
"Green","Grønn"
"Teal","Lyseblå"
"Grayish blue","Gråblå"
"Red","Rød"
"Amber","Rav"
"Yellow green","Gulgrønn"
"Sea green","Sjøgrønn"
"Turquoise","Turkis"
"Royal blue","Kongeblå"
"Purple","Lilla"
"Medium gray","Mellomgrå"
"Gold","Gull"
"Yellow","Gul"
"Sky blue","Himmelblå"
"Brown","Brun"
"Silver","Sølv"
"Pink","Rosa"
"Peach","Fersken"
"Light yellow","Lys gul"
"Pale green","Blekgrønn"
"Pale cyan","Blek cyan"
"Light sky blue","Lys himmelblå"
"Plum","Plomme"
"White","Hvit"
"Alignment","Stille opp"
"Full","Hele"
"%sY-%sm-%d","%sÅ-%sm-%d"
"%sH:%sM:%sS","%sT:%sM:%sS"
"Insert date","Sett inn dato"
"Insert time","Sett inn tid"
"January","januar"
"February","februar"
"March","mars"
"April","april"
"May","mai"
"June","juni"
"July","juli"
"August","august"
"September","september"
"October","oktober"
"November","november"
"December","desember"
"Jan_January_abbreviation","jan"
"Feb_February_abbreviation","feb"
"Mar_March_abbreviation","mar"
"Apr_April_abbreviation","apr"
"May_May_abbreviation","mai"
"Jun_June_abbreviation","jun"
"Jul_July_abbreviation","jul"
"Aug_August_abbreviation","aug"
"Sep_September_abbreviation","sept"
"Oct_October_abbreviation","okt"
"Nov_November_abbreviation","nov"
"Dec_December_abbreviation","des"
"Sunday","søndag"
"Monday","mandag"
"Tuesday","tirsdag"
"Wednesday","onsdag"
"Thursday","torsdag"
"Friday","fredag"
"Saturday","lørdag"
"Sun","søn"
"Mon","man"
"Tue","tir"
"Wed","ons"
"Thu","tor"
"Fri","fre"
"Sat","lør"
"Print","Skriv ut"
"Preview","Forhåndsvis"
"Direction left to right","Retning venstre til høyre"
"Direction right to left","Retning høyre til venstre"
"Insert new layer","Sett inn nytt lag"
"Move forward","Flytt forover"
"Move backward","Flytt bakover"
"Toggle absolute positioning","Slå på eller av absolutt plassering"
"New layer...","Nytt lag..."
"Cancel all changes","Avbryt alle endringer"
"Insert non-breaking space character","Sett inn ikke-brytende mellomrom"
"Run spell checking","Kjør stavekontroll"
"ieSpell not detected. Do you want to install it now?","ieSpell ikke detektert. Vil du installere det nå?"
"Horizontal rule","Horisontal strek"
"Emotions","Følelser"
"Find","Finn"
"Find/Replace","Søk/erstatt"
"Insert/edit image","Sett inn/rediger bilde"
"Insert/edit link","Sett inn/rediger lenke"
"Citation","Sitat"
"Abbreviation","Forkortelse"
"Acronym","Akronym"
"Deletion","Sletting"
"Insertion","Innsetting"
"Insert/Edit Attributes","Sett inn/rediger attributter"
"Edit CSS Style","Rediger CSS-stil"
"Paste as Plain Text","Lim inn som tekst"
"Paste from Word","Lim inn fra Word"
"Select All","Velg alle"
"Paste is now in plain text mode. Click again to toggle back to regular paste mode. After you paste something you will be returned to regular paste mode.","Lim inn er nå i ren tekst-modus. Klikk igjen for å gå tilbake til vanlig lim inn modus. Når du har limt inn noe, vil du bli returnert til vanlig lim inn-modus."
"Paste is now in plain text mode. Click again to toggle back to regular paste mode.","Lim inn er nå i ren tekst-modus. Klikk igjen for å gå tilbake til vanlig lim inn-modus."
"Use CTRL+V on your keyboard to paste the text into the window.","Bruk CTRL+V på tastaturet ditt for å lime inn teksten i vinduet."
"Keep linebreaks","Behold linjeskift"
"Inserts a new table","Setter inn en ny tabell"
"Insert row before","Sett inn en rad før"
"Insert row after","Sett inn rad etter"
"Delete row","Slett rad"
"Insert column before","Sett inn en kolonne før"
"Insert column after","Sett inn kolonne etter"
"Remove column","Fjern kolonne"
"Split merged table cells","Del sammenslåtte tabellfelter"
"Merge table cells","Slå sammen tabellfelter"
"Table row properties","Tabell rad egenskaper"
"Table cell properties","Tabell felt egenskaper"
"Table properties","Tabell egenskaper"
"Paste table row before","Lim inn tabellrad før"
"Paste table row after","Lim inn tabellrad etter"
"Cut table row","Klipp ut tabellrad"
"Copy table row","Kopier tabellrad"
"Delete table","Slett tabell"
"Row","Rad"
"Column","Kolonne"
"Cell","Felt"
"The changes you made will be lost if you navigate away from this page.","Endringene du gjorde vil bli borte hvis du navigerer bort fra denne siden."
"Toggle fullscreen mode (Alt + Shift + G)","Slå på eller av fullskjermmodus (Alt + Shift + G)"
"Insert / edit embedded media","Sett inn / rediger innkapslet media"
"Edit embedded media","Rediger innkapslet media"
"Document properties","Dokument egenskaper"
"Insert predefined template content","Sett inn predefinert mal innhold"
"Visual control characters on/off.","Visuelle kontrolltegn på/av."
"Toggle spellchecker (Alt + Shift + N)","Slå på eller av stavekontroll (Alt + Shift + N)"
"Spellchecker settings","Stavekontroll innstillinger"
"Ignore word","Ignorer ord"
"Ignore all","Ignorer alle"
"Languages","Språk"
"Please wait...","Vennligst vent..."
"Suggestions","Forslag"
"No suggestions","Ingen forslag"
"This is somewhat embarrassing, isn&rsquo;t it?","Dette er litt flaut, ikke sant?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","Vi klarer ikke å finne det du leter etter. Prøv å søke."
"Daily Archives: %s","Daglige arkiver: %s"
"Monthly Archives: %s","Månedlige arkiver: %s"
"Yearly Archives: %s","Årlige arkiver: %s"
"Author Archives: %s","Forfatterarkiv: %s"
"About %s","Om %s"
"Category Archives: %s","Kategoriarkiv: %s"
"One thought on &ldquo;%s&rdquo;","En tanke om &ldquo;%s&rdquo;"
"%s thoughts on &ldquo;%s&rdquo;","%s tanker om &ldquo;%s&rdquo;"
"Comment navigation","Kommentarnavigasjon"
"&larr; Older Comments","&larr; Eldre kommentarer"
"Newer Comments &rarr;","Nyere kommentarer &rarr;"
"Permalink to %s","Permalenke til %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Les videre <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Skriv en kommentar"
"1 Reply","1 svar"
"%s Replies","%s svar"
"Nothing Found","Ingenting funnet"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Beklager, men ingen resultater ble funnet. Kanskje du kan finne et relatert innlegg ved å søke."
"Featured post","Fremhevet innlegg"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","Les alle innlegg av %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Semantisk, personlig publiseringsplattform"
"Proudly powered by %s","Stolt drevet av %s"
